Archescytina,Archescytina pusilla,276.0,276.0
Archescytina,Archescytina sheimoensis,270.55,270.55
Archescytina,Archescytina similis,275.8,275.8
Archescytina,Archescytina sojanensis,270.55,270.55
Archescytina,Archescytina sylvensis,276.0,276.0
Archescytina,Archescytina tetraclada,270.55,270.55
Archescytina,Archescytina tshekardaensis,275.8,275.8
Archescytina,Archescytina zekkeli,270.55,270.55
Archicercopis,Archicercopis falcatus,182.5,182.5
Archiconiopteryx,Archiconiopteryx liasina,182.5,182.5
Archijassus,Archijassus heeri,182.5,182.5
Archijassus,Archijassus minimus,161.7,161.7
Archijassus,Archijassus minutus,198.9,198.9
Archijassus,Archijassus morio,198.9,198.9
Archijassus,Archijassus plurinervis,119.0,119.0
Archiokrisna,Archiokrisna garciamarquezi,17.130000000000003,17.130000000000003
Archipsyche,Archipsyche eichstattensis,147.9,147.9
Architettix,Architettix compacta,117.245,117.245
Arctorthezia,Arctorthezia antiqua,35.95,35.95
Arctorthezia,Arctorthezia baltica,35.95,35.95
Ardela,Ardela grimmenensis,182.5,182.5
Aretsaya,Aretsaya therina,127.725,127.725
Argentinocicada,Argentinocicada magna,232.5,232.5
Argentinocicada,Argentinocicada minima,232.5,232.5
Argentinopheloscyta,Argentinopheloscyta forsterae,232.5,232.5
Argentinoscytina,Argentinoscytina clara,232.5,232.5
Arilus,Arilus faujasi,7.0165,7.0165
Arlecoris,Arlecoris louisi,244.6,244.6
Armanomiris,Armanomiris cretaceous,77.05,77.05
Armanomiris,Armanomiris klimaszewskii,77.05,77.05
Arnoldus,Arnoldus capitatus,35.95,35.95
Arnoldus,Arnoldus clavatus,35.95,35.95
Arroyoscyta,Arroyoscyta novaemexicana,301.29999999999995,301.29999999999995
Asiocossus,Asiocossus subcostalis,196.05,196.05
Asiocula,Asiocula lima,232.5,232.5
Asionecta,Asionecta curtipes,161.7,161.7
Asiopsyllidium,Asiopsyllidium unicum,196.05,196.05
Asiraca,Asiraca albipuncta,0.00585,0.00585
Asopus,Asopus puncticollis,57.6,57.6
Aspidiotus,Aspidiotus crenulatus,9.433,9.433
Aulieezidium,Aulieezidium karatauense,161.7,161.7
Australocicada,Australocicada arcucciae,232.5,232.5
Austris,Austris raffelis,35.95,35.95
Austroprosbole,Austroprosbole maculata,253.17,253.17
Austroprosboloides,Austroprosboloides vandijki,253.17,253.17
Austroscytina,Austroscytina imperfecta,253.17,253.17
Autrimpus,Autrimpus sambiorum,35.95,35.95
Aviorrhyncha,Aviorrhyncha magnifica,310.775,310.775
Baeocossus,Baeocossus finchae,117.245,117.245
Baeocossus,Baeocossus fortunatus,117.245,117.245
Baetylus,Baetylus kahramanus,127.725,127.725
Baisococcus,Baisococcus victoriae,119.0,119.0
Baissotea,Baissotea infanta,119.0,119.0
Baissotea,Baissotea peregrina,119.0,119.0
Baissotea,Baissotea popovi,119.0,119.0
Bajsaphis,Bajsaphis abbreviata,119.0,119.0
Bajsaphis,Bajsaphis cuspidata,119.0,119.0
Bajsaphis,Bajsaphis eridmata,119.0,119.0
Bajsaphis,Bajsaphis kononovae,119.0,119.0
Bajsaphis,Bajsaphis pulchra,119.0,119.0
Bakharia,Bakharia gibbera,159.1,168.2
Balticaphis,Balticaphis exsiccata,35.95,35.95
Baltichaitophorus,Baltichaitophorus jutlandicus,35.95,35.95
Balticixius,Balticixius insignis,35.95,35.95
Balticococcus,Balticococcus oblicus,35.95,35.95
Balticococcus,Balticococcus spinosus,35.95,35.95
