"223072","occ","","","21503","Deinotherium bozasi","species","157873","Gelasian","","2.588","1.806","10214","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"223074","occ","","","21503","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","10215","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223107","occ","","","21504","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","10215","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223216","occ","","","21515","Palaeoloxodon recki","species","133588","Late Pliocene","Calabrian","3.6","0.781","10215","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223223","occ","","","21516","Palaeoloxodon recki","species","133588","Late Pliocene","Calabrian","3.6","0.781","10215","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223227","occ","","","21521","Palaeoloxodon recki","species","133588","Pliocene","Pleistocene","5.333","0.0117","10215","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223232","occ","","","21541","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223236","occ","","","21542","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223241","occ","","","21543","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","5263","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223244","occ","","","21544","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223253","occ","","","21545","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223324","occ","","","21547","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223326","occ","","","21548","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223328","occ","","","21548","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223332","occ","","","21549","Palaeoloxodon recki","species","133588","Piacenzian","","3.6","2.588","4486","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223348","occ","","","21551","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223352","occ","","","21552","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223360","occ","","","21553","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223374","occ","","","21554","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223384","occ","","","21555","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223397","occ","","","21557","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4486","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223403","occ","","","21558","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223405","occ","","","21559","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223411","occ","","","21561","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223419","occ","","","21562","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223423","occ","","","21563","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223428","occ","","","21564","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4763","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223430","occ","","","21565","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223441","occ","","","21566","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223455","occ","","","21567","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223474","occ","","","21570","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223482","occ","","","21571","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4763","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223490","occ","","","21573","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4763","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223498","occ","","","21576","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223510","occ","","","21580","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4486","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223524","occ","","","21584","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223527","occ","","","21585","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223549","occ","","","21592","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223552","occ","","","21593","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223556","occ","","","21594","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223559","occ","","","21595","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223562","occ","","","21596","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223566","occ","","","21597","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223567","occ","","","21598","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223584","occ","","","21604","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223606","occ","","","21608","Palaeoloxodon recki","species","133588","Piacenzian","","3.6","2.588","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223626","occ","","","21609","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223635","occ","","","21610","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","5263","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223647","occ","","","21612","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223668","occ","","","21615","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223672","occ","","","21616","Palaeoloxodon recki","species","133588","Pliocene","","5.333","2.588","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223682","occ","","","21618","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223717","occ","","","21621","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223729","occ","","","21622","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223744","occ","","","21625","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4486","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223806","occ","","","21628","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4730","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223826","occ","","","21631","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223838","occ","","","21632","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223881","occ","","","21635","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223885","occ","","","21636","Palaeoloxodon recki","species","133588","Piacenzian","","3.6","2.588","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223888","occ","","","21637","Palaeoloxodon recki","species","133588","Piacenzian","","3.6","2.588","4486","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223894","occ","","","21638","Palaeoloxodon recki","species","133588","Piacenzian","","3.6","2.588","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223903","occ","","","21640","Palaeoloxodon recki","species","133588","Piacenzian","","3.6","2.588","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223918","occ","","","21641","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4486","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223924","occ","","","21642","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223928","occ","","","21643","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223933","occ","","","21644","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223937","occ","","","21645","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223944","occ","","","21646","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4763","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223946","occ","","","21647","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223957","occ","","","21650","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223962","occ","","","21651","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"223969","occ","","","21652","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"224016","occ","","","21657","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"224036","occ","","","21659","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4763","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"224040","occ","","","21660","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"224065","occ","","","21664","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"224073","occ","","","21666","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"224093","occ","","","21668","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","5263","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"224119","occ","","","21671","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"224124","occ","","","21672","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"224132","occ","","","21673","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"224152","occ","","","21676","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4447","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"224162","occ","","","21679","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"224164","occ","","","21680","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"224193","occ","","","21683","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4763","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"224205","occ","","","21737","Palaeoloxodon recki","species","133588","Zanclean","","5.333","3.6","4768","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"224213","occ","","","21738","Palaeoloxodon recki","species","133588","Gelasian","","2.588","1.806","4769","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
