"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","image_no","lng","lat"
"598205","occ","","","63399","Proboscidea","order","43230","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","","","1148","-86.156944","42.207779"
"598207","occ","","","63401","Proboscidea","order","43230","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","","","1148","-85.415833","42.559166"
"598229","occ","","","63397","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.748337","42.385555"
"598290","occ","","","63404","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18240","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.925003","43.256943"
"598291","occ","","","63405","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18240","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.326668","42.846668"
"598292","occ","","","63406","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18240","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-82.980553","42.340000"
"598293","occ","","","63407","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18240","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-84.042221","42.183887"
"598295","occ","","","63409","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18241","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-84.137222","44.148609"
"598296","occ","","","63410","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.592781","42.486668"
"598297","occ","","","63411","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.612503","42.472221"
"598298","occ","","","63412","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.216667","42.426388"
"598299","occ","","","63413","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.161110","42.571110"
"598300","occ","","","63414","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.791115","42.717777"
"598301","occ","","","63415","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.226669","41.992779"
"598302","occ","","","63416","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.856392","43.502777"
"598303","occ","","","63417","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.361946","43.051109"
"598304","occ","","","63418","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.780830","43.285557"
"598305","occ","","","63419","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.996941","42.056667"
"598306","occ","","","63420","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.117500","41.964169"
"598307","occ","","","63421","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.023613","43.271389"
"598375","occ","","","63429","Mammut americanum","species","46016","Late Pleistocene","Holocene","0.126","0","18245","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.783333","36.183334"
"598685","occ","","","63449","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.676666","42.775833"
"598686","occ","","","63450","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.898613","43.155277"
"598687","occ","","","63451","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.160004","43.297779"
"598688","occ","","","63452","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.419167","41.861389"
"598689","occ","","","63453","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.014999","41.905277"
"598690","occ","","","63454","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.118332","42.193054"
"598691","occ","","","63456","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.551392","42.151390"
"598700","occ","","","63457","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.460281","42.373333"
"598701","occ","","","63458","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.985275","42.975555"
"598705","occ","","","63459","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.140556","42.442780"
"598706","occ","","","63461","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.716667","43.415279"
"598707","occ","","","63462","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.619446","43.035557"
"598708","occ","","","63463","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-82.718330","43.374168"
"598709","occ","","","63464","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.868057","42.290279"
"598710","occ","","","63465","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-86.581947","41.764721"
"598711","occ","","","63466","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-84.748055","42.486942"
"598712","occ","","","63467","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-84.492226","42.458332"
"598714","occ","","","63468","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-84.571114","42.386112"
"598715","occ","","","63469","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-84.004997","43.415001"
"598716","occ","","","63470","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-84.208611","42.812222"
"598717","occ","","","63471","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-86.618889","41.878334"
"598718","occ","","","63472","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-83.154724","43.362499"
"598719","occ","","","63473","Proboscidea","order","43230","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","","","1148","-85.671669","42.500832"
"598720","occ","","","63474","Proboscidea","order","43230","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","","","1148","-84.533058","42.633057"
"598721","occ","","","63475","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-84.512497","42.313057"
"598722","occ","","","63476","Proboscidea","order","43230","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","","","1148","-85.753609","42.906387"
"598723","occ","","","63477","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-85.460556","43.050278"
"598724","occ","","","63478","Proboscidea","order","43230","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","","","1148","-86.036392","43.023335"
"598725","occ","","","63479","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.261108","42.646389"
"598726","occ","","","63480","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.241386","44.700279"
"598727","occ","","","63481","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-83.943886","43.558887"
"598728","occ","","","63482","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.098610","43.646667"
"598729","occ","","","63483","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-86.310837","42.207500"
"598730","occ","","","63484","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.388336","42.193611"
"598731","occ","","","63485","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.232780","42.150555"
"598732","occ","","","63486","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.290833","42.050278"
"598733","occ","","","63487","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.543053","41.950279"
"598734","occ","","","63488","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.485001","41.935555"
"598735","occ","","","63489","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.465553","41.906666"
"598738","occ","","","63490","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.387497","41.805279"
"598739","occ","","","63491","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.445831","41.790833"
"598740","occ","","","63492","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-86.581108","41.805832"
"598741","occ","","","63493","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.907219","42.178890"
"598742","occ","","","63494","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.874443","41.948891"
"598743","occ","","","63495","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.912224","41.890835"
"598744","occ","","","63496","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.922501","42.285831"
"598745","occ","","","63497","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.513611","43.023335"
"598746","occ","","","63498","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.786942","42.428890"
"598747","occ","","","63499","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.865829","42.487499"
"598748","occ","","","63500","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.043610","42.501945"
"598749","occ","","","63501","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.671944","42.719166"
"598750","occ","","","63502","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-84.926109","42.763058"
