Species	Status	min_age	max_age
Deinotherium_bozasi	extinct	2.588	5.333
Loxodonta	extinct	2.588	5.333
Stegodon_kaisensis	extinct	2.588	5.333
Loxodonta	extinct	2.588	5.333
Gomphotherium	extinct	11.62	13.82
Elephantidae	extinct	0	5.333
Mammuthus	extinct	2.588	23.03
Elephantidae	extinct	2.588	23.03
Palaeoloxodon_recki	extinct	0.0117	5.333
Elephantidae	extinct	5.333	23.03
Stegodon_kaisensis	extinct	2.588	23.03
Loxodonta	extinct	2.588	23.03
Loxodonta	extinct	2.588	23.03
Loxodonta	extinct	2.588	23.03
Loxodonta	extinct	2.588	23.03
Elephantidae	extinct	2.588	23.03
Stegodon_kaisensis	extinct	2.588	23.03
Stegodon_kaisensis	extinct	2.588	23.03
Loxodonta	extinct	2.588	23.03
Anancus_kenyensis	extinct	2.588	23.03
Stegodon_kaisensis	extinct	2.588	23.03
Loxodonta	extinct	2.588	23.03
Loxodonta	extinct	2.588	23.03
Stegodon_kaisensis	extinct	2.588	23.03
Stegotetrabelodon	extinct	5.333	23.03
Stegotetrabelodon	extinct	5.333	23.03
Primelephas_korotorensis	extinct	2.588	23.03
Stegotetrabelodon	extinct	2.588	23.03
Stegotetrabelodon	extinct	2.588	23.03
Loxodonta	extinct	2.588	23.03
Anancus_kenyensis	extinct	2.588	23.03
Palaeoloxodon_recki	extinct	0.781	1.806
Deinotherium_bozasi	extinct	2.588	5.333
Elephantidae	extinct	2.588	5.333
Loxodonta	extinct	0.0117	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	0.781	1.806
Palaeoloxodon_recki	extinct	0.781	1.806
Deinotheriidae	extinct	0.781	2.588
Mammuthus_primigenius	extinct	0.0117	2.588
Palaeoloxodon_recki	extinct	0.0117	5.333
Anancus_kenyensis	extinct	2.588	11.608
Stegodon_kaisensis	extinct	2.588	11.608
Elephantinae	extinct	2.588	11.608
Primelephas_korotorensis	extinct	2.588	11.608
Rhynchotherium	extinct	0.3	4.9
Amebelodon_floridanus	extinct	4.9	10.3
Mammut	extinct	0.3	1.8
Mammuthus	extinct	0.3	1.8
Proboscidea	extinct	23.03	28.1
Zygolophodon	extinct	23.03	28.1
Gomphotheriidae	extinct	20	22.4
Zygolophodon_morotoensis	extinct	20	22.4
Deinotherium	extinct	20	22.4
Loxodonta	extinct	0.781	2.588
Zygolophodon	extinct	5.333	15.97
Platybelodon	extinct	5.333	15.97
Mastodontidae	extinct	11.608	15.97
Mastodontidae	extinct	5.333	15.97
Stegotetrabelodon	extinct	5.333	11.608
Gomphotherium	extinct	13.82	15.97
Prodeinotherium_bavaricum	extinct	13.82	15.97
Gomphotherium	extinct	13.82	15.97
Gomphotherium_angustidens	extinct	7.246	15.97
Zygolophodon_turicensis	extinct	7.246	15.97
Loxodonta	extinct	2.588	5.333
Deinotherium_bozasi	extinct	2.588	5.333
Proboscidea	extinct	0.781	2.588
Elephas	extinct	2.588	3.6
Anancus	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	0.781	2.588
Proboscidea	extinct	0.781	2.588
Gomphotherium_angustidens	extinct	13.65	15.97
Zygolophodon_turicensis	extinct	13.65	15.97
Prodeinotherium_bavaricum	extinct	13.65	15.97
Gomphotherium_angustidens	extinct	13.65	15.97
Zygolophodon_turicensis	extinct	13.65	15.97
Prodeinotherium_bavaricum	extinct	13.65	15.97
Gomphotherium_angustidens	extinct	13.82	20.44
Gomphotherium_angustidens	extinct	13.82	20.44
Gomphotherium_angustidens	extinct	11.62	15.97
Zygolophodon_turicensis	extinct	11.62	15.97
Elephantidae	extinct	0.0117	0.781
Proboscidea	extinct	0.781	2.588
Palaeoloxodon_recki	extinct	0.781	2.588
Proboscidea	extinct	0.781	2.588
Elephantidae	extinct	2.588	3.6
Gomphotherium	extinct	11.62	15.97
Zygolophodon_turicensis	extinct	11.62	15.97
Deinotherium_giganteum	extinct	11.62	15.97
Mammut	extinct	2.588	5.333
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_trogontherii	extinct	0.126	0.781
Elephas	extinct	0.0117	2.588
Stegodon	extinct	0.0117	2.588
Mammuthus	extinct	0.0117	2.588
Stegodon_trigonocephalus	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Anancus_kenyensis	extinct	7.246	11.62
Stegotetrabelodon_orbus	extinct	7.246	11.62
Primelephas_korotorensis	extinct	7.246	11.62
Elephantidae	extinct	7.246	11.62
Elephantidae	extinct	7.246	11.62
Deinotherium_bozasi	extinct	7.246	11.62
Anancus_kenyensis	extinct	2.588	11.62
Gomphotheriidae	extinct	2.588	11.62
Stegotetrabelodon_orbus	extinct	2.588	11.62
Elephas_nawataensis	extinct	2.588	11.62
Elephantidae	extinct	2.588	11.62
Deinotherium_bozasi	extinct	2.588	11.62
Anancus_kenyensis	extinct	2.588	11.62
Elephantidae	extinct	2.588	11.62
Deinotherium_bozasi	extinct	2.588	11.62
Deinotherium_bozasi	extinct	2.588	5.333
Mammut_americanum	extinct	0.0117	0.126
Mammuthus_columbi	extinct	0.0117	0.126
Loxodonta	extinct	0.781	2.588
Elephantidae	extinct	0.0117	2.588
Elephantidae	extinct	0.0117	2.588
Loxodonta	extinct	0.0117	2.588
Elephas	extinct	0.0117	2.588
Stegomastodon_aftoniae	extinct	0.126	0.781
Mammuthus_columbi	extinct	0.126	0.781
Mammuthus_columbi	extinct	0.126	0.781
Deinotherium	extinct	5.333	11.608
Anancus	extinct	2.588	5.333
Mammuthus	extinct	2.588	5.333
Mammuthus_meridionalis	extinct	2.588	5.333
Mammuthus	extinct	2.588	5.333
Mammuthus_trogontherii	extinct	0.126	0.781
Mammuthus_meridionalis	extinct	0.0117	2.588
Choerolophodon_pentelici	extinct	5.333	11.608
Elephantoidea	extinct	2.588	23.03
Palaeoloxodon_antiquus	extinct	0	2.588
Palaeoloxodon_antiquus	extinct	0	2.588
Palaeoloxodon_antiquus	extinct	0	2.588
Palaeoloxodon_antiquus	extinct	0	2.588
Palaeoloxodon_antiquus	extinct	0	2.588
Palaeoloxodon_antiquus	extinct	0.0117	2.588
Mammuthus_primigenius	extinct	0.0117	2.588
Deinotherium_giganteum	extinct	11.608	15.97
Tetrabelodon_angustidens	extinct	11.608	15.97
Proboscidea	extinct	0.0117	23.03
Anancus_arvernensis	extinct	2.588	3.2
Mammuthus_meridionalis	extinct	2.588	3.2
Gomphotherium_angustidens	extinct	13.65	15.97
Zygolophodon_turicensis	extinct	13.65	15.97
Elephantidae	extinct	0.0117	3.2
Zygolophodon_turicensis	extinct	5.333	11.608
Proboscidea	extinct	5.333	11.608
Gomphotherium_wimani	extinct	5.333	11.608
Gomphotherium_wimani	extinct	5.333	11.608
Gomphotherium_connexus	extinct	5.333	11.608
Gomphotherium_wimani	extinct	5.333	11.608
Mammuthus	extinct	0.0117	0.781
Anancus	extinct	0.0117	3.2
Mammuthus_meridionalis	extinct	0.0117	3.2
Mammuthus_meridionalis	extinct	0.0117	3.2
Mammuthus_meridionalis	extinct	0.781	2.588
Elephantidae	extinct	0.781	2.588
Elephantidae	extinct	0.781	2.588
Tetralophodon	extinct	5.333	11.608
Mammuthus_meridionalis	extinct	0.0117	2.588
Mammuthus_meridionalis	extinct	0.0117	5.333
Mammuthus_meridionalis	extinct	0.0117	5.333
Mammuthus	extinct	0.0117	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_trogontherii	extinct	0.126	0.781
Mammuthus_meridionalis	extinct	0.0117	5.333
Palaeoloxodon_antiquus	extinct	0.126	2.588
Gomphotherium_angustidens	extinct	5.333	7.246
Deinotherium_giganteum	extinct	5.333	7.246
Anancus_arvernensis	extinct	3.2	5.333
Anancus_arvernensis	extinct	3.2	5.333
Gomphotherium_angustidens	extinct	5.333	11.608
Tetralophodon_longirostris	extinct	5.333	11.608
Proboscidea	extinct	5.333	11.608
Mammuthus	extinct	2.588	3.2
Anancus_arvernensis	extinct	2.588	5.333
Anancus_arvernensis	extinct	2.588	3.2
Mammut	extinct	2.588	3.2
Mammuthus_meridionalis	extinct	2.588	3.2
Anancus_arvernensis	extinct	2.588	3.2
Mammuthus_meridionalis	extinct	2.588	3.2
Anancus_arvernensis	extinct	2.588	3.2
Mammuthus_meridionalis	extinct	2.588	3.2
Mammutidae	extinct	0	23.03
Gomphotherium_angustidens	extinct	7.246	11.62
Mammutidae	extinct	0	2.588
Mammut	extinct	0	2.588
Mammuthus_meridionalis	extinct	0	2.588
Anancus	extinct	0	2.588
Mammuthus_trogontherii	extinct	0.126	0.781
Gomphotherium_obscurum	extinct	13.6	15.97
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_trogontherii	extinct	0.126	2.588
Mammuthus_trogontherii	extinct	0.781	2.588
Elephantidae	extinct	0.126	0.781
Mammuthus_meridionalis	extinct	0.126	0.781
Palaeoloxodon_antiquus	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Mammuthus_meridionalis	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Elephantidae	extinct	0.126	0.781
Deinotherium	extinct	2.588	5.333
Deinotherium	extinct	2.588	5.333
Stegodon	extinct	0.0117	5.333
Stegodon	extinct	0.0117	2.588
Stegodon	extinct	0.0117	2.588
Stegodon_yuanmouensis	extinct	0.0117	2.588
Stegodon	extinct	0.0117	2.588
Stegodon	extinct	0.0117	2.588
Stegodon	extinct	0.0117	2.588
Moeritherium	extinct	41.3	47.8
Gomphotherium	extinct	15.97	20.44
Zygolophodon	extinct	15.97	20.44
Gomphotherium	extinct	15.97	20.44
Gomphotherium	extinct	15.97	20.44
Gomphotherium	extinct	15.97	20.44
Gomphotherium	extinct	15.97	20.44
Gomphotherium	extinct	15.97	20.44
Zygolophodon	extinct	15.97	20.44
Gomphotherium	extinct	15.97	20.44
Gomphotherium	extinct	15.97	20.44
Gomphotherium	extinct	15.97	20.44
Gomphotherium	extinct	15.97	20.44
Gomphotherium	extinct	15.97	20.44
Gomphotherium	extinct	15.97	20.44
Zygolophodon	extinct	15.97	20.44
Stegodon	extinct	0.0117	0.126
Stegodon	extinct	0.0117	0.126
Gomphotherium	extinct	0.781	2.588
Gomphotherium	extinct	0.781	2.588
Stegodon	extinct	0.781	2.588
Gomphotherium	extinct	0.781	2.588
Elephas	extinct	0.0117	0.781
Mammuthus_meridionalis	extinct	0.0117	2.588
Palaeoloxodon_recki	extinct	0.781	2.588
Anancus_arvernensis	extinct	0.0117	3.6
Elephas	extinct	0.0117	2.588
Mammut	extinct	5.333	8.7
Stegodon	extinct	0.0117	5.333
Loxodonta	extinct	0.781	2.588
Loxodonta	extinct	0.781	2.588
Deinotherium_bozasi	extinct	0.781	2.588
Palaeoloxodon_recki	extinct	0.781	2.588
Palaeoloxodon_recki	extinct	0.0117	2.588
Elephas	extinct	0.0117	2.588
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	1.806	2.588
Loxodonta	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	0.781	3.6
Gomphotheriidae	extinct	12.75	13.65
Gomphotheriidae	extinct	12.75	13.65
Proboscidea	extinct	0.126	0.781
Platybelodon	extinct	15.97	20.44
Prodeinotherium_hobleyi	extinct	15.97	20.44
Stegodon	extinct	0.126	0.781
Gomphotherium	extinct	8.7	11.608
Anancus_arvernensis	extinct	2.588	5.333
Mammutidae	extinct	0.126	0.781
Mammut	extinct	8.7	11.608
Tetralophodon	extinct	8.7	11.608
Gomphotheriidae	extinct	7.246	11.62
Mammuthus	extinct	2.588	3.6
Mammuthus	extinct	2.588	3.6
Elephas	extinct	0.0117	2.588
Mammuthus_trogontherii	extinct	0.0117	2.588
Anancus_arvernensis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus	extinct	0.781	2.588
Proboscidea	extinct	0.0117	5.333
Mammuthus_meridionalis	extinct	0.781	2.588
Anancus_arvernensis	extinct	2.588	5.333
Zygolophodon_tapiroides	extinct	11.608	12.7
Anancus_arvernensis	extinct	2.588	5.333
Zygolophodon	extinct	2.588	5.333
Mammut	extinct	2.588	5.333
Anancus_arvernensis	extinct	2.588	5.333
Mammuthus	extinct	2.588	5.333
Mammuthus	extinct	2.588	5.333
Mammut	extinct	11.608	12.7
Zygolophodon_tapiroides	extinct	11.608	12.7
Tetrabelodon_angustidens	extinct	7.246	12.7
Tetrabelodon_angustidens	extinct	11.608	12.7
Mammut	extinct	5.333	15.97
Tetrabelodon_angustidens	extinct	11.608	15.97
Tetrabelodon_angustidens	extinct	11.608	23.03
Mammut	extinct	2.588	5.333
Anancus_arvernensis	extinct	2.588	5.333
Mammuthus_meridionalis	extinct	2.588	5.333
Mammuthus_meridionalis	extinct	2.588	5.333
Mammuthus_meridionalis	extinct	2.588	5.333
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.0117	2.588
Mammuthus_meridionalis	extinct	0.0117	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	2.588	5.333
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Zygolophodon	extinct	2.588	5.333
Anancus_arvernensis	extinct	2.588	5.333
Zygolophodon	extinct	2.588	5.333
Anancus_arvernensis	extinct	2.588	5.333
Zygolophodon	extinct	2.588	5.333
Anancus_arvernensis	extinct	2.588	5.333
Anancus_arvernensis	extinct	2.588	5.333
Mammuthus_trogontherii	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Elephantinae	extinct	0.781	2.588
Stegodon	extinct	0.0117	2.588
Stegodon	extinct	0.126	0.781
Anancus_arvernensis	extinct	2.588	5.333
Anancus_arvernensis	extinct	2.588	5.333
Anancus_arvernensis	extinct	3.2	5.333
Anancus_arvernensis	extinct	2.588	5.333
Mammuthus_meridionalis	extinct	2.588	5.333
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus	extinct	0.0117	2.588
Mammuthus_trogontherii	extinct	0.0117	2.588
Mammuthus	extinct	0.0117	5.333
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_trogontherii	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Mammuthus	extinct	0.126	2.588
Mammuthus_primigenius	extinct	0.0117	0.781
Mammuthus_meridionalis	extinct	0.0117	2.588
Anancus_arvernensis	extinct	2.588	5.333
Zygolophodon_tapiroides	extinct	2.588	5.333
Mammuthus_meridionalis	extinct	1.806	2.588
Platybelodon	extinct	5.333	8.7
Palaeoloxodon_antiquus	extinct	0.0117	2.588
Mammuthus	extinct	0.0117	2.588
Proboscidea	extinct	0.0117	2.588
Elephas	extinct	0.126	2.588
Elephas	extinct	0.0117	0.781
Mammuthus	extinct	0.0117	0.781
Elephas	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Anancus	extinct	2.588	5.333
Mammuthus	extinct	2.588	5.333
Gomphotherium_angustidens	extinct	15.97	20.44
Mastodontidae	extinct	15.97	20.44
Mastodontidae	extinct	5.333	8.7
Anancus_arvernensis	extinct	5.333	8.7
Tetralophodon_longirostris	extinct	8.7	11.608
Deinotherium_giganteum	extinct	8.7	11.608
Anancus_arvernensis	extinct	2.588	3.2
Mammuthus	extinct	2.588	3.2
Mammuthus_meridionalis	extinct	0.0117	5.333
Mammuthus_meridionalis	extinct	0.0117	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammut	extinct	2.588	3.2
Anancus_arvernensis	extinct	2.588	3.2
Mammut	extinct	2.588	3.2
Anancus_arvernensis	extinct	2.588	3.2
Mammut	extinct	2.588	3.2
Anancus_arvernensis	extinct	2.588	3.2
Mastodontidae	extinct	2.588	3.2
Stegodon	extinct	0.781	2.588
Elephas	extinct	38	41.3
Elephas	extinct	0.781	2.588
Stegodon	extinct	0.0117	2.588
Gomphotherium	extinct	5.333	8.7
Stegodon	extinct	0.0117	2.588
Choerolophodon_pentelici	extinct	8.7	11.608
Deinotheriidae	extinct	8.7	11.608
Mammut	extinct	8.7	11.608
Gomphotherium_shensiensis	extinct	11.62	13.82
Platybelodon	extinct	11.62	13.82
Gomphotherium_angustidens	extinct	11.608	15.97
Zygolophodon	extinct	2.588	5.333
Anancus_arvernensis	extinct	2.588	5.333
Zygolophodon	extinct	2.588	5.333
Anancus_arvernensis	extinct	2.588	5.333
Mammuthus_meridionalis	extinct	0.126	0.781
Mammuthus_meridionalis	extinct	2.588	5.333
Proboscidea	extinct	15.97	20.44
Gomphotherium	extinct	15.97	28.4
Tetrabelodon_angustidens	extinct	15.97	23.03
Gomphotherium	extinct	5.333	15.97
Platybelodon	extinct	11.62	13.82
Zygolophodon	extinct	11.62	13.82
Tetralophodon	extinct	11.62	13.82
Tetralophodon	extinct	8.7	11.608
Tetralophodon	extinct	8.7	11.608
Platybelodon	extinct	8.7	11.608
Mammut	extinct	3.2	5.333
Stegodon	extinct	3.2	5.333
Elephas	extinct	3.2	5.333
Zygolophodon	extinct	3.2	5.333
Mammut_matthewi	extinct	11.62	13.82
Tetralophodon	extinct	5.333	23.03
Platybelodon	extinct	11.62	13.82
Platybelodon	extinct	11.62	13.82
Platybelodon	extinct	11.62	13.82
Platybelodon	extinct	11.62	13.82
Platybelodon	extinct	11.62	13.82
Platybelodon	extinct	11.62	13.82
Gomphotherium_wimani	extinct	5.333	23.03
Zygolophodon	extinct	2.588	5.333
Stegolophodon	extinct	2.588	5.333
Mammut	extinct	2.588	5.333
Stegolophodon	extinct	2.588	5.333
Stegodon	extinct	2.588	5.333
Stegodon	extinct	2.588	5.333
Gomphotherium_angustidens	extinct	11.62	15.97
Gomphotherium_angustidens	extinct	11.62	15.97
Mammuthus_meridionalis	extinct	0.126	0.781
Platybelodon	extinct	11.62	13.82
Gomphotherium_shensiensis	extinct	11.62	13.82
Platybelodon	extinct	11.62	13.82
Proboscidea	extinct	0.0117	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Anancus	extinct	3.2	5.333
Palaeoloxodon_antiquus	extinct	0.126	0.781
Mammuthus	extinct	0.126	0.781
Elephantidae	extinct	0.126	0.781
Elephas	extinct	0.126	0.781
Mammuthus_primigenius	extinct	0.0117	0.126
Elephas	extinct	0.126	0.781
Elephas	extinct	0.126	0.781
Gomphotherium	extinct	11.608	15.97
Elephantidae	extinct	0.0117	0.781
Elephantidae	extinct	0.0117	0.126
Palaeoloxodon_antiquus	extinct	0.126	0.781
Mammuthus_meridionalis	extinct	0.126	0.781
Elephas	extinct	0.126	0.781
Palaeoloxodon_antiquus	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.0117	0.781
Elephas	extinct	0.0117	0.781
Palaeoloxodon_antiquus	extinct	0.126	0.781
Mammuthus_meridionalis	extinct	0.126	0.781
Elephas	extinct	0.126	0.781
Elephas	extinct	0.126	0.781
Proboscidea	extinct	0.0117	5.333
Palaeoloxodon_antiquus	extinct	0.126	0.781
Palaeoloxodon_antiquus	extinct	0.126	0.781
Elephas	extinct	0.126	0.781
Palaeoloxodon_antiquus	extinct	0.126	0.781
Palaeoloxodon_antiquus	extinct	0.126	0.781
Elephantidae	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.0117	5.333
Deinotherium_giganteum	extinct	7.246	11.62
Tetralophodon_longirostris	extinct	7.246	11.62
Proboscidea	extinct	7.246	11.62
Deinotherium_giganteum	extinct	7.246	11.62
Proboscidea	extinct	7.246	11.62
Deinotherium_giganteum	extinct	7.246	11.62
Tetralophodon_longirostris	extinct	7.246	11.62
Proboscidea	extinct	7.246	11.62
Palaeoloxodon_antiquus	extinct	0.781	2.588
Palaeoloxodon_antiquus	extinct	0.781	2.588
Mammuthus_primigenius	extinct	0.781	2.588
Mammuthus_primigenius	extinct	0.781	2.588
Mammuthus_primigenius	extinct	0.781	2.588
Palaeoloxodon_antiquus	extinct	0.781	2.588
Mammuthus_primigenius	extinct	0.781	2.588
Mammuthus_primigenius	extinct	0.781	2.588
Mammuthus_columbi	extinct	0.0117	2.588
Moeritheriidae	extinct	41.3	47.8
Prodeinotherium_bavaricum	extinct	13.82	15.97
Gomphotherium	extinct	13.82	15.97
Proboscidea	extinct	13.65	15.97
Gomphotherium_angustidens	extinct	13.82	15.97
Prodeinotherium_bavaricum	extinct	12.75	13.65
Gomphotherium_angustidens	extinct	12.75	13.65
Gomphotherium_angustidens	extinct	13.82	15.97
Gomphotherium	extinct	5.333	23.03
Gomphotherium_angustidens	extinct	13.65	15.97
Gomphotherium_angustidens	extinct	13.65	15.97
Gomphotherium	extinct	13.65	15.97
Gomphotherium	extinct	11.1	12.75
Prodeinotherium_bavaricum	extinct	11.1	12.75
Proboscidea	extinct	13.65	15.97
Gomphotheriidae	extinct	15.97	23.03
Gomphotherium	extinct	15.97	23.03
Deinotherium	extinct	15.97	23.03
Deinotherium	extinct	15.97	23.03
Gomphotherium	extinct	15.97	23.03
Zygolophodon	extinct	2.588	3.2
Anancus_arvernensis	extinct	2.588	3.2
Anancus_arvernensis	extinct	2.588	3.2
Zygolophodon	extinct	2.588	3.2
Anancus_arvernensis	extinct	1.806	2.588
Anancus_arvernensis	extinct	1.806	2.588
Mammuthus_meridionalis	extinct	1.806	2.588
Anancus_arvernensis	extinct	1.806	2.588
Gomphotherium	extinct	15.97	20.44
Mammut	extinct	15.97	20.44
Anancus_arvernensis	extinct	1.806	2.588
Mammuthus_meridionalis	extinct	1.806	2.588
Anancus_arvernensis	extinct	1.806	2.588
Mammuthus_meridionalis	extinct	1.806	2.588
Anancus_arvernensis	extinct	1.806	2.588
Mammuthus	extinct	1.806	2.588
Mammut	extinct	2.588	5.333
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus	extinct	0.781	2.588
Palaeoloxodon_antiquus	extinct	0.781	2.588
Palaeoloxodon_antiquus	extinct	0.781	2.588
Moeritheriidae	extinct	41.3	47.8
Moeritherium_lyonsi	extinct	33.9	41.3
Barytherium_grave	extinct	33.9	41.3
Mammuthus_trogontherii	extinct	0.0117	2.588
Palaeoloxodon_antiquus	extinct	0.0117	2.588
Mammuthus_primigenius	extinct	0.0117	0.126
Mammuthus_primigenius	extinct	0.0117	0.126
Mammuthus_primigenius	extinct	0.126	0.781
Mammuthus	extinct	0.781	2.588
Gomphotherium	extinct	15.97	23.03
Gomphotheriidae	extinct	11.608	15.97
Prodeinotherium_pentapotamiae	extinct	11.608	15.97
Gomphotheriidae	extinct	11.608	15.97
Prodeinotherium_pentapotamiae	extinct	11.608	15.97
Gomphotheriidae	extinct	11.608	15.97
Gomphotheriidae	extinct	11.608	15.97
Prodeinotherium_pentapotamiae	extinct	11.608	15.97
Palaeoloxodon_recki	extinct	0.0117	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.0117	5.333
Mammuthus_meridionalis	extinct	0.0117	2.588
Palaeoloxodon_antiquus	extinct	0.126	0.781
Mammuthus_meridionalis	extinct	0.126	0.781
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_meridionalis	extinct	0.0117	5.333
Anancus	extinct	2.588	3.2
Mammuthus	extinct	2.588	3.2
Mammuthus	extinct	1.806	2.588
Anancus_arvernensis	extinct	3.2	5.333
Anancus_arvernensis	extinct	2.588	3.2
Anancus_arvernensis	extinct	2.588	3.2
Mammut	extinct	2.588	3.2
Anancus_arvernensis	extinct	2.588	3.2
Mammut	extinct	2.588	3.2
Anancus_arvernensis	extinct	2.588	3.2
Anancus_arvernensis	extinct	2.588	5.333
Mammuthus	extinct	2.588	3.2
Mammuthus	extinct	2.588	3.2
Anancus_arvernensis	extinct	1.806	2.588
Mammuthus_meridionalis	extinct	1.806	2.588
Anancus_arvernensis	extinct	1.806	2.588
Mammuthus_meridionalis	extinct	1.806	2.588
Mammuthus_trogontherii	extinct	0.126	0.781
Palaeoloxodon_antiquus	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Gomphotherium_obscurum	extinct	13.82	15.97
Anancus_arvernensis	extinct	0.126	0.781
Mammuthus_meridionalis	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Mammuthus_meridionalis	extinct	0.781	2.588
Mammuthus_trogontherii	extinct	0.781	2.588
Elephantidae	extinct	0.126	0.781
Elephantidae	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Palaeoloxodon_antiquus	extinct	0.0117	2.588
Mammuthus_trogontherii	extinct	0.126	0.781
Palaeoloxodon_antiquus	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.0117	2.588
Mammuthus_meridionalis	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Palaeoloxodon_antiquus	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Mammuthus_trogontherii	extinct	0.126	0.781
Elephantidae	extinct	0.126	0.781
Elephas	extinct	0.126	0.781
Mammuthus_meridionalis	extinct	0.781	2.588
Proboscidea	extinct	0.781	2.588
Zygolophodon	extinct	4.2	4.9
Zygolophodon	extinct	3.2	4.9
Anancus_arvernensis	extinct	3.2	4.2
Anancus_arvernensis	extinct	3.2	4.2
Anancus_arvernensis	extinct	3.2	4.2
Anancus_arvernensis	extinct	3.2	4.2
Anancus_arvernensis	extinct	3.2	4.2
Zygolophodon	extinct	3.2	4.2
Anancus_arvernensis	extinct	2.588	4.2
Gomphotherium_angustidens	extinct	13.65	15.97
Prodeinotherium_bavaricum	extinct	13.65	15.97
Proboscidea	extinct	13.65	15.97
Tetrabelodon_angustidens	extinct	1.806	2.588
Stegodon	extinct	0.126	0.781
Elephas	extinct	0.126	0.781
Prodeinotherium	extinct	11.1	13.65
Gomphotherium	extinct	11.1	13.65
Tetralophodon	extinct	11.1	13.65
Anancus	extinct	2.588	5.333
Stegodon	extinct	2.588	5.333
Stegodon	extinct	2.588	5.333
Stegolophodon	extinct	2.588	5.333
Elephas	extinct	2.588	5.333
Elephas	extinct	2.588	5.333
Stegodon	extinct	2.588	5.333
Stegodon	extinct	2.588	5.333
Stegodon	extinct	2.588	5.333
Stegodon	extinct	2.588	5.333
Stegodon	extinct	2.588	5.333
Elephas	extinct	2.588	5.333
Elephas	extinct	2.588	5.333
Loxodonta	extinct	0.126	0.781
Anancus_kenyensis	extinct	5.333	11.608
Loxodonta	extinct	5.333	11.608
Prodeinotherium_hobleyi	extinct	15.97	20.44
Gomphotheriidae	extinct	15.97	20.44
Mammuthus	extinct	0.781	1.806
Elephas	extinct	0.781	2.588
Mammutidae	extinct	0.0117	5.333
Mammut_americanum	extinct	5.333	23.03
Mammuthus_meridionalis	extinct	0.0117	5.333
Palaeoloxodon_antiquus	extinct	0.126	0.781
Stegodon	extinct	2.588	3.6
