Species	Status	min_age	max_age
Mammut_americanum	extinct	0.0117	0.126
Mammut_americanum	extinct	0.0117	0.126
Mammuthus_columbi	extinct	0.0117	0.126
Mammuthus_columbi	extinct	0.0117	0.126
Mammuthus_columbi	extinct	0.0117	0.126
Mammut_americanum	extinct	0.0117	0.126
Mammuthus	extinct	0.0117	0.126
Proboscidea	extinct	0.012	0.3
Mammut_americanum	extinct	0.0117	0.126
Mammuthus_primigenius	extinct	0.0117	0.126
Mammuthus	extinct	0.0117	0.126
Mammuthus	extinct	0.0117	0.126
Mammuthus	extinct	0.0117	0.126
Proboscidea	extinct	0.0117	0.126
Mammuthus	extinct	0.0117	0.126
Mammut_americanum	extinct	0.0117	0.126
Mammuthus_columbi	extinct	0.0117	0.126
Mammut_americanum	extinct	0.0117	0.126
Mammuthus	extinct	0.0117	0.126
Mammuthus	extinct	0.0117	0.126
Mammuthus_columbi	extinct	0.0117	0.126
Mammuthus	extinct	0.0117	0.126
Mammuthus	extinct	0.0117	0.126
Mammut_americanum	extinct	0.0117	0.126
Proboscidea	extinct	0.0117	0.126
Mammuthus	extinct	0.0117	0.126
Mammut_americanum	extinct	0.0117	0.126
Deinotherium_bozasi	extinct	0.781	1.806
Primelephas_korotorensis	extinct	2.588	7.246
Stegotetrabelodon_orbus	extinct	2.588	7.246
Deinotherium	extinct	2.588	7.246
Gomphotheriidae	extinct	2.588	7.246
Loxodonta	extinct	2.588	3.6
Elephas	extinct	3.6	5.333
Loxodonta	extinct	3.6	5.333
Anancus	extinct	3.6	5.333
Deinotherium_bozasi	extinct	3.6	5.333
Elephas	extinct	3.6	5.333
Loxodonta	extinct	3.6	5.333
Anancus	extinct	3.6	5.333
Choerolophodon	extinct	11.62	13.82
Gomphotheriidae	extinct	11.62	13.82
Palaeoloxodon_recki	extinct	0.781	1.806
Deinotherium_bozasi	extinct	1.806	2.588
Elephantidae	extinct	1.806	2.588
Elephantidae	extinct	1.806	2.588
Loxodonta_africana	extant	0	0.0117
Loxodonta_africana	extant	0	0.0117
Deinotherium_bozasi	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	2.588	3.6
Deinotherium_bozasi	extinct	2.588	3.6
Elephas	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Mammuthus	extinct	2.588	3.6
Deinotherium_bozasi	extinct	2.588	3.6
Elephas	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Mammuthus	extinct	2.588	3.6
Prodeinotherium_hobleyi	extinct	11.608	23.03
Gomphotherium	extinct	11.608	23.03
Elephas	extinct	0	2.588
Loxodonta_africana	extant	0	0.0117
Loxodonta_africana	extant	0.0117	0.781
Palaeoloxodon_recki	extinct	0	0.0117
Palaeoloxodon_recki	extinct	0.781	1.806
Loxodonta_africana	extant	0	0.0117
Loxodonta_africana	extant	0.0117	2.588
Loxodonta	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	0.781	1.806
Deinotheriidae	extinct	0.781	2.588
Palaeoloxodon_recki	extinct	0.0117	2.588
Palaeoloxodon_recki	extinct	0.781	1.806
Elephas	extinct	2.588	5.333
Palaeoloxodon_recki	extinct	0.781	1.806
Protanancus	extinct	11.62	13.82
Protanancus	extinct	11.62	13.82
Palaeoloxodon_recki	extinct	0	5.333
Palaeoloxodon_recki	extinct	0.0117	5.333
Elephantidae	extinct	0.0117	23.03
Palaeoloxodon_recki	extinct	0.0117	5.333
Anancus	extinct	0.0117	5.333
Mammuthus	extinct	0.0117	5.333
Elephas	extinct	0.0117	5.333
Gomphotheriidae	extinct	0.0117	5.333
Anancus	extinct	0.0117	23.03
Mammuthus	extinct	0.0117	23.03
Palaeoloxodon_recki	extinct	0.0117	23.03
Deinotherium_bozasi	extinct	0.0117	23.03
Palaeoloxodon_recki	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	3.6	5.333
Anancus_kenyensis	extinct	3.6	5.333
Primelephas_korotorensis	extinct	3.6	11.62
Palaeoloxodon_recki	extinct	0	2.588
Tetralophodon	extinct	7.246	13.82
Primelephas_korotorensis	extinct	3.6	11.62
Stegotetrabelodon_orbus	extinct	3.6	11.62
Anancus_kenyensis	extinct	3.6	11.62
Stegodon	extinct	3.6	11.62
Gomphotheriidae	extinct	3.6	11.62
Stegodon_kaisensis	extinct	3.6	11.62
Anancus_kenyensis	extinct	3.6	11.62
Stegotetrabelodon_orbus	extinct	3.6	11.62
Stegodibelodon_schneideri	extinct	3.6	11.62
Palaeoloxodon_recki	extinct	0	2.588
Palaeoloxodon_recki	extinct	0.0117	5.333
Deinotherium_bozasi	extinct	0.0117	5.333
Mammuthus	extinct	3.6	5.333
Palaeoloxodon_recki	extinct	3.6	5.333
Anancus	extinct	3.6	5.333
Loxodonta	extinct	3.6	5.333
Mammuthus	extinct	3.6	5.333
Palaeoloxodon_recki	extinct	0	2.588
Palaeoloxodon_recki	extinct	0.0117	5.333
Mammuthus	extinct	0.0117	5.333
Primelephas_korotorensis	extinct	3.6	11.62
Stegotetrabelodon_orbus	extinct	3.6	11.62
Anancus_kenyensis	extinct	3.6	11.62
Mammuthus	extinct	3.6	11.62
Loxodonta_africana	extant	0	2.588
Palaeoloxodon_recki	extinct	0.0117	5.333
Loxodonta	extinct	2.588	23.03
Stegodon	extinct	2.588	23.03
Stegolophodon	extinct	2.588	23.03
Mammuthus	extinct	3.6	5.333
Mammuthus	extinct	3.6	5.333
Anancus	extinct	3.6	5.333
Anancus	extinct	2.588	23.03
Mammuthus	extinct	2.588	23.03
Mammuthus	extinct	2.588	23.03
Gomphotheriidae	extinct	2.588	23.03
Deinotherium_bozasi	extinct	2.588	5.333
Anancus_kenyensis	extinct	2.588	5.333
Elephas	extinct	2.588	11.62
Loxodonta	extinct	2.588	11.62
Stegotetrabelodon_orbus	extinct	2.588	11.62
Deinotherium	extinct	2.588	11.62
Gomphotheriidae	extinct	2.588	11.62
Stegotetrabelodon_orbus	extinct	2.588	11.62
Anancinae	extinct	2.588	11.62
Anancus_kenyensis	extinct	2.588	11.608
Stegotetrabelodon_orbus	extinct	2.588	11.608
Primelephas_korotorensis	extinct	2.588	11.608
Elephantidae	extinct	2.588	11.608
Deinotherium_bozasi	extinct	2.588	11.608
Anancus	extinct	0.0117	3.6
Deinotherium_bozasi	extinct	0.781	7.246
Loxodonta	extinct	0.781	7.246
Primelephas_korotorensis	extinct	0.781	7.246
Loxodonta	extinct	0.781	7.246
Palaeoloxodon_recki	extinct	0.781	7.246
Anancus_kenyensis	extinct	0.781	7.246
Deinotherium_bozasi	extinct	0.0117	2.588
Palaeoloxodon_recki	extinct	0.0117	2.588
Deinotherium_bozasi	extinct	0.781	5.333
Palaeoloxodon_recki	extinct	0.781	5.333
Deinotherium_bozasi	extinct	0.0117	2.588
Palaeoloxodon_recki	extinct	0.0117	2.588
Elephas	extinct	0.0117	2.588
Deinotherium	extinct	13.82	15.97
Proboscidea	extinct	13.82	15.97
Protanancus	extinct	13.82	15.97
Primelephas_korotorensis	extinct	5.333	7.246
Stegotetrabelodon_orbus	extinct	5.333	7.246
Loxodonta	extinct	5.333	7.246
Deinotheriidae	extinct	5.333	7.246
Anancus_kenyensis	extinct	5.333	7.246
Anancus	extinct	5.333	7.246
Primelephas	extinct	5.333	7.246
Stegotetrabelodon	extinct	5.333	7.246
Loxodonta	extinct	0.0117	2.588
Deinotherium_bozasi	extinct	3.6	5.333
Primelephas_korotorensis	extinct	3.6	5.333
Anancus_kenyensis	extinct	3.6	5.333
Deinotherium_bozasi	extinct	3.6	5.333
Primelephas_korotorensis	extinct	3.6	5.333
Anancus_kenyensis	extinct	3.6	5.333
Proboscidea	extinct	11.62	13.82
Gomphotheriidae	extinct	11.62	13.82
Gomphotheriidae	extinct	11.62	13.82
Prodeinotherium_hobleyi	extinct	11.62	15.97
Zygolophodon	extinct	11.62	15.97
Afrochoerodon_kisumuensis	extinct	11.62	15.97
Anancus_kenyensis	extinct	5.333	11.62
Stegotetrabelodon	extinct	5.333	11.62
Deinotherium	extinct	5.333	7.246
Anancus	extinct	5.333	7.246
Primelephas	extinct	5.333	7.246
Stegotetrabelodon	extinct	5.333	7.246
Deinotherium_bozasi	extinct	2.588	5.333
Loxodonta	extinct	2.588	5.333
Palaeoloxodon_recki	extinct	2.588	5.333
Deinotherium_bozasi	extinct	0.0117	5.333
Elephas	extinct	0.0117	5.333
Loxodonta	extinct	0.0117	5.333
Mammuthus	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	0.0117	5.333
Loxodonta	extinct	0.0117	5.333
Anancus_kenyensis	extinct	0.0117	5.333
Loxodonta	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	0.0117	5.333
Mammuthus	extinct	2.588	5.333
Anancus_kenyensis	extinct	2.588	5.333
Loxodonta	extinct	2.588	5.333
Palaeoloxodon_recki	extinct	0.781	1.806
Elephantidae	extinct	3.6	5.333
Deinotherium_bozasi	extinct	3.6	5.333
Elephas	extinct	3.6	5.333
Loxodonta	extinct	2.588	23.03
Stegotetrabelodon	extinct	2.588	23.03
Palaeoloxodon_recki	extinct	0.0117	2.588
Palaeoloxodon_recki	extinct	0.0117	2.588
Palaeoloxodon_recki	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	0.0117	2.588
Palaeoloxodon_recki	extinct	0.0117	2.588
Palaeoloxodon_recki	extinct	0.0117	2.588
Loxodonta	extinct	0.0117	2.588
Palaeoloxodon_recki	extinct	0.781	2.588
Palaeoloxodon_recki	extinct	0.781	2.588
Palaeoloxodon_recki	extinct	0.781	2.588
Elephas	extinct	0.781	2.588
Palaeoloxodon_recki	extinct	0.781	2.588
Palaeoloxodon_recki	extinct	0.781	2.588
Palaeoloxodon_recki	extinct	0.781	1.806
Loxodonta	extinct	2.588	5.333
Stegodon_kaisensis	extinct	2.588	5.333
Loxodonta	extinct	2.588	5.333
Palaeoloxodon_recki	extinct	0.781	2.588
Palaeoloxodon_recki	extinct	0.781	2.588
Palaeoloxodon_recki	extinct	0.0117	2.588
Palaeoloxodon_recki	extinct	0.781	2.588
Loxodonta	extinct	2.588	5.333
Palaeoloxodon_recki	extinct	2.588	5.333
Deinotherium	extinct	0.0117	5.333
Deinotherium	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	0.781	2.588
Palaeoloxodon_recki	extinct	0.781	2.588
Palaeoloxodon_recki	extinct	0.0117	2.588
Palaeoloxodon_recki	extinct	0.781	2.588
Loxodonta	extinct	0.781	1.806
Mammut	extinct	5.333	7.246
Palaeoloxodon_recki	extinct	1.806	2.588
Deinotherium_bozasi	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Deinotherium_bozasi	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	0.781	2.588
Palaeoloxodon_recki	extinct	0.781	1.806
Palaeoloxodon_recki	extinct	0.781	1.806
Palaeoloxodon_recki	extinct	0.781	1.806
Stegomastodon_waringi	extinct	0.0117	2.588
Palaeoloxodon_antiquus	extinct	0.0117	2.588
Mammuthus_trogontherii	extinct	0.0117	2.588
Cuvieronius	extinct	0.0117	2.588
Deinotherium	extinct	11.62	13.82
Loxodonta	extinct	0	2.588
Loxodonta_africana	extant	0	0.0117
Loxodonta_africana	extant	0.0117	2.588
Loxodonta_africana	extant	0	0.0117
Loxodonta_africana	extant	0	2.588
Loxodonta_africana	extant	0	2.588
Loxodonta_africana	extant	0	2.588
Loxodonta_africana	extant	0	2.588
Loxodonta_africana	extant	0.0117	2.588
Primelephas_korotorensis	extinct	2.588	11.62
Elephantidae	extinct	0.0117	0.781
Elephantidae	extinct	0.0117	0.781
Deinotherium_bozasi	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Deinotherium_bozasi	extinct	1.806	2.588
Loxodonta	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Elephantidae	extinct	1.806	2.588
Loxodonta	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Loxodonta	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	0.781	3.6
Loxodonta	extinct	0.781	3.6
Deinotherium_bozasi	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Deinotherium_bozasi	extinct	0.781	1.806
Deinotherium_bozasi	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Prodeinotherium_hobleyi	extinct	11.62	13.82
Prodeinotherium_hobleyi	extinct	11.62	13.82
Protanancus	extinct	11.62	13.82
Choerolophodon	extinct	11.62	13.82
Gomphotheriidae	extinct	11.62	13.82
Palaeoloxodon_recki	extinct	1.806	2.588
Deinotherium_bozasi	extinct	1.806	3.6
Palaeoloxodon_recki	extinct	1.806	3.6
Deinotherium_bozasi	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	0.781	1.806
Palaeoloxodon_recki	extinct	0.781	2.588
Deinotherium_bozasi	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Deinotherium_bozasi	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Deinotherium_bozasi	extinct	0.781	3.6
Elephas	extinct	0.781	3.6
Elephas	extinct	0.781	3.6
Palaeoloxodon_recki	extinct	0.781	1.806
Deinotherium_bozasi	extinct	0.781	3.6
Palaeoloxodon_recki	extinct	0.781	3.6
Palaeoloxodon_recki	extinct	0.781	3.6
Palaeoloxodon_recki	extinct	0.781	3.6
Deinotherium_bozasi	extinct	1.806	2.588
Deinotherium_bozasi	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Loxodonta	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	0.781	1.806
Deinotherium_bozasi	extinct	2.588	3.6
Deinotherium_bozasi	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Deinotherium_bozasi	extinct	1.806	2.588
Deinotherium_bozasi	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Deinotherium_bozasi	extinct	0.781	3.6
Deinotherium_bozasi	extinct	1.806	2.588
Deinotherium_bozasi	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Deinotherium_bozasi	extinct	0.781	3.6
Deinotherium_bozasi	extinct	0.781	3.6
Palaeoloxodon_recki	extinct	0.781	3.6
Palaeoloxodon_recki	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Deinotherium_bozasi	extinct	1.806	2.588
Deinotherium_bozasi	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	2.588	3.6
Deinotherium_bozasi	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	1.806	2.588
Deinotherium_bozasi	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Deinotherium_bozasi	extinct	0.781	5.333
Deinotherium_bozasi	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Loxodonta	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Loxodonta	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	0.781	3.6
Palaeoloxodon_recki	extinct	0.781	3.6
Palaeoloxodon_recki	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Loxodonta	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	2.588	5.333
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Deinotheriidae	extinct	1.806	2.588
Deinotheriidae	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Deinotheriidae	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Elephantidae	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	3.6	5.333
Loxodonta	extinct	3.6	5.333
Palaeoloxodon_recki	extinct	1.806	2.588
Loxodonta	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Elephas	extinct	2.588	5.333
Elephas	extinct	2.588	5.333
Elephas	extinct	2.588	5.333
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Deinotherium_bozasi	extinct	2.588	3.6
Elephas	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Elephas	extinct	2.588	3.6
Mammuthus	extinct	2.588	3.6
Deinotherium_bozasi	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Deinotherium_bozasi	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	0.781	5.333
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Deinotherium_bozasi	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Deinotherium_bozasi	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Deinotherium_bozasi	extinct	1.806	2.588
Loxodonta	extinct	1.806	2.588
Loxodonta	extinct	1.806	2.588
Loxodonta	extinct	2.588	3.6
Deinotherium_bozasi	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	1.806	2.588
Elephas	extinct	0.781	2.588
Elephas	extinct	0.0117	2.588
Loxodonta	extinct	2.588	5.333
Deinotherium_bozasi	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Loxodonta	extinct	2.588	3.6
Elephas	extinct	0.781	1.806
Palaeoloxodon_recki	extinct	0.0117	2.588
Elephas	extinct	0.0117	2.588
Palaeoloxodon_recki	extinct	0.0117	2.588
Elephas	extinct	0.0117	2.588
Elephas	extinct	0.0117	2.588
Palaeoloxodon_recki	extinct	0.0117	2.588
Loxodonta_africana	extant	0	2.588
Loxodonta_africana	extant	0	0.0117
Palaeoloxodon_recki	extinct	0.781	1.806
Palaeoloxodon_recki	extinct	0.781	1.806
Loxodonta_africana	extant	0.0117	2.588
Loxodonta_africana	extant	0	0.0117
Loxodonta_africana	extant	0	2.588
Elephantidae	extinct	0.0117	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	0.781	1.806
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	0.781	5.333
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Loxodonta	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Loxodonta	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	1.806	2.588
Palaeoloxodon_recki	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	2.588	3.6
Palaeoloxodon_recki	extinct	1.806	2.588
Primelephas_korotorensis	extinct	5.333	23.03
Anancus_kenyensis	extinct	5.333	23.03
Loxodonta	extinct	2.588	5.333
Loxodonta	extinct	2.588	5.333
Loxodonta	extinct	2.588	5.333
Anancus	extinct	2.588	5.333
Anancus	extinct	2.588	5.333
Anancus	extinct	2.588	5.333
Loxodonta	extinct	2.588	5.333
Anancus	extinct	2.588	5.333
Stegotetrabelodon	extinct	2.588	23.03
Primelephas_korotorensis	extinct	2.588	23.03
Anancus_kenyensis	extinct	2.588	23.03
Primelephas_korotorensis	extinct	2.588	23.03
Primelephas_korotorensis	extinct	2.588	23.03
Anancus_kenyensis	extinct	2.588	23.03
Stegodon	extinct	0	2.588
Prodeinotherium_hobleyi	extinct	11.62	13.82
Prodeinotherium_hobleyi	extinct	11.62	13.82
Prodeinotherium_hobleyi	extinct	11.62	13.82
Gomphotheriidae	extinct	11.62	13.82
Loxodonta_africana	extant	0	2.588
Prodeinotherium_hobleyi	extinct	11.62	13.82
Prodeinotherium_hobleyi	extinct	13.82	15.97
Stegodon_kaisensis	extinct	0.0117	5.333
Loxodonta_africana	extant	0	2.588
Stegodon_kaisensis	extinct	0.0117	5.333
Loxodonta	extinct	3.6	5.333
Mammuthus	extinct	3.6	5.333
Palaeoloxodon_recki	extinct	3.6	5.333
Mammuthus	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	0	2.588
Anancus	extinct	3.6	5.333
Loxodonta	extinct	3.6	5.333
Anancus	extinct	3.6	5.333
Stegotetrabelodon_orbus	extinct	3.6	11.62
Stegodon_kaisensis	extinct	3.6	11.62
Primelephas_korotorensis	extinct	3.6	11.62
Anancus_kenyensis	extinct	3.6	11.62
Mammuthus	extinct	3.6	11.62
Anancus_kenyensis	extinct	3.6	11.62
Anancus_kenyensis	extinct	3.6	11.62
Palaeoloxodon_recki	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	0	2.588
Palaeoloxodon_recki	extinct	0	2.588
Loxodonta	extinct	2.588	23.03
Palaeoloxodon_recki	extinct	0	2.588
Anancus_kenyensis	extinct	3.6	5.333
Loxodonta	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	0.0117	5.333
Palaeoloxodon_recki	extinct	0.0117	5.333
Anancus	extinct	2.588	23.03
Mammuthus	extinct	0.0117	23.03
Elephas	extinct	2.588	5.333
Loxodonta	extinct	2.588	5.333
Stegotetrabelodon_orbus	extinct	2.588	11.62
Elephas	extinct	0.0117	3.6
Loxodonta	extinct	0.0117	3.6
Deinotherium_bozasi	extinct	2.588	5.333
Stegodon_kaisensis	extinct	2.588	5.333
Stegodon_kaisensis	extinct	2.588	5.333
Loxodonta	extinct	2.588	5.333
Stegodon_kaisensis	extinct	2.588	5.333
