"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1290556","occ","","","122195","Miotingis cantalensis","species","326227","Messinian","","7.246","5.333","55965"
"1290557","occ","","","144529","Tinginae","subfamily","71814","Priabonian","","38","33.9","55965"
"1290558","occ","","","105428","Liassocicada mueckei","species","262780","Early Toarcian","","183","182","55968"
"1290562","occ","","","172274","Lethocerus turgaicus","species","326235","Aquitanian","Burdigalian","23.03","15.97","47775"
"1290563","occ","","","122194","Belostomatidae","family","71382","Messinian","","7.246","5.333","55969"
"1290564","occ","","","114010","Belostomatidae","family","71382","Vallesian","","11.608","8.7","55969"
"1290565","occ","","","152603","Belostomatinae","subfamily","196254","Early Tithonian","","150.8","145","55969"
"1290567","occ","","","172276","Stygeonepa foersteri","species","326237","Early Tithonian","","150.8","145","47775"
"1290568","occ","","","123985","Pelonecta solnhofeni","species","275434","Early Tithonian","","150.8","145","47775"
"1290569","occ","","","123985","Nepoidea","superfamily","202342","Early Tithonian","","150.8","145","47775"
"1290571","occ","","","123307","Propoissonia beskonakensis","species","326243","Aquitanian","","23.03","20.44","55969"
"1290572","occ","","","122553","Araripebelostomum martinsnetoi","species","326245","Late Aptian","","122.46","112.03","55969"
"1290573","occ","","","114117","Belostomatidae","family","71382","Late Oligocene","","28.4","23.03","55969"
"1290574","occ","","","119816","Belostomatidae","family","71382","Tiffanian","","61.7","56.8","55970"
"1290578","occ","","","119816","Cercopidae","family","190116","Tiffanian","","61.7","56.8","55970"
"1290579","occ","","","119816","Cixiidae","family","176536","Tiffanian","","61.7","56.8","55970"
"1290580","occ","","","119816","Pentatomidae","family","71388","Tiffanian","","61.7","56.8","55970"
"1290588","occ","","","123307","Naucoridae","family","183684","Aquitanian","","23.03","20.44","55969"
"1290589","occ","","","122194","Naucoroidea","superfamily","220190","Messinian","","7.246","5.333","55969"
"1290590","occ","","","157197","Notonecta cantalensis","species","326251","Gelasian","","2.588","1.806","55969"
"1290591","occ","","","123307","Notonecta","genus","206841","Aquitanian","","23.03","20.44","55969"
"1290592","occ","","","123307","Anisops beskonakensis","species","326253","Aquitanian","","23.03","20.44","55969"
"1290593","occ","","","122194","Anisops privasensis","species","326254","Messinian","","7.246","5.333","55969"
"1290594","occ","","","114009","Anisops","genus","279572","Chattian","","28.1","23.03","55969"
"1290595","occ","","","114009","Notonectidae","family","71385","Chattian","","28.1","23.03","55969"
"1290596","occ","","","113989","Notonectidae","family","71385","Late Oligocene","","28.4","23.03","55969"
"1290597","occ","","","122195","Corixinae","subfamily","259469","Messinian","","7.246","5.333","55971"
"1290598","occ","","","122194","Corixinae","subfamily","259469","Messinian","","7.246","5.333","55971"
"1290599","occ","","","123307","Corixinae","subfamily","259469","Aquitanian","","23.03","20.44","55971"
"1290600","occ","","","122194","Corixidae","family","71802","Messinian","","7.246","5.333","55971"
"1290601","occ","","","122501","Protobacillometra oligocenica","species","297083","Chattian","","28.1","23.03","55973"
"1290605","occ","","","149289","Corixidae","family","71802","Orellan","","33.9","33.3","55974"
"1290606","occ","","","149289","Heteroptera","suborder","70516","Orellan","","33.9","33.3","55974"
"1290607","occ","","","149289","Homoptera","suborder","70506","Orellan","","33.9","33.3","55974"
"1291831","occ","","","155010","Karataviella","genus","193444","Aptian","","125","113","56021"
"1291846","occ","","","172387","Notonecta xyphiale","species","206840","Aptian","","125","113","56022"
"1291847","occ","","","172389","Kratosopsylla uncipoda","species","326501","Aptian","","125","113","56022"
"1292397","occ","","","125510","Cratocoris shevchenkoae","species","326678","Late Aptian","","122.46","112.03","56052"
"1292595","occ","","","138671","Gyaclavator kohlsi","species","326761","Bridgerian","","50.3","46.2","56079"
"1292596","occ","","","138990","Gyaclavator kohlsi","species","326761","Bridgerian","","50.3","46.2","56079"
"1292597","occ","","","153998","Gyaclavator kohlsi","species","326761","Bridgerian","","50.3","46.2","56079"
"1292840","occ","","","172679","Mindarella biamoensis","species","296851","Priabonian","","38","33.9","51561"
"1292841","occ","","","172679","Schizoneurites zherichini","species","296852","Priabonian","","38","33.9","51561"
"1292842","occ","","","172679","Bolshayanoecia rasnitsyni","species","296849","Priabonian","","38","33.9","51561"
"1292843","occ","","","172678","Biamoaphis antiqua","species","296850","Priabonian","","38","33.9","51561"
"1292844","occ","","","172678","Bolshayanoecia rasnitsyni","species","296849","Priabonian","","38","33.9","51561"
"1293218","occ","","","114694","Martynovocossus zemcuznicovi","species","286373","Toarcian","","182.7","174.1","56104"
"1293221","occ","","","50344","Pentatomidae","family","71388","Rupelian","","33.9","28.1","56107"
"1293237","occ","","","172761","Pterodictya ephemera","species","326911","Turolian","","8.7","5.333","56112"
"1293250","occ","","","172764","Anisops deichmuelleri","species","279569","MP 30","","28.4","23.03","56115"
"1293297","occ","","","123419","Hoffeinsoria robusta","species","326976","Priabonian","","38","33.9","56138"
"1293358","occ","","","154204","Mesocixius parvus","species","286369","Norian","","228","208.5","56151"
"1293359","occ","","","162403","Mesocixius parvus","species","286369","Norian","","228","208.5","56151"
"1293360","occ","","","162404","Mesocixius parvus","species","286369","Norian","","228","208.5","56151"
"1293361","occ","","","162402","Carsburgia knezouri","species","327035","Norian","","228","208.5","56151"
"1293362","occ","","","154205","Carsburgia knezouri","species","327035","Norian","","228","208.5","56151"
"1293363","occ","","","154204","Dysmorphoptiloides elongata","species","286368","Norian","","228","208.5","56151"
"1293364","occ","","","162403","Dysmorphoptiloides elongata","species","286368","Norian","","228","208.5","56151"
"1293365","occ","","","172769","Dysmorphoptiloides elongata","species","286368","Norian","","228","208.5","56151"
"1293366","occ","","","172770","Dysmorphoptiloides elongata","species","286368","Norian","","228","208.5","56151"
"1293367","occ","","","156521","Dysmorphoptiloides elongata","species","286368","Norian","","228","208.5","56151"
"1293368","occ","","","172771","Dysmorphoptiloides elongata","species","286368","Norian","","228","208.5","56151"
"1293369","occ","","","154203","Dysmorphoptiloides ellisi","species","327036","Anisian","","247.2","242","56151"
"1293370","occ","","","162403","Tennentsia princeps","species","327037","Norian","","228","208.5","56151"
"1293371","occ","","","154204","Tennentsia princeps","species","327037","Norian","","228","208.5","56151"
"1293372","occ","","","172772","Heterochterus timmsii","species","295710","Norian","","228","208.5","56151"
"1293373","occ","","","172773","Tennentsia princeps","species","327037","Norian","","228","208.5","56151"
"1293374","occ","","","154203","Tennentsia evansi","species","327038","Anisian","","247.2","242","56151"
"1296748","occ","","","108769","Alavametra popovi","species","327600","Early Albian","","112.03","109","56224"
"1297515","occ","","","173065","Allocercopis","genus","328118","Paleocene","","66","56","56262"
"1297525","occ","","","173071","Allocercopis punctatis","species","328119","Paleocene","","66","56","56262"
"1297701","occ","","","173104","Lepidoscytina miaobaoensis","species","328136","Toarcian","","182.7","174.1","56263"
"1297703","occ","","","173108","Mesolygaeus naevius","species","270039","Aptian","","125","113","56263"
"1297704","occ","","","173108","Mesolygaeus laiyangensis","species","237758","Aptian","","125","113","56263"
"1297705","occ","","","173109","Mesolygaeus laiyangensis","species","237758","Aptian","","125","113","56263"
"1297706","occ","","","173110","Oligacanchus damiaoense","species","328138","Aptian","","125","113","56263"
"1297707","occ","","","173110","Notonecta xyphiale","species","206840","Aptian","","125","113","56263"
"1297826","occ","","","122871","Prosbole hirsuta","species","198599","Roadian","","272.3","268.8","56277"
"1297827","occ","","","173159","Pereboria bella","species","286339","Guadalupian","","272.3","259.9","56277"
"1298936","occ","","","138696","Tettigonia maculata","species","328683","MP 30","","28.4","23.03","56369"
"1298943","occ","","","173355","Aneurus incertus","species","328808","MP 11","","48.6","40.4","56446"
"1298944","occ","","","166830","Mezira petrificata","species","328809","MP 11","","48.6","40.4","56446"
"1298945","occ","","","68475","Mezira parapetrificata","species","328810","MP 11","","48.6","40.4","56446"
"1298946","occ","","","153473","Mezira eocenica","species","267924","MP 11","","48.6","40.4","56446"
"1298947","occ","","","173356","Mezira petrificata","species","328809","MP 11","","48.6","40.4","56446"
"1298948","occ","","","113893","Aradus andancensis","species","328811","Turolian","","8.7","5.333","56447"
"1298949","occ","","","123850","Calisius balticus","species","280396","MP 7","","55.8","48.6","56447"
"1300537","occ","","","173645","Yueaphis fushunensis","species","306161","Early Eocene","","55.8","48.6","56599"
"1300995","occ","","","173727","Scytoneurella","genus","283588","Kungurian","","279.3","272.3","56634"
"1302488","occ","","","132646","Fulgoridulum","genus","227508","Early Toarcian","","183","182","56798"
"1302492","occ","","","132646","Archegocimicidae","family","181221","Early Toarcian","","183","182","56798"
"1303208","occ","","","174229","Hemiptera","order","94230","Late Pleistocene","","0.126","0.0117","56873"
"1304019","occ","","","103637","Euroscytina lutevanorum","species","331274","Kungurian","","279.3","272.3","56908"
"1304020","occ","","","122920","Prosbole dio","species","331275","Kungurian","","279.3","272.3","56908"
"1304021","occ","","","174415","Prosbole garrici","species","331276","Kungurian","","279.3","272.3","56908"
"1304022","occ","","","105045","Pervestigia veteris","species","221431","Kungurian","","279.3","272.3","56908"
"1304023","occ","","","103637","Archescytina","genus","189286","Kungurian","","279.3","272.3","56908"
"1304024","occ","","","122883","Permopsyllidium lesclansis","species","331280","Artinskian","","290.1","279.3","56908"
"1305499","occ","","","123419","Emesopsis putshkovi","species","332306","Priabonian","","38","33.9","57109"
"1305500","occ","","","123419","Emesopsis similis","species","332307","Priabonian","","38","33.9","57109"
"1305695","occ","","","174763","Sehirus carpathiensis","species","332457","Burdigalian","","20.44","15.97","57133"
"1305696","occ","","","174764","Paleofroeschnerius magnus","species","332460","Bartonian","","41.3","38","57135"
"1308865","occ","","","122997","Rovnodicus wojciechowskii","species","333780","Priabonian","","38","33.9","57449"
"1308866","occ","","","110735","Wojciechaphis andrei","species","333782","Priabonian","","38","33.9","57452"
"1308867","occ","","","110735","Mengeaphis glandulosa","species","223390","Priabonian","","38","33.9","57452"
"1308868","occ","","","123215","Wojciechaphis andrei","species","333782","Priabonian","","38","33.9","57452"
"1309016","occ","","","21977","Eucanyra","genus","333903","Early Miocene","","23.03","15.97","57466"
"1309017","occ","","","21977","Oliarus","genus","207981","Early Miocene","","23.03","15.97","57466"
"1309018","occ","","","21977","Oliarus","genus","207981","Early Miocene","","23.03","15.97","57466"
"1309019","occ","","","21977","Cenanges","genus","333904","Early Miocene","","23.03","15.97","57466"
"1309020","occ","","","21977","Cenanges","genus","333904","Early Miocene","","23.03","15.97","57466"
"1310074","occ","","","120813","Psallops eocenicus","species","334397","Priabonian","","38","33.9","57597"
"1310075","occ","","","129227","Psallops bitterfeldi","species","334398","Priabonian","","38","33.9","57597"
"1310077","occ","","","111716","Vescisalignus indecorus","species","334402","Late Barremian","","130","125.45","57599"
"1310078","occ","","","153157","Vescisalignus indecorus","species","334402","Late Barremian","","130","125.45","57599"
