Species	Status
Lygaeus_stabilitus	extinct
Lygaeus_tinctus	extinct
Lygaeus_ventralis	extinct
Lygus_oligocaenica	extinct
Lyncuricallis_polonicus	extinct
Lyristes_emathion	extinct
Lyristes_renei	extinct
Lystra_leei	extinct
Lystra_richardsoni	extinct
Macrocranum_pliozaeni	extinct
Macropsini	extinct
Macropsis_pectoralis	extinct
Macrotettigarcta_obesa	extinct
Maculaprosbole_zhengi	extinct
Madygenopsyllidium_djailautshoense	extinct
Magnacicadia_shaanxiensis	extinct
Magnilens_glaesaria	extinct
Magrebarcta_africana	extinct
Maguviopsis_kotchnevi	extinct
Malacopus_wygodzinskyi	extinct
Malenavelia_videris	extinct
Maleojassus_primitivus	extinct
Malmopsylla_karatavica	extinct
Manaria_minor	extinct
Manocerus_stagnans	extinct
Margarodidae	extinct
Margaroptilon_brodiei	extinct
Margaroptilon_bulleni	extinct
Margaroptilon_cuneatum	extinct
Margaroptilon_detruncatum	extinct
Margaroptilon_formosum	extinct
Margaroptilon_germanicum	extinct
Margaroptilon_paucisinuatum	extinct
Margaroptilon_procerum	extinct
Margaroptilon_woodwardi	extinct
Maripsocus_ambiguus	extinct
Marmyan_barbarae	extinct
Martynovocossus_ancylivenius	extinct
Martynovocossus_bellus	extinct
Martynovocossus_cheni	extinct
Martynovocossus_decorus	extinct
Martynovocossus_punctulosus	extinct
Martynovocossus_strenus	extinct
Martynovocossus_turgaiensis	extinct
Martynovocossus_zemcuznicovi	extinct
Mataeoschistus_limigenus	extinct
Matsucoccidae	extinct
Matsucoccus	extinct
Matsucoccus_apterus	extinct
Matsucoccus_crenata	extinct
Matsucoccus_electrinus	extinct
Matsucoccus_larssoni	extinct
Matsucoccus_pinnatus	extinct
Matsucoccus_saxonicus	extinct
Maueria_intermedia	extinct
Maueria_rhynchota	extinct
Mecocephala	extinct
Mecopodus_xanthos	extinct
Megacercopis_optima	extinct
Megaleurodes_megocellata	extinct
Megalocoris_laticlavus	extinct
Megalomytisites_longitibiales	extinct
Megantennaphis_hauniensis	extinct
Megantennaphis_palaeogenica	extinct
Megapodaphis_frontalis	extinct
Megapodaphis_hauniae	extinct
Megapodaphis_monstrabilis	extinct
Megarostrum_azari	extinct
Megoniella_multinerva	extinct
Megymeninae	extinct
Meimuna	extinct
Meimuna_incasa	extinct
Meimuna_miocenica	extinct
Meimuna_protopalifera	extinct
Membracidae	extinct
Membracites_cristatus	extinct
Membracoidea	extinct
Mengeaphis_glandulosa	extinct
Meropachys_dubius	extinct
Mesaleuropsis_venosa	extinct
Mesanthocoris_brunneus	extinct
Meshemipteron_incertum	extinct
Mesoatracis_reducta	extinct
Mesoccus_advenus	extinct
Mesoccus_lutarius	extinct
Mesocicada_verrucosa	extinct
Mesocicadella_punctata	extinct
Mesocicadella_venosa	extinct
Mesocixiella_fennahi	extinct
Mesocixiella_shaanxiensis	extinct
Mesocixiodes_brachyclada	extinct
Mesocixiodes_termioneura	extinct
Mesocixius_parvus	extinct
Mesocixius_triassicus	extinct
Mesococcus_asiatica	extinct
Mesocorixa_nanligezhuangensis	extinct
Mesocorixa_tenuielythris	extinct
Mesodiphthera_dunstani	extinct
Mesodiphthera_grandis	extinct
Mesodiphthera_prosboloides	extinct
Mesogereon_affine	extinct
Mesogereon_compressum	extinct
Mesogereon_neuropunctatum	extinct
Mesogereon_shepherdi	extinct
Mesogereon_superbum	extinct
Mesohalys_muenzenbergiana	extinct
Mesojablonia_kukalovae	extinct
Mesojassoides_gigantea	extinct
Mesojassula_marginata	extinct
Mesojassus_ipsviciensis	extinct
Mesoledra_pachyneura	extinct
Mesolygaeus	extinct
Mesolygaeus_hebeiensis	extinct
Mesolygaeus_laiyangensis	extinct
Mesolygaeus_naevius	extinct
Mesomphalocoris_obtusus	extinct
Mesonepa_minor	extinct
Mesonepa_primordialis	extinct
Mesopentacoris_costalis	extinct
Mesopentacoris_orientalis	extinct
Mesopyrrhocoris_fasciata	extinct
Mesoscytina_australis	extinct
Mesoscytina_fistulae	extinct
Mesoscytina_magna	extinct
Mesoscytina_woodsi	extinct
Mesosigara_kryshtofovichi	extinct
Mesothymbris_perkinsi	extinct
Mesothymbris_woodwardi	extinct
Mesotrephes_striata	extinct
Mesotubilustrium_asiaticum	extinct
Mesovelia_dominicana	extinct
Mesoveliidae	extinct
Mesozoicaphis_canadensis	extinct
Mesozoicaphis_electri	extinct
Mesozoicaphis_parva	extinct
Mesozoicaphis_tuberculata	extinct
Metacanthus_(Megalomerium)_serratum	extinct
Metafulgoridium_ampliatum	extinct
Metafulgoridium_graptum	extinct
Metafulgoridium_spilotum	extinct
Metoisops_akingbohungbei	extinct
Metoisops_consimilis	extinct
Metoisops_grabenhorsti	extinct
Metoisops_groehni	extinct
Metoisops_intergerivus	extinct
Metoisops_kerzhneri	extinct
Metoisops_punctatodiffusus	extinct
Metoisops_punctatus	extinct
Metoisops_variabilis	extinct
Metrocephala_anderseni	extinct
Metrocephala_schaeferi	extinct
Meuniera_haupti	extinct
Mezira	extinct
Mezira_crassifemur	extinct
Mezira_eckfeldensis	extinct
Mezira_eocenica	extinct
Mezira_parapetrificata	extinct
Mezira_petrificata	extinct
Mezira_scheveni	extinct
Mezira_succinica	extinct
Microaradus_anticus	extinct
Microelectrona_cladara	extinct
Microscytinella_radians	extinct
Microvelia_electra	extinct
Microvelia_grimaldii	extinct
Microvelia_polhemi	extinct
Milqartis_azari	extinct
Mimamontsecia_cretacea	extinct
Mimarachne_mikhailovi	extinct
Mimarachnidae	extinct
Mindarella_biamoensis	extinct
Mindarus_harringtoni	extinct
Mindarus_incrustatus	extinct
Mindarus_magnus	extinct
Mindarus_paratransparens	extinct
Mindarus_parvus	extinct
Mindarus_recurvus	extinct
Mindarus_scudderi	extinct
Mindarus_transparens	extinct
Mindazerius_dominicanus	extinct
Minuta_heteropterata	extinct
Minutabythus_jordanicus	extinct
Minyscapheus_dominicanus	extinct
Minysporops_dominicanus	extinct
Miochlorotettix_gibroni	extinct
Miochlorotettix_kirkbyi	extinct
Miocoris_fagi	extinct
Miogonates	extinct
Miogonates_subimpunctatus	extinct
Miohebrus_anderseni	extinct
Miomesamia_juliae	extinct
Miomonalonion_conoidifrons	extinct
Miotingis_cantalensis	extinct
Miracorizus_punctatus	extinct
Miracossus_ingentius	extinct
Miridae	extinct
Mirinae	extinct
Mirivena_robusta	extinct
Miroculus_laticephalus	extinct
Mitchelloneura_permiana	extinct
Mixocapsus_eocenicus	extinct
Mixorthezia_dominicana	extinct
Mixorthezia_kozari	extinct
Mnaomaia_bellovaciorum	extinct
Mnasthaia_arverniorum	extinct
Mnemosyne	extinct
Mollitrichosiphum_rubusensis	extinct
Mongoaphis_maneta	extinct
Mongoaphis_oblivia	extinct
Mongolocoris_tibialis	extinct
Mongonecta_indistincta	extinct
Monocoris_membranaceus	extinct
Monophlebus_irregularis	extinct
Monophlebus_simplex	extinct
Monstrocoreus_quadrimaculatus	extinct
Montsecocossus_sirerae	extinct
Mortalia_martini	extinct
Mundopoides_cisthenaria	extinct
Mundus_nodosus	extinct
Myangadina_longa	extinct
Myangadina_nana	extinct
Myangadina_tetrops	extinct
Myanmezira_longicornis	extinct
Myiomma_voigti	extinct
Mysidioides_migdisovae	extinct
Nabidae	extinct
Nabis_gracillima	extinct
Nabis_livida	extinct
Nabis_lucida	extinct
Nabis_maculata	extinct
Nabis_vagabunda	extinct
Nablusitypus_wafaai	extinct
Naibia_zherichini	extinct
Naibiidae	extinct
Nastlopia_nigra	extinct
Naucoridae	extinct
Naucoroidea	extinct
Neazonia_immatura	extinct
Neazonia_imprinta	extinct
Neazonia_tripleta	extinct
Necanicarbula_shanwangiana	extinct
Necrochromus_cockerelli	extinct
Necrochromus_labatus	extinct
Necrochromus_saxificus	extinct
Necrocydnus_amyzonus	extinct
Necrocydnus_gosiutensis	extinct
Necrocydnus_revectus	extinct
Necrocydnus_senior	extinct
Necrocydnus_solidatus	extinct
Necrocydnus_stygius	extinct
Necrocydnus_torpens	extinct
Necrocydnus_vulcanius	extinct
Necropsylla_rigida	extinct
Necropsylla_rigidula	extinct
Nectodes_maculatus	extinct
Nectonaucoris_lariversi	extinct
Necygonus_rotundatus	extinct
Neides_oligocenicus	extinct
Neimenggucossus_normalis	extinct
Neocorum_trivenose	extinct
Neomeridium_trifurcum	extinct
Neoproxius_latocanus	extinct
Neopsylloides_turutanovae	extinct
Neoricania_reticulata	extinct
Nepa	extinct
Nepa_monteilsensis	extinct
Nepa_vulcanica	extinct
Nepidae	extinct
Nepidium_stolones	extinct
Nepoidea	extinct
Nepomorpha	extinct
Neponymphes_godoii	extinct
Nerthra_bichelata	extinct
Nettelstedtia_breitkreutzi	extinct
Netutela_annunciator	extinct
Neurobole_ramosa	extinct
Neurocoris_elongatus	extinct
Neurocoris_rotundatus	extinct
Neuroctenus	extinct
Neuroctenus_enspelensis	extinct
Neuroctenus_incompletus	extinct
Neuroctenus_kotejai	extinct
Neuroctenus_messelensis	extinct
Neuropibrocha_paradunstanioides	extinct
Neuropibrocha_ramisubcostalis	extinct
Nevaphis_nevadensis	extinct
Nevicia_imitans	extinct
Newsteadia	extinct
Newsteadia_succini	extinct
Nezara_latitesta	extinct
Nezara_subtropicalis	extinct
Nigrosiphum_scholzae	extinct
Ningchengia_aspera	extinct
Ningchengia_minuta	extinct
Nipponoridium_matsuoi	extinct
Nipponorthezinella	extinct
Niryasaburnia_burmitina	extinct
Nisocercopis_validis	extinct
Nitoculus_regillus	extinct
Nogodina_chiapaneca	extinct
Nogodinidae	extinct
Nonescyta_mala	extinct
Nordaphis_sukatchevae	extinct
Normarkicoccus_cambayae	extinct
Notobitiella_perpetis	extinct
Notobitus_halarus	extinct
Notonecta	extinct
Notonecta_(Paranecta)_unifasciata	extant
Notonecta_cantalensis	extinct
Notonecta_mazzoniae	extinct
Notonecta_primaeva	extinct
Notonecta_vetula	extinct
Notonecta_xyphiale	extinct
Notonectidae	extinct
Notonectites_elterleini	extinct
Notonectopsis_sinica	extinct
Nuuraphis_gemma	extinct
Nyctophylax_vigil	extinct
Nyktalos_uhleri	extinct
Nysius	extinct
Oblongomorpha_lutetia	extinct
Ochyrocoris_electrina	extinct
Odrowazicoris_polonicus	extinct
Oeclidius_browni	extinct
Oeclidius_salaco	extinct
Oeclixius_amphion	extinct
Oisedicus_maginus	extinct
Olgamartynovia_parallela	extinct
Oliarites_terrentula	extinct
Oliarus	extinct
Oliarus_kulickae	extinct
Oliarus_oligocenus	extinct
Oligacanchus_damiaoense	extinct
Oligocallis_debilis	extinct
Oligocallis_hakolampii	extinct
Oligocallis_larssoni	extinct
Oligocallis_saltatorius	extinct
Oligocixia_electrina	extinct
Oligocoris_bidentata	extinct
Oligogypona_haupti	extinct
Oligoidiocerus_pronotumalis	extinct
Oligonila_defectuosa	extinct
Oligonila_foersteri	extinct
Oligopenthimia_ovalis	extinct
Oligosaldina_aquatilis	extinct
Oligosaldina_rhenana	extinct
Oligosaldina_rottensis	extinct
Oncocephalus_astutus	extinct
Oncotympana_lapidescens	extinct
Onokhoia_onokhoiensis	extinct
Ophthalmocoris_liassicus	extinct
Orbitaphis_minor	extinct
Ordralfabetix_sirophatanis	extinct
Orienicydnus_hongi	extinct
Originicorizus_pyriformis	extinct
Ormenis_devinctus	extinct
Ormenis_furcata	extinct
Oropentatoma_epichara	extinct
Orthoprosbole_congesta	extinct
Orthoprosbole_triangularis	extinct
Orthoscytina	extinct
Orthoscytina_belmontensis	extinct
Orthoscytina_dubitata	extinct
Orthoscytina_iljinskiensis	extinct
Orthoscytina_indistincta	extinct
Orthoscytina_irregularis	extinct
Orthoscytina_longifurcata	extinct
Orthoscytina_mitchelli	extinct
Orthoscytina_obliqua	extinct
Orthoscytina_pallida	extinct
Orthoscytina_pincombei	extinct
Orthoscytina_quinquemedia	extinct
Orthoscytina_skoki	extinct
Orthoscytina_sokolovensis	extinct
Orthoscytina_subcostalis	extinct
Orthoscytina_suchovi	extinct
Orthoscytina_surijokovensis	extinct
Orthoscytina_tetraneura	extinct
Orthriocorisa_longipes	extinct
Otroacizzia_prosapia	extinct
Otroacizzia_tertia	extinct
Ovalocoris_parva	extinct
Ovicimex_laiyangensis	extinct
Oviparosiphum_jakovlevi	extinct
Ovojassus_concavifer	extinct
Ovojassus_minor	extinct
Oxyproctus_relictus	extinct
Pachycoridium_letum	extinct
Pachycoris_burmeisteri	extinct
Pachycoris_escheri	extinct
Pachycoris_germari	extinct
Pachycoris_protogaeus	extinct
Pachymeridiidae	extinct
Pachymeridium_dubium	extinct
Pachymerus_antiquus	extinct
Pachymerus_bisignatus	extinct
Pachymerus_coloratus	extinct
Pachymerus_detectus	extinct
Pachymerus_grassei	extinct
Pachymerus_heeri	extinct
Pachymerus_morio	extinct
Pachymerus_oblongus	extinct
Pachymerus_obsoletus	extinct
Pachymerus_petrensis	extinct
Pachymerus_senius	extinct
Pachypsyche_vidali	extinct
Paenicotechys_fossilis	extinct
Paernis_gregorius	extinct
Palaeoaphididae	extinct
Palaeoaphidiella_abdominalis	extinct
Palaeoaphis_archimedia	extinct
Palaeoaphis_armani	extinct
Palaeoaphis_incognita	extinct
Palaeocicadopsis_chinensis	extinct
Palaeocoris_spectabilis	extinct
Palaeocossus_giganteus	extinct
Palaeocossus_jurassicus	extinct
Palaeoforda_tajmyrensis	extinct
Palaeogerris	extinct
Palaeogerris_furensis	extinct
Palaeogerris_grandis	extinct
Palaeogerris_mikkelseni	extinct
Palaeogreenidea_rittae	extinct
Palaeoleptus_burmanicus	extinct
Palaeometra_madseni	extinct
Palaeomyrmex_prodromus	extinct
Palaeonewsteadia_huaniae	extinct
Palaeontina_oolitica	extinct
Palaeontinidae	extinct
Palaeontinodes	extinct
Palaeontinodes_angarensis	extinct
Palaeontinodes_chengdeensis	extinct
Palaeontinodes_daohugouensis	extinct
Palaeontinodes_haifanggouensis	extinct
Palaeontinodes_locellus	extinct
Palaeontinodes_minor	extinct
Palaeontinodes_reshuitangensis	extinct
Palaeontinodes_separatus	extinct
Palaeontinodes_shabarovi	extinct
Palaeontinopsis_arcuatus	extinct
Palaeontinopsis_latipennis	extinct
Palaeontinopsis_liaoxiensis	extinct
Palaeontinopsis_maximus	extinct
Palaeontinopsis_sinensis	extinct
Palaeophlebus_hoffeinorum	extinct
Palaeophlebus_kotejai	extinct
Palaeophyllaphis	extinct
Palaeophyllaphis_brevirostris	extinct
Palaeophyllaphis_incisa	extinct
Palaeophyllaphis_longirostris	extinct
Palaeophyllaphis_spaercki	extinct
Palaeophylloxera_seilacheri	extinct
Palaeoptysma_venosa	extinct
Palaeoscytina_sibirica	extinct
Palaeosiphon_hirsutum	extinct
Palaeosteingelia	extinct
Palaeosteingelia_acrai	extinct
Palaeosteingelia_caudata	extinct
Palaeothelaxes_setosa	extinct
Palaeotupo_danieleae	extinct
Palaeovicia_incerta	extinct
Palaphrodes	extinct
Palaphrodes_cincta	extinct
Palaphrodes_irregularis	extinct
Palaphrodes_obliqua	extinct
Palaphrodes_obscura	extinct
Palaphrodes_transversa	extinct
Palecphora	extinct
Palecphora_communis	extinct
Palecphora_inornata	extinct
Palecphora_maculata	extinct
Palecphora_marvinei	extinct
Palecphora_patefacta	extinct
Palecphora_praevalens	extinct
Paleocader	extinct
Paleocader_avitus	extinct
Paleocader_gusenleitnerorum	extinct
Paleocader_quinquecarinatus	extinct
Paleocader_strictus	extinct
Paleodoris_lattini	extinct
Paleofroeschnerius_magnus	extant
Paleoploiariola_venosa	extinct
Paleopsylloides_anglica	extinct
Paleopsylloides_exhumatus	extinct
Paleopsylloides_oligocaenica	extinct
Paleoscytina_brevistigma	extinct
Pallicoris_firmis	extinct
Palomena_serresi	extinct
Panirena_sukatshevae	extinct
Panirena_tenella	extinct
Panstrongylus_hispaniolae	extinct
Papilioncossus_conchatus	extinct
Papilioncossus_giganteus	extinct
Papilioncossus_pteroideus	extinct
Paracarsonus_aphrodoides	extinct
Paracicadetta_oligocenica	extinct
Paracicadopsis_mendezalzolai	extinct
Paradasynus_venustus	extinct
Paradunstania_affinis	extinct
Parafitopteryx_duarteae	extinct
Parafulgoridium_simplex	extinct
Paraknightia_magnifica	extinct
Paralienates_hyalinus	extinct
Paramesus	extinct
Parapermopsylla_tricubita	extinct
Parapryg_alogus	extinct
Parascenia_weitschati	extinct
Parasinalda_baltica	extinct
Parasinalda_froeschneri	extinct
Parasinalda_groehni	extinct
Paratesum_rasnitsyni	extinct
Paratettigarcta_zealandica	extinct
Parawonnacottella_araripensis	extinct
Parawonnacottella_penneyi	extinct
Parazetekella_eocenica	extinct
Parodarmistus_abscissus	extinct
Parodarmistus_caducus	extinct
Parodarmistus_collisus	extinct
Parodarmistus_defectus	extinct
Parodarmistus_exanimatus	extinct
Parodarmistus_inhibitus	extinct
Paropia_fortivenosa	extinct
Parvaverrucosa_annulata	extinct
Patollo_aestiorum	extinct
Patollo_natangorum	extinct
Patulopes	extinct
Patulopes_myndoides	extinct
Patulopes_setosa	extinct
Pauropentacoris_macrurata	extinct
Pauropsylloides_jurassica	extinct
Pavlostysia_wunderlichi	extinct
Pedicellicoccus_marginatus	extinct
Pelonecta_solnhofeni	extinct
Pelorisca_connectens	extinct
Pemphigus_bursifex	extinct
Penaphis_circa	extinct
Penaphis_nanligezhuangensis	extinct
Penaphis_woollardi	extinct
Pennygullania	extinct
Pennygullania_electrina	extinct
Pentatoma	extinct
Pentatoma_antiquum	extinct
Pentatoma_appendiculatum	extinct
Pentatoma_boettgeri	extinct
Pentatoma_boreale	extinct
Pentatoma_chambonensis	extinct
Pentatoma_fatale	extinct
Pentatoma_kinkelini	extinct
Pentatoma_lividum	extinct
Pentatoma_longiceps	extinct
Pentatoma_magna	extinct
Pentatoma_morloti	extinct
Pentatoma_pictum	extinct
Pentatoma_rigosum	extinct
Pentatoma_schaurothi	extinct
Pentatoma_stigmatum	extinct
Pentatoma_venosum	extinct
Pentatoma_vetustum	extinct
Pentatomidae	extinct
Pentatominae	extinct
Pentatomites_acourti	extinct
Pentatomites_foliarum	extinct
Pentatomites_sibiricus	extinct
Pentatomoidea	extinct
Pentatomoides_atratus	extinct
Pentatomoides_echinodes	extinct
Pereboria_bella	extinct
Peregrinpachymeridium_comitcola	extinct
Perforissus_muiri	extinct
Perissovena_heidiae	extinct
Peritrechus	extinct
Perkunus_sudoviorum	extinct
Permagra_distincta	extinct
Permaleurodes_rotundatum	extinct
Permaphidopsis_sojanensis	extinct
Permelania_permiana	extinct
Permobrachus_dubia	extinct
Permobrachus_magnus	extinct
Permocapitus_globulus	extinct
Permocentrus_trivenulata	extinct
Permocephalus_knighti	extinct
Permocicada	extinct
Permocicada_beipiaoensis	extinct
Permocicada_borealis	extinct
Permocicada_coriacea	extinct
Permocicada_curtipennis	extinct
Permocicada_elliptica	extinct
Permocicada_idelensis	extinct
Permocicada_incompleta	extinct
Permocicada_integra	extinct
Permocicada_kuznetskiensis	extinct
Permocicada_nigrita	extinct
Permocicada_nigronervosa	extinct
Permocicada_perlata	extinct
Permocicada_pusilla	extinct
Permocicada_similis	extinct
Permocicada_simulatrix	extinct
Permocicada_subangustata	extinct
Permocicada_sublata	extinct
Permocicada_subtruncata	extinct
Permocicada_thompsoni	extinct
Permocicada_triramosa	extinct
Permocicada_umbrata	extinct
Permocicadopsis_aberrans	extinct
Permocicadopsis_angustata	extinct
Permocicadopsis_insignis	extinct
Permocicadopsis_letopalensis	extinct
Permocixiella_venosa	extinct
Permocixius_kazanensis	extinct
Permodiphthera_robusta	extinct
Permodiphtheroides_dubitans	extinct
Permododa_membracoides	extinct
Permodunstania_prosboloides	extinct
Permofulgor_belmontensis	extinct
Permoglyphis_belmontensis	extinct
Permojassula_australis	extinct
Permojassus_australis	extinct
Permojassus_dubius	extinct
Permolamproptera_grandis	extinct
Permopibrocha_ramosa	extinct
Permopsylla	extinct
Permopsylla_americana	extinct
Permopsylla_anomala	extinct
Permopsylla_grandis	extinct
Permopsylla_kuznetskiensis	extinct
Permopsylla_melanostigmata	extinct
Permopsylla_minuta	extinct
Permopsylla_permiana	extinct
Permopsyllidium_affine	extinct
Permopsyllidium_australense	extinct
Permopsyllidium_evansi	extinct
Permopsyllidium_lesclansis	extinct
Permopsyllidium_mitchelli	extinct
Permopsyllidium_quadrimediatum	extinct
Permopsyllidium_scytinopteroides	extinct
Permopsyllidium_stanleyi	extinct
Permopsyllopsis_rossica	extinct
Permoscarta_mitchelli	extinct
Permothrips_longipennis	extinct
Permovicia_obscura	extinct
Persephonocoris_kulickae	extinct
Perunus_bruziorum	extinct
Pervestigia_fumosa	extinct
Pervestigia_veteris	extinct
Petiolaphioides_shandongensis	extinct
Petiolaphis_laiyangensis	extinct
Petrolystra_gigantea	extinct
Petrolystra_heros	extinct
Phatnoma_madagascariensis	extinct
Phatnoma_mattijoae	extinct
Philagra_karaganensis	extinct
Philagra_kudiana	extinct
Phlepsius_weissmanae	extinct
Phloeocoris_monstrosus	extinct
Phragmatoecicossus_shurabensis	extinct
Phragmatoecites_damesi	extinct
Phrudopamera_chittendeni	extinct
Phrudopamera_wilsoni	extinct
Phthinocoris_colligatus	extinct
Phthinocoris_languidus	extinct
Phthinocoris_lethargicus	extinct
Phthinocoris_petraeus	extinct
Phylinae	extinct
Phyllotexta_latens	extinct
Phymacysta_stysi	extinct
Phytocoris	extinct
Phytocoris_balticus	extinct
Phytocoris_euglotta	extinct
Phytocoris_poissoni	extinct
Phytocoris_sendelii	extinct
Piesma_rotunda	extinct
Piezocoris_compactilis	extinct
Piezocoris_peremptus	extinct
Piezocoris_peritus	extinct
Pincombea	extinct
Pincombea_davisia	extinct
Pincombea_media	extinct
Pincombea_minuta	extinct
Pincombea_mirabilis	extinct
Pincombea_parvifurcata	extinct
Pionosomus_pusillus	extinct
Pirates_oeningensis	extinct
Pityococcus_moniliformalis	extinct
Plachutella	extinct
Plachutella_derupta	extinct
Plachutella_exculpta	extinct
Plachutella_ivanovi	extinct
Plachutella_magica	extinct
Plachutella_picta	extinct
Plachutella_rotundata	extinct
Plachutella_sibirica	extinct
Plachutella_vitripennis	extinct
Plachutella_zhouyingziensis	extinct
Planophlebia_gigantea	extinct
Platycorypha_carabeus	extinct
Platycorypha_olima	extinct
Platyjassites	extinct
Platyjassites_inflatifrons	extinct
Platymeris_insignis	extinct
Platypedia_primigenia	extinct
Platypleura	extinct
Platyscytinella_paradoxa	extinct
Plecophlebus_nebulosus	extinct
Plinachtus_fossilis	extinct
Plioaphis_subhercynica	extinct
Pochazoides_multinervis	extinct
Pochazoides_szwedoi	extinct
Poecilocapsus_fremontii	extinct
Poecilocapsus_ostentus	extinct
Poecilocapsus_tabidus	extinct
Poecilocapsus_veterandus	extinct
Poecilocapsus_veternosus	extinct
Poecilocoris_rottensis	extinct
Poeocera_nassata	extinct
Poeocera_pristina	extinct
Poliocoris_amnesis	extinct
Polioschistus_lapidarius	extinct
Polioschistus_ligatus	extinct
Poliosphageus_psychrus	extinct
Poljanka	extinct
Poljanka_hirsuta	extinct
Poljanka_kukalovae	extinct
Poljanka_sharovi	extinct
Poljanka_shurabensis	extinct
Poljanka_strigosa	extinct
Poljanka_ventriculosa	extinct
Polychaitocallis_ovata	extinct
Popovigocimex_yurii	extinct
Popovophysa_entzmingeri	extinct
Popovus_pygmaeus	extinct
Positocoris_angustus	extinct
Positocoris_intermedius	extinct
Positocoris_longirostris	extinct
Positocoris_minimus	extinct
Positocoris_sibiricus	extinct
Positrona_shcherbakovi	extinct
Postopsyllidium_emilyae	extinct
Postopsyllidium_rebeccae	extinct
Poteschistus_obnubilus	extinct
Potrerillia_nervosa	extinct
Praecoris_dominicana	extinct
Praenotochilus_parallelus	extinct
Precinara_minutissima	extinct
Pricecoris_beckerae	extinct
Primipentatoma_fangi	extinct
Primipentatoma_peregrina	extinct
Primpalaeoaphis_khotontensis	extinct
Prinecphora_balteata	extinct
Prisciba_dominicana	extinct
Prisciba_serrata	extinct
Priscoflata_subvexa	extinct
Pristinochterus_ovatus	extinct
Pristinochterus_zhangi	extinct
Probascanion_megacephalum	extinct
Procercopidae	extinct
Procercopina_asiatica	extinct
Procercopina_delicata	extinct
Procercopina_frenzeli	extinct
Procercopina_thailandica	extinct
Procercopis_abscissa	extinct
Procercopis_alutacea	extinct
Procercopis_completa	extinct
Procercopis_coriacea	extinct
Procercopis_debilis	extinct
Procercopis_jurassica	extinct
Procercopis_lacerata	extinct
Procercopis_liasina	extinct
Procercopis_longipennis	extinct
Procercopis_shawanensis	extinct
Procercopis_similis	extinct
Procercopis_wunnenbergi	extinct
Procoris_bechleri	extinct
Procoris_sanctaejohannis	extinct
Procrophius_communis	extinct
Procrophius_costalis	extinct
Procrophius_languens	extinct
Procydnus_devictus	extinct
Procydnus_divexus	extinct
Procydnus_eatoni	extinct
Procydnus_mamillanus	extinct
Procydnus_pronus	extinct
Procydnus_quietus	extinct
Procydnus_reliquus	extinct
Procydnus_vesperus	extinct
Procymophyes	extinct
Procymophyes_lithax	extinct
Procymus_cockerelli	extinct
Proerrhomus	extinct
Proerrhomus_rugosus	extinct
Proeurotica	extinct
Proeurotica_arcana	extinct
Proeurotica_inanima	extinct
Proeurotica_paulula	extinct
Progonocimex_jurassicus	extinct
Progonocimex_liasinus	extinct
Progonocimicidae	extinct
Progonocoris_pictus	extinct
Prolygaeus_inundatus	extinct
Prolystra_lithographica	extinct
Pronabis_utroquelaesus	extinct
Proneoproxius_cornutus	extinct
Pronotaphanus_minor	extinct
Propatrix_psylloides	extinct
Propentacora_froeschneri	extinct
Propoissonia_beskonakensis	extinct
Propreocoris_maculatus	extinct
Propritergum_opimum	extinct
Proptilocerus_dolosus	extinct
Proptilocnemus	extinct
Proptilocnemus_longispinus	extinct
Prosbole	extinct
Prosbole_affinis	extinct
Prosbole_biexcisa	extinct
Prosbole_brevialata	extinct
Prosbole_cellulifera	extinct
Prosbole_curvimarginata	extinct
Prosbole_dilatata	extinct
Prosbole_dio	extinct
Prosbole_elongata	extinct
Prosbole_garrici	extinct
Prosbole_hirsuta	extinct
Prosbole_incerta	extinct
Prosbole_indistincta	extinct
Prosbole_iratiensis	extinct
Prosbole_ivagorae	extinct
Prosbole_jucunda	extinct
Prosbole_kaltanica	extinct
Prosbole_longialata	extinct
Prosbole_nodosa	extinct
Prosbole_ovalis	extinct
Prosbole_permocicadoides	extinct
Prosbole_propinqua	extinct
Prosbole_reducta	extinct
Prosbole_similis	extinct
Prosbole_sojanensis	extinct
Prosbole_zekkeli	extinct
Prosbolecicada_gondwanica	extinct
Prosbolidae	extinct
Prosbolidinella_riorastensis	extinct
Prosbolomorpha_clara	extinct
Prosboloneura_colorata	extinct
Prosboloneura_kondomensis	extinct
Prosboloneura_marginatoides	extinct
Prosboloneura_nigripenna	extinct
Prosbolopsis	extinct
Prosbolopsis_ovalis	extinct
Prostemma_oeningensis	extinct
Protabanus_chaoyangensis	extinct
Protenor_imbecillis	extinct
Protepiptera_kaweckii	extinct
Protepiptera_reticulata	extinct
Protobacillometra_oligocenica	extinct
Protochlorotettix_calico	extinct
Protocoris_indistinctus	extinct
Protocoris_insignis	extinct
Protocoris_planus	extinct
Protodelphax	extinct
Protodelphax_chamus	extinct
Protodelphax_macroceps	extinct
Protodelphax_miles	extinct
Protodelphax_rhinion	extinct
Protodikraneura_cephalica	extinct
Protodikraneura_ferraria	extinct
Protodikraneura_nasti	extinct
Protodoris_minusculus	extinct
Protoliarus_amabilis	extinct
Protoliarus_humatus	extinct
Protomenocria_notata	extinct
Protopincombea_obscura	extinct
Protopsyllidiidae	extinct
Protopsyllidium_australe	extinct
Protopsyllidium_latipenne	extinct
Protopsyllidium_lynae	extinct
Protopsyllidium_setosum	extinct
Protopsyllidium_sinuatum	extinct
