Species	Status
Dytoscytina_ejuncida	extinct
Ebboa_areolata	extinct
Echinaphis_rohweri	extinct
Edessa_protera	extinct
Elasmoscelidium_boreale	extinct
Elasmoscelidium_promotum	extinct
Elasmoscelidium_rectemarginatum	extinct
Elasmoscelidium_rotundatum	extinct
Elasmoscelidium_venulosum	extinct
Elasmucha	extinct
Electrobates_spinipes	extinct
Electrocallis	extinct
Electrocallis_arnoldii	extinct
Electrocallis_bakeri	extinct
Electrocallis_scudderi	extinct
Electrococcus_canadensis	extinct
Electrocoris_brunneus	extinct
Electrocoris_pubescens	extinct
Electrocornia_antiqua	extinct
Electrogerris	extinct
Electrogerris_kotashevichi	extinct
Electroisops_ritzkowskii	extinct
Electromyiomma_polonicum	extinct
Electromyiomma_schultzi	extinct
Electromyiomma_weitschati	extinct
Electromyrmococcus_abductus	extinct
Electromyrmococcus_inclusus	extinct
Electromyrmococcus_reginae	extinct
Electromyzus_acutirostris	extinct
Electrovelia_baltica	extinct
Elektraphididae	extinct
Elidiptera_regularis	extinct
Elkinda_hecatoneura	extinct
Ellenbergeria_oviventris	extinct
Ellinaphidinae	extinct
Ellinaphis	extinct
Ellinaphis_bulla	extinct
Ellinaphis_cubocrassa	extinct
Ellinaphis_curta	extinct
Ellinaphis_elegans	extinct
Ellinaphis_eserta	extinct
Ellinaphis_extenda	extinct
Ellinaphis_incognita	extinct
Ellinaphis_longistigma	extinct
Ellinaphis_mediata	extinct
Ellinaphis_mirabila	extinct
Ellinaphis_premordica	extinct
Ellinaphis_sensoriata	extinct
Ellinaphis_stricta	extinct
Ellinaphis_truncata	extinct
Elliptoscarta_ovalis	extinct
Emeljanovedusa_gentarna	extinct
Emesites_voigti	extinct
Emesopsis_putshkovi	extinct
Emesopsis_similis	extinct
Emiliana_alexandri	extinct
Emilianovelia	extinct
Emilianovelia_audax	extinct
Empicoris_copal	extinct
Empicoris_electricus	extinct
Empiploiariola_inermis	extinct
Enchophora	extinct
Engerrophorus_nitidus	extinct
Engynabis_tenuis	extinct
Enicocephalidae	extinct
Enicocephalinus_acragrimaldii	extinct
Enicocephalomorpha	extinct
Enicocephalus_omen	extinct
Enicocephalus_prius	extinct
Enicocephalus_seniculus	extinct
Enicocephalus_subvitreus	extinct
Enicocorinae	extinct
Enithares_bohemica	extinct
Ensphingocoris_parvulus	extinct
Entomecoris_major	extinct
Entomecoris_minor	extinct
Entomecoris_morator	extinct
Eoanthocoris_cretaceus	extinct
Eoanthocoris_ghidarinus	extinct
Eobladina_antiqua	extinct
Eocader_babyrussus	extinct
Eocallites_mallicaudatus	extinct
Eocenometra_danica	extinct
Eocenometra_longicornis	extinct
Eocercopidium_maculata	extinct
Eocercopis_ancyloptera	extinct
Eocercopis_ovalis	extinct
Eocercopis_similis	extinct
Eochiliocycla_angusta	extinct
Eocicada_microcephala	extinct
Eocylindrites_curtirostrales	extinct
Eofulgorella_bradburyi	extinct
Eofulgoridium_chanmaense	extinct
Eofulgoridium_kisylkiense	extinct
Eofulgoridium_proximum	extinct
Eofulgoridium_tenellum	extinct
Eogerridium_gracile	extinct
Eogyropsylla	extinct
Eogyropsylla_eocenica	extinct
Eogyropsylla_jantaria	extinct
Eogyropsylla_magna	extinct
Eogyropsylla_parva	extinct
Eogyropsylla_paveloctogenarius	extinct
Eogyropsylla_sedzimiri	extinct
Eoiocossus_validus	extinct
Eoliarus_lutensis	extinct
Eoliarus_quadristictus	extinct
Eomakrosoura_expansirostrata	extinct
Eomatsucoccus_andrewi	extinct
Eomatsucoccus_casei	extinct
Eomatsucoccus_popovi	extinct
Eomatsucoccus_sukachevae	extinct
Eomegophthalmus_lithuaniensis	extinct
Eomileewa_eridani	extinct
Eoperlites_paradoxus	extinct
Eophloemyzus_longitarsus	extinct
Eopiesma_trimerum	extinct
Eopsyllidium_davisi	extinct
Eopsyllidium_delicatulum	extinct
Eoricania_danica	extinct
Eosaldina_apomorpha	extinct
Eoscartarellidae	extinct
Eoscarterella_media	extinct
Eoscartoides_bryani	extinct
Eoscartoides_dmitryi	extinct
Eoscartoides_orthocladus	extinct
Eoscytina_incompleta	extinct
Eoscytina_migdisovae	extinct
Eotettigarcta_scotica	extinct
Eothes_elegans	extinct
Eotingis_antennata	extinct
Epigonomiris_skalskii	extinct
Epigonopsallops_groehni	extinct
Eriococcidae	extinct
Eriosaphis_leei	extinct
Eriosoma	extinct
Eriosoma_meunieri	extinct
Eriosomaphis_jesperi	extinct
Eriosomaphis_occidentalis	extinct
Eriosomatinae	extinct
Etirocoris_infernalis	extinct
Euacanthus_bellus	extinct
Eucanyra	extinct
Eucorites_serescens	extinct
Eupincombea_postica	extinct
Eupteryx	extinct
Euraspidium_granulosum	extinct
Euroscytina_lutevanorum	extinct
Euryconus_muta	extinct
Euryconus_soriae	extinct
Eurydema_arcuata	extinct
Eurydema_brevicollis	extinct
Eurydema_effossa	extinct
Eurydema_impudica	extinct
Eurydema_retrorsum	extinct
Eurygaster	extinct
Eurygaster_granulosus	extinct
Eurymelidium_australe	extinct
Eurynotis_incisus	extinct
Eusarcoris_(Rhacognathus)_punctatus	extant
Eusarcoris_humilis	extinct
Eusarcoris_mammillata	extinct
Eusarcoris_nuda	extinct
Eusarcoris_pinguis	extinct
Eusarcoris_prodromus	extinct
Eusarcoris_shimozukensis	extinct
Euscelis	extinct
Euscelis_palmeri	extinct
Euscelis_plateosus	extinct
Eutrichosiphum_europaeum	extinct
Evagoras_impressus	extinct
Evanscicada_dictyoptera	extinct
Evanscicada_praelonga	extinct
Evanscicada_rectimarginata	extinct
Evanscicada_speciosa	extinct
Exilcrus_cameriferus	extinct
Exitelus_exsanguis	extinct
Exmesselensis_disspinosus	extinct
Expansaphis_laticosta	extinct
Expansaphis_ovata	extinct
Falcarta_bella	extinct
Fasolinka_beckermigdisovae	extinct
Fenghuangor_imperator	extinct
Ficarasites_stigmaticum	extinct
Flatidae	extinct
Fletcheriana_jurassica	extinct
Fletcheriana_magna	extinct
Fletcheriana_triassica	extinct
Flexicorpus_acutirostratus	extinct
Floricaudus_multilocellus	extinct
Florissantia_elegans	extinct
Fonsecacicada_mineira	extinct
Fossilicallis_antiquus	extinct
Foveopsis_fennahi	extinct
Fulgobole_evansi	extinct
Fulgora_granulosa	extinct
Fulgora_obticescens	extinct
Fulgora_populata	extinct
Fulgoridae	extinct
Fulgoridiella_raetica	extinct
Fulgoridium	extinct
Fulgoridium_(Compactofulgoridium)_aries	extinct
Fulgoridium_(Compactofulgoridium)_concameratum	extinct
Fulgoridium_(Compactofulgoridium)_decapitatum	extinct
Fulgoridium_(Compactofulgoridium)_fronterotundum	extinct
Fulgoridium_(Compactofulgoridium)_obesum	extinct
Fulgoridium_(Compactofulgoridium)_paenintegrum	extinct
Fulgoridium_(Compactofulgoridium)_spoliatum	extinct
Fulgoridium_(Conofulgoridium)_antennatum	extinct
Fulgoridium_(Metafulgoridium)_praetruncatum	extinct
Fulgoridium_(Metafulgoridium)_spatulaeforme	extinct
Fulgoridium_(Procerofulgoridium)_planedorsatum	extinct
Fulgoridium_(Procerofulgoridium)_praefastigatum	extinct
Fulgoridium_(Procerofulgoridium)_verticillatum	extinct
Fulgoridium_(Productofulgoridium)_filiferum	extinct
Fulgoridium_(Productofulgoridium)_incisum	extinct
Fulgoridium_(Productofulgoridium)_praeacutum	extinct
Fulgoridium_acutum	extinct
Fulgoridium_alatum	extinct
Fulgoridium_ampliatum	extinct
Fulgoridium_anale	extinct
Fulgoridium_ancylla	extinct
Fulgoridium_angulosum	extinct
Fulgoridium_anomalum	extinct
Fulgoridium_balticum	extinct
Fulgoridium_basilaesum	extinct
Fulgoridium_bifurcatum	extinct
Fulgoridium_bodei	extinct
Fulgoridium_brachyptilum	extinct
Fulgoridium_breve	extinct
Fulgoridium_breviradiatum	extinct
Fulgoridium_brunsvicense	extinct
Fulgoridium_clavatum	extinct
Fulgoridium_cubitofurcatum	extinct
Fulgoridium_cubitoramosum	extinct
Fulgoridium_cuneiforme	extinct
Fulgoridium_curvipenne	extinct
Fulgoridium_debile	extinct
Fulgoridium_defunctum	extinct
Fulgoridium_dilutum	extinct
Fulgoridium_dubium	extinct
Fulgoridium_elegantulum	extinct
Fulgoridium_exhumatum	extinct
Fulgoridium_exiguemaculatum	extinct
Fulgoridium_fabri	extinct
Fulgoridium_fallerslebense	extinct
Fulgoridium_fenestratum	extinct
Fulgoridium_fractum	extinct
Fulgoridium_geinitzi	extinct
Fulgoridium_germanicum	extinct
Fulgoridium_gottingense	extinct
Fulgoridium_graphipterum	extinct
Fulgoridium_grave	extinct
Fulgoridium_hattorfense	extinct
Fulgoridium_hildesheimense	extinct
Fulgoridium_hondelanum	extinct
Fulgoridium_inaequale	extinct
Fulgoridium_incertecoloratum	extinct
Fulgoridium_inconspicuum	extinct
Fulgoridium_incurvatum	extinct
Fulgoridium_infuscatum	extinct
Fulgoridium_intercalatum	extinct
Fulgoridium_lapideum	extinct
Fulgoridium_latius	extinct
Fulgoridium_latum	extinct
Fulgoridium_liadis	extinct
Fulgoridium_litorale	extinct
Fulgoridium_mancomarginatum	extinct
Fulgoridium_marginepunctatum	extinct
Fulgoridium_megapolitanum	extinct
Fulgoridium_modestum	extinct
Fulgoridium_mortuum	extinct
Fulgoridium_multipunctatum	extinct
Fulgoridium_multivenosum	extinct
Fulgoridium_nebulosum	extinct
Fulgoridium_nodosum	extinct
Fulgoridium_nubeculum	extinct
Fulgoridium_obtusum	extinct
Fulgoridium_oligoneurum	extinct
Fulgoridium_oligospilum	extinct
Fulgoridium_pallidum	extinct
Fulgoridium_parvispilum	extinct
Fulgoridium_paulodilatatum	extinct
Fulgoridium_picturatum	extinct
Fulgoridium_plicatum	extinct
Fulgoridium_polyneurum	extinct
Fulgoridium_posidonicum	extinct
Fulgoridium_praeobtusum	extinct
Fulgoridium_pulchrum	extinct
Fulgoridium_punctatum	extinct
Fulgoridium_quadrisignatum	extinct
Fulgoridium_radioramosum	extinct
Fulgoridium_raromaculatum	extinct
Fulgoridium_reduncum	extinct
Fulgoridium_regulare	extinct
Fulgoridium_remotum	extinct
Fulgoridium_retractum	extinct
Fulgoridium_rotundatum	extinct
Fulgoridium_semiperspicuum	extinct
Fulgoridium_silvaticum	extinct
Fulgoridium_spilographum	extinct
Fulgoridium_stigmaticum	extinct
Fulgoridium_symmetricum	extinct
Fulgoridium_tenuimaculatum	extinct
Fulgoridium_trifurcatum	extinct
Fulgoridium_venosum	extinct
Fulgoridium_vicinum	extinct
Fulgoridium_violatum	extinct
Fulgoridulum	extinct
Fulgoridulum_egens	extinct
Fulgoringruo_kukalovae	extinct
Fulgoroidea	extinct
Fulviocylapus_gorczycai	extinct
Furcascytina_radia	extinct
Furvaphis_oblonga	extinct
Fuscus_faecatus	extinct
Fushunimiris_eocenica	extinct
Fushunocallites_wanghuacunensis	extinct
Galerucites_carinata	extinct
Gallegomorphoptila_acostai	extinct
Gallegomorphoptila_breviptera	extinct
Gallegomorphoptila_gigantea	extinct
Gallegomorphoptila_kotejai	extinct
Gallegomorphoptila_pulcherrima	extinct
Gallodunstania_grauvogeli	extinct
Gallomesovelia_grioti	extinct
Gansucossus_luanpingensis	extinct
Gansucossus_pectinatus	extinct
Gansucossus_typicus	extinct
Gapenus_rhinariatus	extinct
Gazimuria_scutellata	extinct
Gedanicoccus_gracilis	extinct
Gelastocoridae	extinct
Gelastocoris_curiosus	extinct
Genaphis_valdensis	extinct
Geocoris_infernorum	extinct
Geocoris_monserrati	extinct
Geocorisae	extinct
Geranchon_davisii	extinct
Geranchon_petrorum	extinct
Germaraphis	extinct
Germaraphis_(Balticorostrum)_cuneata	extinct
Germaraphis_(Balticorostrum)_megarostris	extinct
Germaraphis_(Balticorostrum)_oblonga	extinct
Germaraphis_(Germaraphis)_baltica	extinct
Germaraphis_(Germaraphis)_berendti	extinct
Germaraphis_(Germaraphis)_defuncta	extinct
Germaraphis_(Germaraphis)_dryoides	extinct
Germaraphis_(Germaraphis)_henningseni	extinct
Germaraphis_(Germaraphis)_ipseni	extinct
Germaraphis_(Germaraphis)_longula	extinct
Germaraphis_(Germaraphis)_oculata	extinct
Germaraphis_(Germaraphis)_rostrata	extinct
Germaraphis_(Henningsenia)_ungulata	extinct
Germaraphis_dryoides	extinct
Germaraphis_paradryoides	extinct
Germarofulvius_raptorius	extinct
Gerridae	extinct
Gerrinae	extinct
Gerris	extinct
Gesaris_gnapo	extinct
Gilderius_eukrinops	extinct
Giselia_multifurcata	extinct
Giselia_scalaris	extinct
Gitava_fusca	extant
Glaesaricallis_kulickae	extinct
Glisachaemus_jonasdamzeni	extinct
Golmonia	extinct
Golmonia_pater	extinct
Gondvanoaphis_estephani	extinct
Gondwanaptera_capsii	extinct
Gonocerus_shandongensis	extinct
Gracilinervia_mastigimatoides	extinct
Grandicaputus_bipunctatus	extinct
Granulus_tongchuanensis	extinct
Graptopsaltria	extinct
Graptopsaltria_inaba	extinct
Grassyaphis_pikei	extinct
Greenidea_hispanica	extinct
Greenidea_longicornis	extinct
Greenidea_macrostyla	extinct
Greenidea_morloti	extinct
Greenidea_pallescens	extinct
Greenideoida_(Pentatrichosiphum)_turolensis	extinct
Grimaldiella	extinct
Grimaldiella_gregaria	extinct
Grimaldiella_resinophila	extinct
Grimaldinia_pronotalis	extinct
Grimmenaphis_magnifica	extinct
Grohnus_eichmanni	extinct
Gualoscytina_mayae	extinct
Gurvanina_inepta	extinct
Gyaclavator_kohlsi	extinct
Gypona_cinercia	extinct
Gyponites_abdominalis	extinct
Gyponites_pronota	extinct
Hadrocoris_scutellaris	extinct
Hadronema_cinerescens	extinct
Haenbea_badamgaravae	extinct
Halajaphis_siphonosetae	extinct
Hallakkungis_amisanus	extinct
Hallex_brevipes	extinct
Hallex_gongrogony	extinct
Hallex_gracilior	extinct
Hallex_laticeps	extinct
Hallex_xestocephalus	extinct
Hallodapomimus_antennatus	extinct
Hallodapomimus_elektrinus	extinct
Hallodapomimus_krzeminskiorum	extinct
Hallodapomimus_succinus	extinct
Halobates_ruffoi	extinct
Halobatinae	extinct
Halonatusivena_nervosus	extinct
Halonatusivena_shii	extinct
Halovelia_electrodominica	extinct
Halynoides_brunneus	extinct
Halys_bruckmanni	extinct
Halys_spectabilis	extinct
Hammanococcus	extinct
Hammanococcus_setosus	extinct
Hammapteryx_anglica	extinct
Hammapteryx_ceryniiformis	extinct
Hammapteryx_eocenicus	extinct
Hammapteryx_lepidoides	extinct
Hammapteryx_reticulata	extinct
Hammapteryx_tripunctata	extinct
Harmostites_oeningensis	extinct
Harpactor_bruckmanni	extinct
Harpactor_chomeraciensis	extinct
Harpactor_constrictus	extinct
Harpactor_gracilis	extinct
Harpactor_longipes	extinct
Harpactor_maculipes	extinct
Harpactor_obsoletus	extinct
Hastites_muiri	extinct
Hebeicercopis_triangulata	extinct
Hebeicoris_longa	extinct
Hebeicoris_luanpingensis	extinct
Hebeicoris_xinboensis	extinct
Heeralydus_bucculatus	extinct
Heeria_foeda	extinct
Heeria_gulosa	extinct
Heeria_lapidosa	extinct
Heidea_cretacica	extinct
Heissiana_serafini	extinct
Heleonaucoris_maculipennis	extinct
Hemiptera	extinct
Hemitriecphora_strongii	extinct
Henriksenopterix_paucistriata	extinct
Heseneuma_hammelburgensis	extinct
Heterochterus_timmsii	extinct
Heterocordylus	extinct
Heterogaster	extinct
Heterogaster_antiquus	extinct
Heterogaster_breviscutatus	extinct
Heterogaster_famosus	extinct
Heterogaster_pumilio	extinct
Heterogaster_radobojanus	extinct
Heterogaster_redivivus	extinct
Heterogaster_sundgoviensis	extinct
Heterogaster_troglodytes	extinct
Heterogasterinae	extinct
Heterojassus_membranaceus	extinct
Heteromargarodes_hukamsinghi	extinct
Heteronella_marksei	extinct
Heteroptera	extinct
Heterotrioza_grimaldii	extinct
Hexaphlebia_burmanica	extinct
Hexascytina_tillyardi	extinct
Hirtaprosbole_erromera	extinct
Hispanocader_lisae	extinct
Hodgsonicoccus_patefactus	extinct
Hoffeinsia_foldii	extinct
Hoffeinsoria_robusta	extinct
Holmaniella_papillata	extinct
Homaloscytina_plana	extinct
Homoeocerus_attenuatus	extinct
Homoptera	extinct
Homopterites_anglicus	extinct
Homopteron_hahni	extinct
Homopterulum	extinct
Homopterulum_jelli	extinct
Homopterulum_signoretii	extinct
Hongocallis_clypeolata	extinct
Hoploridium_dollingi	extinct
Hovatlas_invaginatus	extant
Huabeicercopis_yangi	extinct
Huatingicorixa_laozhuanensis	extinct
Huaxiacallites_reptantes	extinct
Huaxiaphis_gracilicornuta	extinct
Hunanilarva_micra	extinct
Hyalesthes_rottensis	extinct
Hydrometra_groehni	extinct
Hydrometridae	extinct
Hylaeoneura_lignei	extinct
Hylicella_colorata	extinct
Hylicellites_reducta	extinct
Hymenarcys_cridlandi	extinct
Hymenopterites_deperditus	extinct
Hypocimex_membranaceus	extinct
Hypocixius_oblitescens	extinct
Hypselonotus_lavateri	extinct
Hypselosoma_dominicana	extinct
Hypsipteryx_hoffeinsorum	extinct
Iberofoveopsis_miguelesi	extinct
Iberonepa	extinct
Iberonepa_roemerali	extinct
Ichnomnematus_hadromastigus	extinct
Idiocerus	extinct
Idiocerus_goeckei	extinct
Ignotala	extinct
Ignotala_mirifica	extinct
Ignotingis_mirifica	extinct
Ijacossus_suchanovae	extinct
Ijanecta_angarica	extinct
Ilahulgabalus_endaidus	extinct
Ildavia_incompleta	extinct
Ildavia_shcherbakovi	extinct
Ilerdocossus_beipiaoensis	extinct
Ilerdocossus_exiguus	extinct
Ilerdocossus_fengningensis	extinct
Ilerdocossus_hui	extinct
Ilerdocossus_ningchengensis	extinct
Ilerdocossus_pingquanensis	extinct
Ilerdocossus_pulcherrima	extinct
Ilerdocossus_villaltai	extinct
Ilyocoris_rottensis	extinct
Incertametra_santanensis	extinct
Indutionomarus_treveriorum	extinct
Ingruidae	extinct
Ingruo_inopinata	extinct
Ingruo_insperata	extinct
Ingruo_lanceolata	extinct
Ingruo_smolenskyi	extinct
Inka_minuta	extinct
Intercader_saxonicus	extinct
Intercader_uniseriatus	extinct
Intercader_velteni	extinct
Intercader_weitschati	extinct
Ipsvicia_acutipennis	extinct
Ipsvicia_jonesi	extinct
Ipsvicia_langenbergensis	extinct
Ipsvicia_maculata	extinct
Ipsviciella_asiatica	extinct
Ipsviciidae	extinct
Ipsvicioides_minimus	extinct
Ipsviciopsis_elegans	extinct
Ipsviciopsis_magna	extinct
Irkutonecta_longiclavalis	extinct
Isaraselis_cladiva	extinct
Ischnocoris_bitoratus	extinct
Ischnodemus_rottensis	extinct
Ischyopteron_suprajurense	extinct
Isometopsallops_schuhi	extinct
Issites_glaber	extinct
Ivaia	extinct
Ivaia_indistincta	extinct
Ivaia_procercopoides	extinct
Ivaiinae	extinct
Izinabis_kerzhneri	extinct
Jadera_interita	extinct
Jantardakhia_electri	extinct
Jantaritambia_loculata	extinct
Jantaritambia_serafini	extinct
Jantaritambiini	extinct
Jantarivacanthus_kotejai	extinct
Jascopus_notabilis	extinct
Jassites_punctatus	extinct
Jassopsis_evidens	extinct
Jassoqualus_hispaniolensis	extinct
Jassus_immersus	extinct
Jassus_latebrae	extinct
Jassus_spinicornis	extinct
Jersaphis_luzzii	extinct
Jersicoccus_kurthi	extinct
Jiania_crebra	extinct
Jiania_gracila	extinct
Jibeicossus_qingshilaense	extinct
Jiphara_reticulata	extinct
Jiphara_wangi	extinct
Jiulongshanocorixa_genuina	extinct
Jordanofulvius_electrinus	extinct
Jordanofulvius_fuscus	extinct
Jordanofulvius_gummosus	extinct
Jordanofulvius_klebsi	extinct
Jordanofulvius_punctiger	extinct
Juleyrodes	extinct
Juleyrodes_gilli	extinct
Juleyrodes_visnyai	extinct
Juracipeda_popovi	extinct
Juraphididae	extinct
Juraphis_crassipes	extinct
Juraphis_karataviensis	extinct
Jurategia_laticlavalis	extinct
Jurategia_yaoi	extinct
Jurocallis_longipes	extinct
Jurocercopis_grandis	extinct
Jutlandicoccus_pauper	extinct
Jutlandicoccus_perfectus	extinct
Kaltanaphis_permiensis	extinct
Kaltanetta_nigra	extinct
Kaltanetta_pallida	extinct
Kaltanocicada_dunstanioides	extinct
Kaltanopibrocha_boreoscytinoides	extinct
Kaltanopsis_ornata	extinct
Kaltanoscyta_reticulata	extinct
Kaltanoscytina_latistigmata	extinct
Kaltanoscytina_nigra	extinct
Kaltanoscytina_pospelovi	extinct
Kaltanospes_elongata	extinct
Kaltanospes_kuznetskiensis	extinct
Karabasia_caudata	extinct
Karabasia_constellata	extinct
Karabasia_evansi	extinct
Karabasia_jeneiseica	extinct
Karabasia_kovalevi	extinct
Karabasia_paucinervis	extinct
Karabasia_plana	extinct
Karabasiidae	extinct
Karajassus_crassinervis	extinct
Karanabis_kiritshenkoi	extinct
Karataviella	extinct
Karataviella_borzhensis	extinct
Karataviella_brachyptera	extinct
Karataviella_macra	extinct
Karataviella_pontoforma	extinct
Karataviella_popovi	extinct
Karataviella_samkhakensis	extinct
Karataviella_shandongensis	extinct
Karataviella_stolida	extinct
Karatavopsyllidium	extinct
Karatavopsyllidium_asiaticum	extinct
Karatavopsyllidium_auliense	extinct
Karatavopsyllidium_martynovi	extinct
Karebodopoides_aptianus	extinct
Kemobius_lux	extinct
Kerjiecoris_oopsis	extinct
Kerjieprosbole_stigmatis	extinct
Kezuocoris_liaoningensis	extinct
Khatangaphis_rohdendorfi	extinct
Khatangaphis_sibirica	extinct
Khotontaphis_lachnoides	extinct
Kinnarocixius	extinct
Kinnarocixius_quassus	extinct
Kisa_fasciata	extinct
Kisylia_psylloides	extinct
Knezouria_unicus	extinct
Kobdocoris_aradinus	extinct
Koenigsbergia_herczeki	extinct
Kondomoprosbole_picta	extinct
Koonwarraphis_rotundafrons	extinct
Koteya_luzzii	extinct
Kozarius_achronus	extinct
Kozarius_perpetuus	extinct
Kratosopsylla_uncipoda	extinct
Krendelia_ansata	extinct
Krocarites_reflexa	extinct
Kubecola_guttatus	extinct
Kubecora_ignamica	extinct
Kuenowicoccus_pietrzeniukae	extinct
Kukaspis_usingeri	extinct
Kulickamia_jantaris	extinct
Kuwayama_dominicana	extinct
Labiococcus_joosti	extinct
Laccotrephes_robustus	extant
Lachnarius_miocaenicus	extinct
Lachnus_pectorosus	extinct
Lacocorixa_divena	extinct
Lacunisbole_ligonis	extinct
Lalax	extinct
Lalax_mutabilis	extinct
Lapicixius_decorus	extinct
Lapidopsylla	extinct
Lapidopsylla_memoranda	extinct
Lapidopsylla_thornessbaya	extinct
Lariojaprosbole_melchori	extinct
Larssonaphis_obnubila	extinct
Latahcoris_spectatus	extinct
Latiscutella_santosi	extinct
Lavrushinia_elegantula	extinct
Leaphis_prima	extinct
Lebanaphis_minor	extinct
Lebanococcus_longiventris	extinct
Lechaea_primigenia	extinct
Ledophora_producta	extinct
Ledrinae	extinct
Leipolygaeus_similis	extinct
Lepidoscytina_miaobaoensis	extinct
Leptaphelocheirus_lenticulus	extinct
Leptocallites_xilutianensis	extinct
Leptomimoides_jonasdamzeni	extinct
Leptonannus_miocenicus	extinct
Leptopharsa_evsyunini	extinct
Leptopharsa_frater	extinct
Leptopharsa_poinari	extinct
Leptopharsa_tacanae	extinct
Leptoprosbole_lepida	extinct
Leptosalda	extinct
Leptosalda_chiapensis	extinct
Leptosalda_dominicana	extinct
Leptosalda_niarchos	extinct
Leptosaldinea_cobbeni	extinct
Leptoscelis_humata	extinct
Leptoserinetha_navicularis	extinct
Lethocerus_americanus	extant
Lethocerus_sulcifemoralis	extinct
Lethocerus_turgaicus	extinct
Lethonectes_naucoroides	extinct
Lethopterus_multinervosus	extinct
Liadonaucoris_rohdendorfi	extinct
Liadonecta_tomiensis	extinct
Liadopsylla	extinct
Liadopsylla_apedetica	extinct
Liadopsylla_asiatica	extinct
Liadopsylla_brevifurcata	extinct
Liadopsylla_geinitzi	extinct
Liadopsylla_grandis	extinct
Liadopsylla_hesperia	extinct
Liadopsylla_karatavica	extinct
Liadopsylla_longiforceps	extinct
Liadopsylla_mongolica	extinct
Liadopsylla_obtusa	extinct
Liadopsylla_tenuicornis	extinct
Liadopsylla_turkestanica	extinct
Liaoaphis_furvifemoralis	extinct
Liaoxia_longa	extinct
Liaoxipsocus_beipiaoensis	extinct
Liasocoris_hainmuelleri	extinct
Liassocercopis_schnicki	extinct
Liassocicada_antecedens	extinct
Liassocicada_ignotatus	extinct
Liassocicada_mueckei	extinct
Liassocorixa_dorsetica	extinct
Libanohypselosoma_popovi	extinct
Ligavena_gracilipes	extinct
Ligyrocoris_exsuctus	extinct
Limbopsylla_mortua	extinct
Limfjordia	extinct
Limfjordia_breineri	extinct
Limnacis_hoffeinsi	extinct
Limnacis_succini	extinct
Limnoporus_wilsoni	extinct
Limois_pardalis	extinct
Limois_shanwangensis	extinct
Linicorixa_odota	extinct
Linnaea_abolita	extinct
Linnaea_carcerata	extinct
Linnaea_evoluta	extinct
Linnaea_gravida	extinct
Linnaea_holmesii	extinct
Linnaea_putnami	extinct
Lithecphora_diaphana	extinct
Lithecphora_murata	extinct
Lithecphora_setigera	extinct
Lithecphora_unicolor	extinct
Lithochromus_extraneus	extinct
Lithochromus_gardneri	extinct
Lithochromus_mortuarius	extinct
Lithochromus_obstrictus	extinct
Lithocicada_perita	extinct
Lithocoris_evulsus	extinct
Litholygaeus_cretaceus	extinct
Lithopsis_delicata	extinct
Lithopsis_dubiosa	extinct
Lithopsis_elongata	extinct
Lithopsis_fimbriata	extinct
Lithopsis_lineatus	extinct
Lithopsis_major	extinct
Lithopsis_punctinervis	extinct
Lithopsis_simillima	extinct
Lithoscytina_cubitalis	extinct
Lithuanicoccus	extinct
Lithuanicoccus_damzeni	extinct
Lithuanicoccus_kosmowskae	extinct
Locrites_copei	extinct
Locrites_haidingeri	extinct
Locrites_whitei	extinct
Longiclavula_calvata	extinct
Longilanceolatus_tenellus	extinct
Longiradius_foottitti	extinct
Longistigma_caryae	extant
Loricula_(Eocenophysa)_damzeni	extinct
Loricula_(Loricula)_ablusa	extinct
Loricula_(Loricula)_ceranowiczae	extinct
Loricula_(Loricula)_finitima	extinct
Loricula_(Loricula)_polonica	extinct
Loricula_(Myrmedobia)_pericarti	extinct
Loricula_(Myrmericula)_heissi	extinct
Loricula_(Myrmericula)_ocellata	extinct
Loricula_(Myrmericula)_perkovskyi	extinct
Loricula_(Myrmericula)_samlandi	extinct
Luanpingia_longa	extinct
Luanpingia_senjituensis	extinct
Luculentsalda_maculosa	extinct
Ludibrium_ludus	extinct
Lufengnacta_corrugis	extinct
Lugeilangor_elektrokleistis	extinct
Lukotekia	extinct
Lukotekia_menae	extinct
Lumatibialis_burmitis	extinct
Lutetiabates_eckfeldensis	extinct
Lutetiacader_petrefactus	extinct
Lutevanaphis_permiana	extinct
Lycorma	extinct
Lyctocoris_terreus	extinct
Lyctoferus	extinct
Lyctoferus_groehni	extinct
Lyctoferus_insertus	extinct
Lyctoferus_kupryjanowiczi	extinct
Lyctoferus_longicapitus	extinct
Lyctoferus_pronotalis	extinct
Lyctoferus_similis	extinct
Lygaeidae	extinct
Lygaeites_acutus	extinct
Lygaeites_amabilis	extinct
Lygaeites_lividus	extinct
Lygaeites_mysteriosus	extinct
Lygaeites_obsoletus	extinct
Lygaeites_ovalis	extinct
Lygaeites_pusillus	extinct
Lygaenocoris_prynadai	extinct
Lygaeosoma_wagneri	extinct
Lygaeus_atavinus	extinct
Lygaeus_celasensis	extinct
Lygaeus_dasypus	extinct
Lygaeus_daulus	extinct
Lygaeus_deprehensus	extinct
Lygaeus_deucalionis	extinct
Lygaeus_elongatiabdominalis	extinct
Lygaeus_faeculentus	extinct
Lygaeus_fossitius	extinct
Lygaeus_mutilus	extinct
Lygaeus_obscurellus	extinct
Lygaeus_obsolescens	extinct
