Species	Status	min_age	max_age
Paraknightia_magnifica	extinct	252.17	254.17
Permocephalus_knighti	extinct	252.17	254.17
Stenoglyphis_kimblensis	extinct	252.17	254.17
Praenotochilus_parallelus	extinct	23.03	28.4
Aleyrodidae	extinct	125.45	130
Termitaradus_dominicanus	extinct	13.82	20.44
Brevisensoria_incrustata	extinct	13.82	20.44
Permofulgor_belmontensis	extinct	252.17	254.17
Pincombea_mirabilis	extinct	252.17	254.17
Eoscytina_migdisovae	extinct	252.17	254.17
Eoscytina_incompleta	extinct	252.17	254.17
Bekkerscytina_primitiva	extinct	252.17	254.17
Belmontocarta_perfecta	extinct	252.17	254.17
Tychticoloides_belmontensis	extinct	252.17	254.17
Beaconiella_fennahi	extinct	242	247.2
Beaconiella_multivenata	extinct	242	247.2
Euacanthus_bellus	extinct	23.03	28.1
Cydnopsis_pygmaea	extinct	23.03	28.1
Cydnus_brevicollis	extinct	23.03	28.1
Cydnus_archaicus	extinct	23.03	28.1
Palomena_serresi	extinct	23.03	28.1
Cicadatra_serresi	extinct	23.03	28.1
Aphanus_murchisonae	extinct	23.03	28.1
Aphanus_pulchellus	extinct	23.03	28.1
Heterogaster_pumilio	extinct	23.03	28.1
Aphrophora_coquandi	extinct	23.03	28.1
Daclera_naturalis	extinct	23.03	28.1
Daclera_naturalis	extinct	23.03	28.1
Leptoserinetha_navicularis	extinct	23.03	28.1
Aphanus_pulchellus	extinct	23.03	28.1
Aphrophora_coquandi	extinct	23.03	28.1
Cydnus_meunieri	extinct	23.03	28.1
Cydnus_brevicollis	extinct	23.03	28.1
Aphanus_murchisonae	extinct	23.03	28.1
Metacanthus_(Megalomerium)_serratum	extinct	23.03	28.1
Aphrophora_coquandi	extinct	23.03	28.1
Cydnus_brevicollis	extinct	23.03	28.1
Daclera	extinct	23.03	28.1
Lygaeus_elongatiabdominalis	extinct	23.03	28.1
Aphanus_murchisonae	extinct	23.03	28.1
Aphanus_pulchellus	extinct	23.03	28.1
Heterogaster_antiquus	extinct	23.03	28.1
Heterogaster	extinct	23.03	28.1
Cydnus_meunieri	extinct	23.03	28.1
Aphanus_murchisonae	extinct	23.03	28.1
Aphanus_pulchellus	extinct	23.03	28.1
Aphanus_dilatatus	extinct	23.03	28.1
Diniella_fasciata	extinct	23.03	28.1
Heterogaster_antiquus	extinct	23.03	28.1
Heterogaster_pumilio	extinct	23.03	28.1
Cydnus_brevicollis	extinct	23.03	28.1
Coreus_serresi	extinct	23.03	28.1
Aphanus_pulchellus	extinct	23.03	28.1
Heterogaster_pumilio	extinct	23.03	28.1
Metacanthus_(Megalomerium)_serratum	extinct	23.03	28.1
Cydnus_brevicollis	extinct	23.03	28.1
Aphanus_pulchellus	extinct	23.03	28.1
Heterogaster_pumilio	extinct	23.03	28.1
Heterogaster_breviscutatus	extinct	23.03	28.1
Heterogaster_pumilio	extinct	23.03	28.1
Aphanus_dilatatus	extinct	23.03	28.1
Phytocoris_poissoni	extinct	23.03	28.1
Metacanthus_(Megalomerium)_serratum	extinct	23.03	28.1
Ptyelus_spumiferus	extinct	23.03	28.1
Hemiptera	extinct	23.03	28.1
Echinaphis_rohweri	extinct	33.9	37.2
Amagua_fortis	extinct	28.1	33.9
Dinidorites_margiformis	extinct	46.2	50.3
Thamnotettix_eocenicus	extinct	46.2	50.3
Delphax_senilis	extinct	46.2	50.3
Procercopina_thailandica	extinct	163.5	174.1
Protopsyllidiidae	extinct	272.3	279.3
Pentatoma_appendiculatum	extinct	11.608	12.7
Syromastes_seyfriedi	extinct	11.608	12.7
Harpactor_constrictus	extinct	11.608	12.7
Aphrophora_spumarioides	extinct	11.608	12.7
Pirates_oeningensis	extinct	11.608	12.7
Pachycoris_escheri	extinct	11.608	12.7
Cydnus_oeningensis	extinct	11.608	12.7
Cydnopsis_deleta	extinct	11.608	12.7
Cydnopsis_pygmaea	extinct	11.608	12.7
Halys_bruckmanni	extinct	11.608	12.7
Eurydema_impudica	extinct	11.608	12.7
Eurydema_arcuata	extinct	11.608	12.7
Alydus_pulchellus	extinct	11.608	12.7
Cephalocoris_pilosus	extinct	11.608	12.7
Pachymerus_obsoletus	extinct	11.608	12.7
Harpactor_maculipes	extinct	11.608	12.7
Harpactor_obsoletus	extinct	11.608	12.7
Prostemma_oeningensis	extinct	11.608	12.7
Corixidae	extinct	11.608	12.7
Pachycoris_protogaeus	extinct	11.608	12.7
Cydnopsis_exilis	extinct	11.608	12.7
Pachycoris_germari	extinct	11.608	12.7
Pachycoris_escheri	extinct	11.608	12.7
Pentatoma_longiceps	extinct	11.608	12.7
Halys_bruckmanni	extinct	11.608	12.7
Eurydema_impudica	extinct	11.608	12.7
Eurydema_brevicollis	extinct	11.608	12.7
Eusarcoris_pinguis	extinct	11.608	12.7
Pachymerus_oblongus	extinct	11.608	12.7
Lygaeites_obsoletus	extinct	11.608	12.7
Evagoras_impressus	extinct	11.608	12.7
Belostomatidae	extinct	11.608	12.7
Pseudophana_amatoria	extinct	11.608	12.7
Membracites_cristatus	extinct	11.608	12.7
Cercopis_oeningensis	extinct	11.608	12.7
Aphrophora_spumarioides	extinct	11.608	12.7
Pachycoris_germari	extinct	11.608	12.7
Cydnus_atavinus	extinct	11.608	12.7
Pentatoma_antiquum	extinct	11.608	12.7
Pentatoma_vetustum	extinct	11.608	12.7
Pentatoma_stigmatum	extinct	11.608	12.7
Eurydema_effossa	extinct	11.608	12.7
Eusarcoris_prodromus	extinct	11.608	12.7
Harmostites_oeningensis	extinct	11.608	12.7
Hypselonotus_lavateri	extinct	11.608	12.7
Berytopsis_femoralis	extinct	11.608	12.7
Harpactor_longipes	extinct	11.608	12.7
Lyristes_emathion	extinct	11.608	12.7
Aphrophora_spumarioides	extinct	11.608	12.7
Tetyra_hassii	extinct	11.608	12.7
Aphrophora_molassica	extinct	23.03	28.4
Pemphigus_bursifex	extinct	11.608	12.7
Heeralydus_bucculatus	extinct	11.608	12.7
Cydnopsis_haidingeri	extinct	11.608	12.7
Ledophora_producta	extinct	11.608	12.7
Cicadellites_oblongus	extinct	11.608	12.7
Syromastes_coloratus	extinct	11.608	12.7
Lygaeus_dasypus	extinct	11.608	12.7
Pachymerus_morio	extinct	11.608	12.7
Lygaeites_acutus	extinct	11.608	12.7
Cydnus_tertiarius	extinct	11.608	12.7
Heteroptera	extinct	11.608	12.7
Cydnus_sagittifer	extinct	11.608	12.7
Aelia_obsoleta	extinct	11.608	12.7
Halys_bruckmanni	extinct	11.608	12.7
Harpactor_bruckmanni	extinct	11.608	12.7
Cicadellites_bruckmanni	extinct	11.608	12.7
Syromastes_affinis	extinct	11.608	12.7
Aphrophora_spumarioides	extinct	11.608	12.7
Syromastes_coloratus	extinct	11.608	12.7
Syromastes_buchii	extinct	11.608	12.7
Coreites_redemtus	extinct	11.608	12.7
Lygaeus_tinctus	extinct	11.608	12.7
Lygaeites_ovalis	extinct	11.608	12.7
Corixidae	extinct	11.608	12.7
Cicada_aichhorni	extinct	11.608	12.7
Cydnopsis_coleopteroides	extinct	11.608	12.7
Cydnus_tertiarius	extinct	11.608	12.7
Lygaeus_atavinus	extinct	11.608	12.7
Cercopis_gigantea	extinct	11.608	12.7
Lygaeus_ventralis	extinct	11.608	12.7
Lygaeites_lividus	extinct	11.608	12.7
Cydnopsis_haidingeri	extinct	11.608	12.7
Neurocoris_elongatus	extinct	11.608	12.7
Pentatoma_lividum	extinct	11.608	12.7
Acanthosoma_morloti	extinct	11.608	12.7
Acanthosoma_livida	extinct	11.608	12.7
Spartocerus_maculatus	extinct	11.608	12.7
Palaeocoris_spectabilis	extinct	11.608	12.7
Coreites_crassus	extinct	11.608	12.7
Coreites_oblongus	extinct	11.608	12.7
Heterogaster_radobojanus	extinct	11.608	12.7
Aradus_antediluvianus	extinct	11.608	12.7
Tingis_obscura	extinct	11.608	12.7
Nabis_livida	extinct	11.608	12.7
Nabis_maculata	extinct	11.608	12.7
Cicada_ungeri	extinct	11.608	12.7
Cicada_bifasciata	extinct	11.608	12.7
Locrites_haidingeri	extinct	11.608	12.7
Aphrophora_ungeri	extinct	11.608	12.7
Cercopis_fasciata	extinct	11.608	12.7
Cercopis_charpentieri	extinct	11.608	12.7
Cercopis_longicollis	extinct	11.608	12.7
Acocephalus_curtulus	extinct	11.608	12.7
Greenidea_pallescens	extinct	11.608	12.7
Greenidea_morloti	extinct	11.608	12.7
Lachnus_pectorosus	extinct	11.608	12.7
Cydnopsis_haidingeri	extinct	11.608	12.7
Cydnus_brevicollis	extinct	11.608	12.7
Lygaeus_deucalionis	extinct	11.608	12.7
Pachymerus_bisignatus	extinct	11.608	12.7
Cercopis_charpentieri	extinct	11.608	12.7
Greenidea_pallescens	extinct	11.608	12.7
Cydnopsis_scutellaris	extinct	11.608	12.7
Neurocoris_rotundatus	extinct	11.608	12.7
Phloeocoris_monstrosus	extinct	11.608	12.7
Spartocerus_insignis	extinct	11.608	12.7
Cercopis_pallida	extinct	11.608	12.7
Cercopis_lanceolata	extinct	11.608	12.7
Tettigonia_antiqua	extinct	11.608	12.7
Bythoscopus_melanoneurus	extinct	11.608	12.7
Cydnus_brevicollis	extinct	11.608	12.7
Neurocoris_rotundatus	extinct	11.608	12.7
Pentatoma_morloti	extinct	11.608	12.7
Acanthosoma_morloti	extinct	11.608	12.7
Acanthosoma_maculata	extinct	11.608	12.7
Heterogaster_redivivus	extinct	11.608	12.7
Lygaeites_pusillus	extinct	11.608	12.7
Nabis_maculata	extinct	11.608	12.7
Harpactor_gracilis	extinct	11.608	12.7
Tettigometra_debilis	extinct	11.608	12.7
Cercopis_rectelinea	extinct	11.608	12.7
Dictyophorites_tingitinus	extinct	11.608	12.7
Heterogaster_troglodytes	extinct	11.608	12.7
Nabis_vagabunda	extinct	11.608	12.7
Nabis_livida	extinct	11.608	12.7
Locrites_haidingeri	extinct	11.608	12.7
Cercopis_fasciata	extinct	11.608	12.7
Ptyelus_spumiferus	extinct	11.608	12.7
Tettigonia_morio	extinct	11.608	12.7
Acocephalus_crassiusculus	extinct	11.608	12.7
Deltocephalinae	extinct	11.608	12.7
Cicadellites_pallidus	extinct	11.608	12.7
Cicadellites_nigriventris	extinct	11.608	12.7
Greenidea_macrostyla	extinct	11.608	12.7
Greenidea_morloti	extinct	11.608	12.7
Aphanus_murchisonae	extinct	23.03	28.1
Aphanus_murchisonae	extinct	23.03	28.1
Aphrophora_pinguicula	extinct	23.03	28.1
Bythoscopus_muscarius	extinct	23.03	28.1
Eurydema_impudica	extinct	23.03	28.1
Aphanus_murchisonae	extinct	23.03	28.1
Aphanus_murchisonae	extinct	23.03	28.1
Aphanus_pulchellus	extinct	23.03	28.1
Aphanus_pulchellus	extinct	23.03	28.1
Diniella_fasciata	extinct	23.03	28.1
Heterogaster_antiquus	extinct	23.03	28.1
Heterogaster_pumilio	extinct	23.03	28.1
Ptyelus_spumiferus	extinct	23.03	28.1
Aphanus_pulchellus	extinct	23.03	28.1
Leptoscelis_humata	extinct	28.4	33.9
Lygaeus_fossitius	extinct	28.4	33.9
Celinapterix_bellissima	extinct	55.8	58.7
Cratonepa_enigmatica	extinct	112.03	122.46
Cratonepa_enigmatica	extinct	112.03	122.46
Cratonepa_enigmatica	extinct	112.03	122.46
Cratonepa_enigmatica	extinct	112.03	122.46
Eutrichosiphum_europaeum	extinct	15.97	20
Eutrichosiphum_europaeum	extinct	11.608	15.97
Eutrichosiphum_europaeum	extinct	15.97	20
Greenidea_hispanica	extinct	15.97	20
Greenideoida_(Pentatrichosiphum)_turolensis	extinct	15.97	20
Mollitrichosiphum_rubusensis	extinct	15.97	20
Greenidea_hispanica	extinct	15.97	20
Greenideoida_(Pentatrichosiphum)_turolensis	extinct	15.97	20
Progonocimex_jurassicus	extinct	182	183
Progonocimex_liasinus	extinct	182	183
Eocercopis_ancyloptera	extinct	182	183
Eocercopis_similis	extinct	182	183
Archicercopis_falcatus	extinct	182	183
Archegocimex_geinitzi	extinct	182	183
Archegocimex_primitiva	extinct	182	183
Archegocimex_liadis	extinct	182	183
Progonocoris_pictus	extinct	182	183
Anosmus_spilopterus	extinct	182	183
Archegocimicidae	extinct	182	183
Pachymeridium_dubium	extinct	182	183
Sisyrocoris_rudis	extinct	182	183
Hypocimex_membranaceus	extinct	182	183
Apsicoria_semideleta	extinct	182	183
Cathalus_alutaceus	extinct	182	183
Psychrocoris_cuneifera	extinct	182	183
Cuneocoris_geinitzi	extinct	182	183
Apopnus_magniclavus	extinct	182	183
Aphlebocoris_punctata	extinct	182	183
Popovigocimex_yurii	extinct	228	237
Yurigocimex_popovi	extinct	228	237
Lariojaprosbole_melchori	extinct	228	237
Prosbolidinella_riorastensis	extinct	252.17	254.17
Argentinopheloscyta_forsterae	extinct	228	237
Gualoscytina_mayae	extinct	228	237
Australocicada_arcucciae	extinct	228	237
Gallegomorphoptila_gigantea	extinct	228	237
Gallegomorphoptila_pulcherrima	extinct	228	237
Gallegomorphoptila_acostai	extinct	228	237
Gallegomorphoptila_breviptera	extinct	228	237
Procymophyes_lithax	extinct	15.97	20.43
Miomonalonion_conoidifrons	extinct	15.97	20.43
Bandelnielsenia_chilena	extinct	228	237
Argentinocicada_magna	extinct	228	237
Argentinocicada_minima	extinct	228	237
Potrerillia_nervosa	extinct	228	237
Miogonates_subimpunctatus	extinct	15.97	20.43
Euscelis_palmeri	extinct	15.97	20.43
Cretorthezia_hammanaica	extinct	125.45	130
Hammanococcus_setosus	extinct	125.45	130
Hammanococcus	extinct	125.45	130
Lebanococcus_longiventris	extinct	125.45	130
Palaeosteingelia_acrai	extinct	125.45	130
Palaeosteingelia_caudata	extinct	125.45	130
Palaeosteingelia	extinct	125.45	130
Apticoccus_minutus	extinct	125.45	130
Palaeotupo_danieleae	extinct	125.45	130
Pennygullania_electrina	extinct	125.45	130
Pennygullania	extinct	125.45	130
Cretorthezia	extinct	125.45	130
Kukaspis_usingeri	extinct	93.9	100.5
Burmacoccus_danyi	extinct	93.5	99.6
Albicoccus_dimai	extinct	93.5	99.6
Marmyan_barbarae	extinct	93.5	99.6
Niryasaburnia_burmitina	extinct	93.5	99.6
Parvaverrucosa_annulata	extinct	93.5	99.6
Burmitaphis_prolatum	extinct	93.5	99.6
Caulinus_burmitis	extinct	93.5	99.6
Quasicimex_eilapinastes	extinct	93.5	99.6
Disphaerocephalus_constrictus	extinct	93.5	99.6
Disphaerocephalus_swinhoei	extinct	93.5	99.6
Disphaerocephalus_macropterus	extinct	93.5	99.6
Paenicotechys_fossilis	extinct	93.5	99.6
Plecophlebus_nebulosus	extinct	93.5	99.6
Cacheutacicada_kurtzae	extinct	228	237
Gallegomorphoptila_kotejai	extinct	228	237
Saaloscytina_carmonae	extinct	228	237
Saaloscytina_carmonae	extinct	228	237
Cretogerris_albianus	extinct	99.6	105.3
Mesoveliidae	extinct	99.6	105.3
Canadaphis_carpenteri	extinct	70.6	83.5
Aradus_creticus	extinct	70.6	83.5
Cretamyzus_pikei	extinct	70.6	83.5
Mesozoicaphis_tuberculata	extinct	70.6	83.5
Mesozoicaphis_canadensis	extinct	70.6	83.5
Mesozoicaphis_parva	extinct	70.6	83.5
Calgariaphis_unguifera	extinct	70.6	83.5
Albertaphis_longirostris	extinct	70.6	83.5
Campaniaphis_albertae	extinct	70.6	83.5
Mesozoicaphis_electri	extinct	70.6	83.5
Mesozoicaphis_tuberculata	extinct	70.6	83.5
Jascopus_notabilis	extinct	70.6	83.5
Longiradius_foottitti	extinct	70.6	83.5
Longiradius_foottitti	extinct	70.6	83.5
Canaphis_albertensis	extinct	70.6	83.5
Aphidinius_constrictus	extinct	70.6	83.5
Mesozoicaphis_canadensis	extinct	70.6	83.5
Mesozoicaphis_canadensis	extinct	70.6	83.5
Mesozoicaphis_canadensis	extinct	70.6	83.5
Palaeogreenidea_rittae	extinct	13.6	15.97
Similidrepan_pulawskii	extinct	13.6	15.97
Nevaphis_nevadensis	extinct	13.6	15.97
Americaphis_longipes	extinct	13.6	15.97
Lachnarius_miocaenicus	extinct	13.6	15.97
Eriosaphis_leei	extinct	13.6	15.97
Eriosomaphis_jesperi	extinct	13.6	15.97
Eriosomaphis_occidentalis	extinct	13.6	15.97
Palaeoaphis_archimedia	extinct	70.6	83.5
Ambaraphis_costalis	extinct	70.6	83.5
Alloambria_caudata	extinct	70.6	83.5
Pseudambria_longirostris	extinct	70.6	83.5
Aniferella_bostoni	extinct	70.6	83.5
Aradus_goellnerae	extinct	33.9	38
Aradus_lativentris	extinct	33.9	38
Parazetekella_eocenica	extinct	48.6	55.8
Canadaphis_carpenteri	extinct	70.6	83.5
Yuripopovina_magnifica	extinct	125.45	130
Ipsvicia_langenbergensis	extinct	205.6	212
Paernis_gregorius	extinct	33.9	38
Yuripopoverus_africanus	extinct	0	0.0117
Psallops_popovi	extinct	13.82	20.44
Akmazeina_santonorum	extinct	99.6	105.3
Palaeoleptus_burmanicus	extinct	93.5	99.6
Pyrenicocephalus_jarzembowskii	extinct	47.8	56
Magrebarcta_africana	extinct	113	125
Ignotingis_mirifica	extinct	113	125
Pristinochterus_zhangi	extinct	125.45	130
Pristinochterus_zhangi	extinct	122.46	125.45
Pristinochterus_zhangi	extinct	113	125
Odrowazicoris_polonicus	extinct	199.3	201.3
Leptonannus_miocenicus	extinct	15.97	23.03
Austris_raffelis	extinct	33.9	38
Woottonia_phalerata	extinct	208.5	228
Pelorisca_connectens	extinct	228	237
Cicadocoris	extinct	157.3	163.5
Libanohypselosoma_popovi	extinct	125.45	130
Karabasia_kovalevi	extinct	166.1	170.3
Karabasia_constellata	extinct	129.4	132.9
Karabasia_evansi	extinct	145	152.1
Karabasia_evansi	extinct	145	152.1
Karabasiidae	extinct	122.46	125.45
Hoploridium_dollingi	extinct	113	125
Hoploridium_dollingi	extinct	113	125
Hoploridium_dollingi	extinct	113	125
Hoploridium_dollingi	extinct	113	125
Hoploridium_dollingi	extinct	113	125
Hoploridium_dollingi	extinct	113	125
Hoploridium_dollingi	extinct	113	125
Eocercopis_ovalis	extinct	182	183
Netutela_annunciator	extinct	83.6	86.3
Alavesiaphis_margaritae	extinct	109	112.03
Notonecta_mazzoniae	extinct	113	125
Ambarcader_eugenei	extinct	93.5	99.6
Ebboa_areolata	extinct	99.6	105.3
Ebboa_areolata	extinct	93.9	100.5
Dinoscyta_microcephala	extinct	272.3	279.3
Simulaphis_shaposhnikovi	extinct	252.17	254.17
Pincombea	extinct	252.17	254.17
Boreoscyta_nefasta	extinct	268.8	272.3
Coccavus_supercubitus	extinct	228	237
Coccavus_supercubitus	extinct	228	237
Panirena_sukatshevae	extinct	145	152.1
Panirena_tenella	extinct	166.1	170.3
Naibia_zherichini	extinct	41.3	47.8
Naibiidae	extinct	41.3	47.8
Mirivena_robusta	extinct	157.3	166.1
Gerrinae	extinct	28.4	33.9
Anirma_longiclavalis	extinct	70.6	83.5
Manaria_minor	extinct	70.6	83.5
Cretamiris_zherikhini	extinct	70.6	83.5
Armanomiris_cretaceous	extinct	70.6	83.5
Armanomiris_klimaszewskii	extinct	70.6	83.5
Progonocimicidae	extinct	166.1	168.3
Archiokrisna_garciamarquezi	extinct	13.82	20.44
Krocarites_reflexa	extinct	13.82	20.44
Jassoqualus_hispaniolensis	extinct	13.82	20.44
Phymacysta_stysi	extinct	13.82	20.44
Pavlostysia_wunderlichi	extinct	33.9	38
Proxylastodoris_gerdae	extinct	33.9	38
Hypsipteryx_hoffeinsorum	extinct	33.9	38
Proxylastodoris_gerdae	extinct	33.9	38
Vianathauma_pericarti	extinct	89.8	93.9
Loricula_(Loricula)_polonica	extinct	33.9	38
Baptista_vetai	extinct	33.9	38
Scarabaeides_deperditus	extinct	145	150.8
Mesonepa_primordialis	extinct	145	150.8
Mesocorixa_tenuielythris	extinct	145	150.8
Protodoris_minusculus	extinct	48.6	55.8
Scytinoptera_mexicana	extinct	259.9	265.1
Cydnidae	extinct	20.44	23.03
Cydnidae	extinct	20.44	23.03
Scutellerinae	extinct	20.44	23.03
Pentatomidae	extinct	20.44	23.03
Lygaeidae	extinct	20.44	23.03
Coccidae	extinct	20.44	23.03
Eopiesma_trimerum	extinct	48.6	55.8
Permocicada_subangustata	extinct	252.17	259.9
Prosbolidae	extinct	252.17	259.9
Tychtoscytina_kusnezkiensis	extinct	252.17	259.9
Scytinopteridae	extinct	252.17	259.9
Tychticola_longipenna	extinct	252.17	259.9
Scytocixius	extinct	252.17	259.9
Prosbole_similis	extinct	268.8	272.3
Prosbole_zekkeli	extinct	268.8	272.3
Prosbole_sojanensis	extinct	268.8	272.3
Prosbole_sojanensis	extinct	268.8	272.3
Prosbole_sojanensis	extinct	268.8	272.3
Prosbole_affinis	extinct	268.8	272.3
Prosbole_nodosa	extinct	268.8	272.3
Prosbole_indistincta	extinct	268.8	272.3
Prosbole_cellulifera	extinct	268.8	272.3
Prosbole_curvimarginata	extinct	268.8	272.3
Prosbole_dilatata	extinct	268.8	272.3
Prosbole_reducta	extinct	268.8	272.3
Prosbole_jucunda	extinct	268.8	272.3
Prosbole_dilatata	extinct	268.8	272.3
Prosbole_propinqua	extinct	268.8	272.3
Prosbole_incerta	extinct	268.8	272.3
Prosbole_brevialata	extinct	268.8	272.3
Prosbole_longialata	extinct	268.8	272.3
Prosbole_ivagorae	extinct	268.8	272.3
Prosbole_ivagorae	extinct	268.8	272.3
Prosbole_permocicadoides	extinct	268.8	272.3
Permocicada_integra	extinct	268.8	272.3
Prosbole_permocicadoides	extinct	268.8	272.3
Permocicada_integra	extinct	268.8	272.3
Permocicada_integra	extinct	268.8	272.3
Permocicada_idelensis	extinct	268.8	272.3
Permocicada_idelensis	extinct	268.8	272.3
Permocicada_idelensis	extinct	268.8	272.3
Permocicada_nigronervosa	extinct	268.8	272.3
Permocicada_nigronervosa	extinct	268.8	272.3
Permocicada_nigronervosa	extinct	268.8	272.3
Permocicada_nigronervosa	extinct	268.8	272.3
Permocicada_triramosa	extinct	268.8	272.3
Permocicada_triramosa	extinct	268.8	272.3
Permocicada_sublata	extinct	268.8	272.3
Permocicada_perlata	extinct	268.8	272.3
Permocicada_simulatrix	extinct	268.8	272.3
Permocicada_simulatrix	extinct	268.8	272.3
Permocicada_simulatrix	extinct	268.8	272.3
Permocicada_subtruncata	extinct	268.8	272.3
Permocicada_elliptica	extinct	268.8	272.3
Permocicada_pusilla	extinct	268.8	272.3
Permocicada_pusilla	extinct	268.8	272.3
Permocicada_incompleta	extinct	268.8	272.3
Sojanoneura_bimaculata	extinct	268.8	272.3
Sojanoneura_bimaculata	extinct	268.8	272.3
Sojanoneura_bimaculata	extinct	268.8	272.3
Sojanoneura_tincta	extinct	268.8	272.3
Sojanoneura_tincta	extinct	268.8	272.3
Sojanoneura_triangularis	extinct	268.8	272.3
Sojanoneura_triangularis	extinct	268.8	272.3
Sojanoneura_triangularis	extinct	268.8	272.3
Sojanoneura_triangularis	extinct	268.8	272.3
Sojanoneura_edemskii	extinct	268.8	272.3
Sojanoneura_edemskii	extinct	268.8	272.3
Sojanoneura_edemskii	extinct	268.8	272.3
Sojanoneura_kazanensis	extinct	268.8	272.3
Sojanoneura_kazanensis	extinct	268.8	272.3
Sojanoneura_kazanensis	extinct	268.8	272.3
Sojanoneura_kazanensis	extinct	268.8	272.3
Sojanoneura_dubiosa	extinct	268.8	272.3
Sojanoneura_elytrata	extinct	268.8	272.3
Sojanoneura	extinct	268.8	272.3
Sojanoneura_innominata	extinct	268.8	272.3
Sojanoneura_furcatula	extinct	268.8	272.3
Sojanoneura_furcatula	extinct	268.8	272.3
Sojanoneura_furcatula	extinct	268.8	272.3
Sojanoneura_proxima	extinct	268.8	272.3
Sojanoneura_zekkeliana	extinct	268.8	272.3
Permocicadopsis_letopalensis	extinct	268.8	272.3
Permocicadopsis_angustata	extinct	268.8	272.3
Permocicadopsis_angustata	extinct	268.8	272.3
Permocicadopsis_angustata	extinct	268.8	272.3
Permocicadopsis_angustata	extinct	268.8	272.3
Permocicadopsis_aberrans	extinct	268.8	272.3
Permocicadopsis_aberrans	extinct	268.8	272.3
Permocicadopsis_aberrans	extinct	268.8	272.3
Permocicadopsis_aberrans	extinct	268.8	272.3
Permocicadopsis_aberrans	extinct	268.8	272.3
Permocicadopsis_aberrans	extinct	268.8	272.3
Permocicadopsis_insignis	extinct	268.8	272.3
Eocader_babyrussus	extinct	13.82	20.44
Eocader_babyrussus	extinct	13.82	20.44
Eocader_babyrussus	extinct	13.82	20.44
Buzinia_couillardi	extinct	99.6	105.3
Tanaia_burmitica	extinct	93.5	99.6
Lutetiacader_petrefactus	extinct	40.4	48.6
Amberofulvius_dentatus	extinct	33.9	38
Brachypicritus_ribesi	extinct	33.9	38
Electrocoris_brunneus	extinct	33.9	38
Electrocoris_pubescens	extinct	33.9	38
Worskaito_stenexi	extinct	33.9	38
Microvelia_polhemi	extinct	13.82	20.44
Mezira_scheveni	extinct	13.82	20.44
Mixocapsus_eocenicus	extinct	33.9	38
Amnestus_guapinolinus	extinct	15.97	23.03
Termitaradus_avitinquilinus	extinct	13.82	20.44
Metrocephala_schaeferi	extinct	33.9	38
Succineogerris_nilsi	extinct	33.9	38
Rhipiscytina_brimis	extinct	254.17	259.9
Furcascytina_radia	extinct	254.17	259.9
Scopiprosbole_caespis	extinct	254.17	259.9
Hallodapomimus_elektrinus	extinct	33.9	38
Hallodapomimus_elektrinus	extinct	33.9	38
Hallodapomimus_elektrinus	extinct	33.9	38
Hallodapomimus_krzeminskiorum	extinct	33.9	38
Hallodapomimus_succinus	extinct	33.9	38
Davispia_bearcreekensis	extinct	56	59.2
Peregrinpachymeridium_comitcola	extinct	157.3	166.1
Corollpachymeridium_heteroneurus	extinct	157.3	166.1
Incertametra_santanensis	extinct	112.03	122.46
Incertametra_santanensis	extinct	112.03	122.46
Incertametra_santanensis	extinct	112.03	122.46
Sinojuraphis_ningchengensis	extinct	157.3	166.1
Arroyoscyta_novaemexicana	extinct	298.9	303.7
Thionia_douglundbergi	extinct	13.82	20.44
Popovophysa_entzmingeri	extinct	70.6	83.5
Popovophysa_entzmingeri	extinct	70.6	83.5
Leptaphelocheirus_lenticulus	extinct	161.2	164.7
Aenictobelostoma_primitivum	extinct	161.2	164.7
Gondwanaptera_capsii	extinct	272.3	279.3
Tainarys_reposta	extinct	13.82	20.44
Limbopsylla_mortua	extinct	13.82	20.44
Platycorypha_carabeus	extinct	13.82	20.44
Euryconus_muta	extinct	13.82	20.44
Otroacizzia_prosapia	extinct	13.82	20.44
Otroacizzia_tertia	extinct	13.82	20.44
Platycorypha_olima	extinct	13.82	20.44
Heterotrioza_grimaldii	extinct	13.82	20.44
Rhinopsyllida_acutealla	extinct	13.82	20.44
Prosbole_iratiensis	extinct	272.3	279.3
Prosbolecicada_gondwanica	extinct	272.3	279.3
Paracicadopsis_mendezalzolai	extinct	279.3	290.1
Ignotala_mirifica	extinct	252.17	254.17
Megoniella_multinerva	extinct	252.17	254.17
Austroprosboloides_vandijki	extinct	252.17	254.17
Dysmorphoscartella_lobata	extinct	252.17	254.17
Dallasiellus_(Dallasiellus)_succineus	extinct	13.82	20.44
Amnestus_electricus	extinct	13.82	20.44
Amnestus_priscus	extinct	13.82	20.44
Amnestus_electricus	extinct	13.82	20.44
Oligocixia_electrina	extinct	13.82	20.44
Mindazerius_dominicanus	extinct	13.82	20.44
Dominicaphis_succini	extinct	13.82	20.44
Protoscena_baltica	extinct	33.9	38
Euryconus_soriae	extinct	13.82	20.44
Evanscicada_speciosa	extinct	268.8	272.3
Evanscicada_praelonga	extinct	268.8	272.3
Evanscicada_dictyoptera	extinct	268.8	272.3
Evanscicada_rectimarginata	extinct	268.8	272.3
Borisrohdendorfia_picturata	extinct	268.8	272.3
Archescytina_kaltanica	extinct	268.8	272.3
Kaltanaphis_permiensis	extinct	268.8	272.3
