"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus"
"530198","occ","","","54136","Deinotherium","genus","43280","Serravallian","Tortonian","13.82","7.246","14634","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"536080","occ","","","49942","Barytherium","genus","43284","Bartonian","","41.3","38","14946","Chordata","Mammalia","Proboscidea","Barytheriidae","Barytherium"
"536081","occ","","","49942","Phiomia","genus","43252","Bartonian","","41.3","38","14946","Chordata","Mammalia","Proboscidea","Phiomiidae","Phiomia"
"536090","occ","","","55449","Barytherium","genus","43284","Late Eocene","Early Oligocene","37.2","28.4","14946","Chordata","Mammalia","Proboscidea","Barytheriidae","Barytherium"
"536091","occ","","","55449","Moeritherium trigonodon","species","86198","Late Eocene","Early Oligocene","37.2","28.4","14946","Chordata","Mammalia","Proboscidea","Moeritheriidae","Moeritherium"
"536092","occ","","","55449","Phiomia","genus","43252","Late Eocene","Early Oligocene","37.2","28.4","14946","Chordata","Mammalia","Proboscidea","Phiomiidae","Phiomia"
"536093","occ","","","55449","Phiomia","genus","43252","Late Eocene","Early Oligocene","37.2","28.4","14946","Chordata","Mammalia","Proboscidea","Phiomiidae","Phiomia"
"536803","occ","","","42060","Gomphotherium angustidens","species","157812","Middle Miocene","","15.97","11.608","15013","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium"
"540270","occ","","","56376","Mammuthus","genus","43266","Early Pleistocene","","2.588","0.781","15189","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"540275","occ","","","56377","Mammuthus","genus","43266","Pleistocene","","2.588","0.0117","15189","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"541085","occ","","","56563","Deinotherium giganteum","species","90204","Late Miocene","","11.608","5.333","15232","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"541086","occ","","","56563","Gomphotherium angustidens","species","157812","Late Miocene","","11.608","5.333","15232","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium"
"541087","occ","","","56563","Choerolophodon pentelici","species","90205","Late Miocene","","11.608","5.333","15232","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Choerolophodon"
"541088","occ","","","56563","Synconolophus","genus","43260","Late Miocene","","11.608","5.333","15232","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Synconolophus"
"541713","occ","24636","","56682","Mammutidae","family","43273","Rupelian","","33.9","28.1","12845","Chordata","Mammalia","Proboscidea","Mammutidae",""
"544682","occ","","","57007","Mastodontidae","family","96037","Burdigalian","","20.44","15.97","15377","Chordata","Mammalia","Proboscidea","Mastodontidae",""
"544683","occ","","","57007","Gomphotheriidae","family","43240","Burdigalian","","20.44","15.97","15377","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"558979","occ","","","58089","Cuvieronius tropicus","species","45650","Irvingtonian","","1.8","0.3","15601","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius"
"558980","occ","","","58089","Mammut americanum","species","46016","Irvingtonian","","1.8","0.3","15601","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"558981","occ","","","58089","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","15601","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"569053","occ","","","59733","Moeritherium chehbeurameuri","species","77214","Bartonian","Priabonian","41.3","33.9","17106","Chordata","Mammalia","Proboscidea","Moeritheriidae","Moeritherium"
"570381","occ","","","59839","Anancus kenyensis","species","159431","Messinian","","7.246","5.333","17171","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus"
"570382","occ","","","59839","Loxodonta","genus","43265","Messinian","","7.246","5.333","17171","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta"
"575620","occ","","","60534","Choerolophodon","genus","43243","MN 12","","7.75","7.246","17400","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Choerolophodon"
"583589","occ","","","21695","Loxodonta africana","species","157817","Pleistocene","","2.588","0.0117","17685","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta"
"592861","occ","","","26574","Gomphotheriidae","family","43240","Late Hemphillian","Blancan","10.3","1.8","18109","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"596013","occ","","","63150","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18185","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"596643","occ","","","63216","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18194","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
