"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus"
"599408","occ","","","63576","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599409","occ","","","63577","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599410","occ","","","63578","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599411","occ","","","63579","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599412","occ","","","63580","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599413","occ","","","63581","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599414","occ","","","63582","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599415","occ","","","63583","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599416","occ","","","63584","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599427","occ","","","63585","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599428","occ","","","63586","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599438","occ","","","63587","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599440","occ","","","63589","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599441","occ","","","63590","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599442","occ","","","63591","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599443","occ","","","63592","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599444","occ","","","63593","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599445","occ","","","63594","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599446","occ","","","63595","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599447","occ","","","63596","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599448","occ","","","63597","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599449","occ","","","63598","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599450","occ","","","63599","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599451","occ","","","63600","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599452","occ","","","63601","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599453","occ","","","63602","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599454","occ","","","63603","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599455","occ","","","63604","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599456","occ","","","63605","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599457","occ","","","63606","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599458","occ","","","63607","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599459","occ","","","63608","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599460","occ","","","63609","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599461","occ","","","63610","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599462","occ","","","63611","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599463","occ","","","63612","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599464","occ","","","63613","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599465","occ","","","63614","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599466","occ","","","63615","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599467","occ","","","63616","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599468","occ","","","63617","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599469","occ","","","63618","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599470","occ","","","63619","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599471","occ","","","63620","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599472","occ","","","63621","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599473","occ","","","63622","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599474","occ","","","63623","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599475","occ","","","63624","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599476","occ","","","63626","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599477","occ","","","63627","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599478","occ","","","63628","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599479","occ","","","63629","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599494","occ","","","63630","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599495","occ","","","63631","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599496","occ","","","63632","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599497","occ","","","63633","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599498","occ","","","63634","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599499","occ","","","63635","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599500","occ","","","63636","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599501","occ","","","63637","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599502","occ","","","63638","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599503","occ","","","63639","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599504","occ","","","63640","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599505","occ","","","63641","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599506","occ","","","63642","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599507","occ","","","63643","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599508","occ","","","63644","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599509","occ","","","63645","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599510","occ","","","63646","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599511","occ","","","63647","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599512","occ","","","63648","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599513","occ","","","63649","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599514","occ","","","63650","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599515","occ","","","63651","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599516","occ","","","63652","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599517","occ","","","63653","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599518","occ","","","63655","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599520","occ","","","63656","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599521","occ","","","63657","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599522","occ","","","63658","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599523","occ","","","63659","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599526","occ","","","63661","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599527","occ","","","63662","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599528","occ","","","63663","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599529","occ","","","63664","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599530","occ","","","63665","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599535","occ","","","63666","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599536","occ","","","63668","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599537","occ","","","63669","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599552","occ","","","63670","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599553","occ","","","63671","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"599554","occ","","","63672","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
