"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=primates&taxon_reso=species"
"Access Time","Thu 2017-02-02 00:25:30 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","primates"
"","idreso","species"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.117"
"Records Found","2898"
"Records Returned","2898"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"171752","occ","","","15786","Teilhardina americana","species","52105","","Teilhardina americana","species","52105","Wasatchian","","55.8","50.3","1123"
"171755","occ","","","15787","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","1728"
"171762","occ","","","15788","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","1728"
"171763","occ","","","15788","Cantius ralstoni","species","44899","","Cantius ralstoni","species","50088","Wasatchian","","55.8","50.3","2336"
"171788","occ","","","15790","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","1728"
"171790","occ","2066","","15790","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","6294"
"171791","occ","","","15790","Tetonius matthewi","species","52191","","Tetonius matthewi","species","52191","Wasatchian","","55.8","50.3","1123"
"171807","occ","","","15792","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","1728"
"171824","occ","2068","","15793","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","6294"
"171826","occ","2070","","15793","Cantius ralstoni","species","44899","","Cantius ralstoni","species","50088","Wasatchian","","55.8","50.3","6294"
"171827","occ","2071","","15793","Teilhardina americana","species","52105","","Teilhardina americana","species","52105","Wasatchian","","55.8","50.3","1123"
"171853","occ","","","15794","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","1728"
"171865","occ","","","15796","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","1728"
"171866","occ","","","15796","Teilhardina crassidens","species","52106","","Teilhardina crassidens","species","52106","Wasatchian","","55.8","50.3","1123"
"171867","occ","","","15796","Tetonius matthewi","species","52191","","Tetonius matthewi","species","52191","Wasatchian","","55.8","50.3","1123"
"171892","occ","","","15799","Tetonius matthewi","species","52191","","Tetonius matthewi","species","52191","Wasatchian","","55.8","50.3","1123"
"171904","occ","","","15801","Tetonius matthewi","species","52191","","Tetonius matthewi","species","52191","Wasatchian","","55.8","50.3","1123"
"171913","occ","","","15803","Microsyops angustidens","species","48547","","Microsyops angustidens","species","45481","Wasatchian","","55.8","50.3","1728"
"171914","occ","","","15803","Pseudotetonius ambiguus","species","51217","","Pseudotetonius ambiguus","species","52188","Wasatchian","","55.8","50.3","1123"
"171919","occ","","","15804","Arctodontomys nuptus","species","44271","","Arctodontomys nuptus","species","49751","Wasatchian","","55.8","50.3","1728"
"171923","occ","","","15805","Microsyops angustidens","species","48547","","Microsyops angustidens","species","45481","Wasatchian","","55.8","50.3","1728"
"171925","occ","","","15805","Pseudotetonius ambiguus","species","51217","","Pseudotetonius ambiguus","species","52188","Wasatchian","","55.8","50.3","1123"
"171937","occ","","","15806","Microsyops angustidens","species","48547","","Microsyops angustidens","species","45481","Wasatchian","","55.8","50.3","1728"
"171944","occ","","","15807","Microsyops angustidens","species","48547","","Microsyops angustidens","species","45481","Wasatchian","","55.8","50.3","1728"
"171945","occ","","","15807","Pseudotetonius ambiguus","species","51217","","Pseudotetonius ambiguus","species","52188","Wasatchian","","55.8","50.3","1123"
"171962","occ","","","15811","Microsyops angustidens","species","48547","","Microsyops angustidens","species","45481","Wasatchian","","55.8","50.3","1728"
"171963","occ","","","15811","Microsyops cardiorestes","species","48549","","Microsyops cardiorestes","species","48549","Wasatchian","","55.8","50.3","1730"
"171967","occ","","","15812","Pseudotetonius ambiguus","species","51217","","Pseudotetonius ambiguus","species","52188","Wasatchian","","55.8","50.3","1123"
"171974","occ","","","15814","Microsyops angustidens","species","48547","","Microsyops angustidens","species","45481","Wasatchian","","55.8","50.3","1728"
"171994","occ","","","15818","Tetonius matthewi","species","52191","","Tetonius matthewi","species","52191","Wasatchian","","55.8","50.3","1123"
"172006","occ","","","15820","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","1728"
"172029","occ","","","15826","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","1728"
"172030","occ","","","15826","Tetonius matthewi","species","52191","","Tetonius matthewi","species","52191","Wasatchian","","55.8","50.3","1123"
"172036","occ","","","15828","Arctodontomys nuptus","species","44271","","Arctodontomys nuptus","species","49751","Wasatchian","","55.8","50.3","1728"
"172084","occ","2087","","15839","Cantius cf. nunienus","species","44898","","Cantius nunienus","species","50086","Wasatchian","","55.8","50.3","6294"
"172085","occ","2088","","15839","Microsyops cf. scottianus","species","48557","","Microsyops scottianus","species","48557","Wasatchian","","55.8","50.3","1730"
"172104","occ","","","15841","Microsyops cf. scottianus","species","48557","","Microsyops scottianus","species","48557","Wasatchian","","55.8","50.3","1931"
"172106","occ","2096","","15841","Notharctus cf. venticolus","species","49204","","Notharctus venticolus","species","49204","Wasatchian","","55.8","50.3","6294"
"172107","occ","","","15841","Cantius cf. frugivorus","species","44896","","Cantius frugivorus","species","50083","Wasatchian","","55.8","50.3","1931"
"172117","occ","2098","","15842","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","Wasatchian","","55.8","50.3","2933"
"172118","occ","2099","","15842","Cantius nunienus","species","44898","","Cantius nunienus","species","50086","Wasatchian","","55.8","50.3","2933"
"172119","occ","2100","","15842","Absarokius abbotti","species","43687","","Absarokius abbotti","species","44019","Wasatchian","","55.8","50.3","1284"
"172120","occ","","","15842","cf. Trogolemur myodes","species","52522","","Trogolemur myodes","species","52522","Wasatchian","","55.8","50.3","1284"
"172121","occ","","","15842","Loveina minuta","species","47774","","Loveina minuta","species","49193","Wasatchian","","55.8","50.3","1284"
"172153","occ","2113","","15845","Niptomomys doreenae","species","49179","","Niptomomys doreenae","species","49179","Wasatchian","","55.8","50.3","1116"
"172154","occ","2114","","15845","cf. Simpsonlemur jepseni","species","51578","","Simpsonlemur jepseni","species","50327","Wasatchian","","55.8","50.3","6294"
"172155","occ","2115","","15845","Tetonius matthewi","species","52191","","Tetonius matthewi","species","52191","Wasatchian","","55.8","50.3","1123"
"172156","occ","2116","","15845","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"172157","occ","2117","","15845","Microsyops angustidens","species","48547","","Microsyops angustidens","species","45481","Wasatchian","","55.8","50.3","1728"
"172178","occ","2126","","15846","Copelemur australotutus","species","45235","","Copelemur australotutus","species","45235","Wasatchian","","55.8","50.3","1036"
"172192","occ","2134","","15848","Cantius cf. nunienus","species","44898","","Cantius nunienus","species","50086","Wasatchian","","55.8","50.3","6294"
"172195","occ","2135","","15849","Cantius cf. nunienus","species","44898","","Cantius nunienus","species","50086","Wasatchian","","55.8","50.3","6294"
"172198","occ","2136","","15851","Microsyops cf. scottianus","species","48557","","Microsyops scottianus","species","48557","Wasatchian","","55.8","50.3","1730"
"172202","occ","2138","","15852","Cantius cf. nunienus","species","44898","","Cantius nunienus","species","50086","Wasatchian","","55.8","50.3","6294"
"172203","occ","2139","","15852","Microsyops cf. scottianus","species","48557","","Microsyops scottianus","species","48557","Wasatchian","","55.8","50.3","1730"
"172216","occ","2145","","15855","cf. Simpsonlemur jepseni","species","51578","","Simpsonlemur jepseni","species","50327","Wasatchian","","55.8","50.3","6294"
"172217","occ","2146","","15855","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"172236","occ","2153","","15862","cf. Simpsonlemur jepseni","species","51578","","Simpsonlemur jepseni","species","50327","Wasatchian","","55.8","50.3","6294"
"172237","occ","2154","","15862","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"172241","occ","2156","","15864","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"172252","occ","2162","","15865","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"172253","occ","2163","","15865","Microsyops angustidens","species","48547","","Microsyops angustidens","species","45481","Wasatchian","","55.8","50.3","1728"
"172264","occ","2165","","15868","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"172275","occ","2170","","15870","Microsyops angustidens","species","48547","","Microsyops angustidens","species","45481","Wasatchian","","55.8","50.3","1728"
"172278","occ","2171","","15870","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"172294","occ","2180","","15875","Cantius ralstoni","species","44899","","Cantius ralstoni","species","50088","Graybullian","","55.8","50.3","6294"
"172302","occ","2182","","15878","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Graybullian","","55.8","50.3","6294"
"172319","occ","2186","","15883","Tinimomys loomisi","species","52322","","Tinimomys loomisi","species","48925","Wasatchian","","55.8","50.3","6294"
"172320","occ","2187","","15883","Micromomys willwoodensis","species","48520","recombined as","Chalicomomys willwoodensis","species","48520","Wasatchian","","55.8","50.3","6294"
"172322","occ","","","15883","Ignacius graybullianus","species","47354","","Ignacius graybullianus","species","47354","Wasatchian","","55.8","50.3","2927"
"172326","occ","","","15884","Phenacolemur simonsi","species","50333","","Phenacolemur simonsi","species","50333","Wasatchian","","55.8","50.3","2927"
"172327","occ","","","15884","Ignacius graybullianus","species","47354","","Ignacius graybullianus","species","47354","Wasatchian","","55.8","50.3","2927"
"172328","occ","","","15884","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","2336"
"172353","occ","","","15887","Niptomomys doreenae","species","49179","","Niptomomys doreenae","species","49179","Wasatchian","","55.8","50.3","1116"
"172354","occ","2197","","15887","cf. Simpsonlemur jepseni","species","51578","","Simpsonlemur jepseni","species","50327","Wasatchian","","55.8","50.3","6294"
"172355","occ","2198","","15887","Tetonius n. sp. mckennai","species","52192","","Tetonius mckennai","species","52192","Wasatchian","","55.8","50.3","1123"
"172356","occ","2199","","15887","Tetonius matthewi","species","52191","","Tetonius matthewi","species","52191","Wasatchian","","55.8","50.3","1123"
"172357","occ","2200","","15887","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"172358","occ","2201","","15887","Microsyops angustidens","species","48547","","Microsyops angustidens","species","45481","Wasatchian","","55.8","50.3","1728"
"172380","occ","2211","","15889","Cantius cf. frugivorus","species","44896","","Cantius frugivorus","species","50083","Wasatchian","","55.8","50.3","6294"
"172414","occ","2228","","15893","Copelemur praetutus","species","45238","","Copelemur praetutus","species","50087","Wasatchian","","55.8","50.3","1036"
"172430","occ","10045","","15895","Microsyops angustidens","species","48547","","Microsyops angustidens","species","45481","Wasatchian","","55.8","50.3","3598"
"172432","occ","2235","","15895","Cantius frugivorus","species","44896","","Cantius frugivorus","species","50083","Wasatchian","","55.8","50.3","6294"
"172433","occ","2236","","15895","Anemorhysis pearcei","species","44088","recombined as","Tetonoides pearcei","species","52200","Wasatchian","","55.8","50.3","1122"
"172448","occ","","","15896","Chlororhysis n. sp. incomptus","species","45066","","Chlororhysis incomptus","species","45066","Wasatchian","","55.8","50.3","1122"
"172453","occ","","","15898","Plesiadapis dubius","species","50432","","Plesiadapis dubius","species","49221","Wasatchian","","55.8","50.3","2963"
"172461","occ","","","15901","Microsyops cf. scottianus","species","48557","","Microsyops scottianus","species","48557","Lostcabinian","","55.8","50.3","3329"
"172476","occ","","","15902","Microsyops cf. scottianus","species","48557","","Microsyops scottianus","species","48557","Wasatchian","","55.8","50.3","2149"
"172477","occ","","","15902","Notharctus venticolus","species","49204","","Notharctus venticolus","species","49204","Wasatchian","","55.8","50.3","2149"
"172478","occ","","","15902","Shoshonius cooperi","species","51543","","Shoshonius cooperi","species","51543","Wasatchian","","55.8","50.3","2149"
"172488","occ","2245","","15904","Megadelphus lundeliusi","species","47998","","Megadelphus lundeliusi","species","45484","Wasatchian","","55.8","50.3","6294"
"172500","occ","2251","","15906","Microsyops elegans","species","48550","","Microsyops elegans","species","47707","Wasatchian","","55.8","50.3","6294"
"172502","occ","2252","","15906","Absarokius abbotti","species","43687","","Absarokius abbotti","species","44019","Wasatchian","","55.8","50.3","1616"
"172513","occ","","","15907","Notharctus venticolus","species","49204","","Notharctus venticolus","species","49204","Wasatchian","","55.8","50.3","3636"
"172522","occ","2263","","15910","Microsyops elegans","species","48550","","Microsyops elegans","species","47707","Wasatchian","","55.8","50.3","6294"
"172543","occ","","","15912","Phenacolemur praecox","species","50331","","Phenacolemur praecox","species","50331","Wasatchian","","55.8","50.3","1358"
"172544","occ","","","15912","Phenacolemur simonsi","species","50333","","Phenacolemur simonsi","species","50333","Wasatchian","","55.8","50.3","2927"
"172545","occ","","","15912","Pulverflumen n. sp. magnificum","species","51264","","Pulverflumen magnificum","species","51264","Wasatchian","","55.8","50.3","2927"
"172546","occ","","","15912","Ignacius graybullianus","species","47354","","Ignacius graybullianus","species","47354","Wasatchian","","55.8","50.3","2927"
"172548","occ","2276","","15912","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","6294"
"172549","occ","2277","","15912","Tinimomys loomisi","species","52322","","Tinimomys loomisi","species","48925","Wasatchian","","55.8","50.3","2926"
"172550","occ","","","15912","Tinimomys graybulliensis","species","52321","","Tinimomys graybulliensis","species","52321","Wasatchian","","55.8","50.3","2926"
"172551","occ","2278","","15912","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"172574","occ","","","15915","Microsyops cf. scottianus","species","48557","","Microsyops scottianus","species","48557","Lostcabinian","","55.8","50.3","3329"
"172576","occ","","","15915","Shoshonius cooperi","species","51543","","Shoshonius cooperi","species","51543","Lostcabinian","","55.8","50.3","3329"
"172577","occ","10089","","15915","Artimonius witteri","species","44327","","Artimonius witteri","species","43694","Lostcabinian","","55.8","50.3","6294"
"172578","occ","","","15915","Notharctus cf. venticolus","species","49204","","Notharctus venticolus","species","49204","Lostcabinian","","55.8","50.3","3329"
"172634","occ","","","15917","Microsyops cf. scottianus","species","48557","","Microsyops scottianus","species","48557","Lostcabinian","","55.8","50.3","3336"
"172636","occ","","","15917","Shoshonius cooperi","species","51543","","Shoshonius cooperi","species","51543","Lostcabinian","","55.8","50.3","3336"
"172638","occ","","","15917","Hemiacodon n. sp. casamissus","species","46846","","Hemiacodon casamissus","species","46846","Lostcabinian","","55.8","50.3","1049"
"172639","occ","","","15917","Notharctus venticolus","species","49204","","Notharctus venticolus","species","49204","Lostcabinian","","55.8","50.3","3336"
"172640","occ","2296","","15917","Cantius nunienus","species","44898","","Cantius nunienus","species","50086","Lostcabinian","","55.8","50.3","6294"
"172641","occ","2297","","15917","Absarokius abbotti","species","43687","","Absarokius abbotti","species","44019","Lostcabinian","","55.8","50.3","6294"
"172710","occ","","","15930","Microsyops cf. scottianus","species","48557","","Microsyops scottianus","species","48557","Lostcabinian","","55.8","50.3","3329"
"172711","occ","","","15930","Uintasorex cf. parvulus","species","52572","","Uintasorex parvulus","species","52572","Lostcabinian","","55.8","50.3","3329"
"172715","occ","2308","","15930","Absarokius cf. abbotti","species","43687","","Absarokius abbotti","species","44019","Lostcabinian","","55.8","50.3","6294"
"172716","occ","","","15930","Shoshonius cooperi","species","51543","","Shoshonius cooperi","species","51543","Lostcabinian","","55.8","50.3","3329"
"172717","occ","2309","","15930","Trogolemur amplior","species","52520","","Trogolemur amplior","species","52520","Lostcabinian","","55.8","50.3","6294"
"172718","occ","2310","","15930","Cantius nunienus","species","44898","","Cantius nunienus","species","50086","Lostcabinian","","55.8","50.3","6294"
"172761","occ","2322","","15932","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","6294"
"172762","occ","2323","","15932","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"172775","occ","","","15933","Absarokius abbotti","species","43687","","Absarokius abbotti","species","44019","Wasatchian","","55.8","50.3","6196"
"172796","occ","2335","","15934","Absarokius abbotti","species","43687","","Absarokius abbotti","species","44019","Wasatchian","","55.8","50.3","6294"
"172797","occ","","","15934","n. gen. Loveina n. sp. zephyri","species","47778","","Loveina zephyri","species","47778","Wasatchian","","55.8","50.3","29655"
"172842","occ","","","15937","Absarokius abbotti","species","43687","","Absarokius abbotti","species","44019","Wasatchian","","55.8","50.3","2104"
"172843","occ","","","15937","Microsyops scottianus","species","48557","","Microsyops scottianus","species","48557","Wasatchian","","55.8","50.3","2104"
"172844","occ","","","15937","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","Wasatchian","","55.8","50.3","2104"
"172862","occ","","","15942","Microsyops cf. scottianus","species","48557","","Microsyops scottianus","species","48557","Wasatchian","","55.8","50.3","3329"
"172863","occ","","","15942","Uintasorex cf. parvulus","species","52572","","Uintasorex parvulus","species","52572","Wasatchian","","55.8","50.3","3329"
"172864","occ","","","15942","Loveina zephyri ?","species","47778","","Loveina zephyri","species","47778","Wasatchian","","55.8","50.3","3329"
"172865","occ","","","15942","Shoshonius cooperi","species","51543","","Shoshonius cooperi","species","51543","Wasatchian","","55.8","50.3","3329"
"172866","occ","2350","","15942","Absarokius abbotti","species","43687","","Absarokius abbotti","species","44019","Wasatchian","","55.8","50.3","6294"
"172867","occ","10090","","15942","Artimonius witteri","species","44327","","Artimonius witteri","species","43694","Wasatchian","","55.8","50.3","6294"
"172868","occ","","","15942","Notharctus cf. robinsoni","species","49198","","Notharctus robinsoni","species","49198","Wasatchian","","55.8","50.3","3329"
"172907","occ","","","15945","Notharctus cf. venticolus","species","49204","","Notharctus venticolus","species","49204","Lostcabinian","","55.8","50.3","3329"
"172941","occ","","","15963","Absarokius abbotti","species","43687","","Absarokius abbotti","species","44019","Wasatchian","","55.8","50.3","2055"
"172953","occ","2375","","15964","Loveina minuta","species","47774","","Loveina minuta","species","49193","Wasatchian","","55.8","50.3","6294"
"172955","occ","","","15964","Absarokius abbotti","species","43687","","Absarokius abbotti","species","44019","Wasatchian","","55.8","50.3","1760"
"172956","occ","2377","","15964","Simpsonlemur citatus","species","51577","","Simpsonlemur citatus","species","50323","Wasatchian","","55.8","50.3","6294"
"172957","occ","2378","","15964","Cantius frugivorus","species","44896","","Cantius frugivorus","species","50083","Wasatchian","","55.8","50.3","1675"
"172959","occ","2380","","15964","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","Wasatchian","","55.8","50.3","6294"
"173085","occ","","","15997","Microsyops scottianus","species","48557","","Microsyops scottianus","species","48557","Lostcabinian","","55.8","50.3","1749"
"173086","occ","","","15997","Loveina wapitiensis","species","47777","","Loveina wapitiensis","species","47777","Lostcabinian","","55.8","50.3","1749"
"173109","occ","","","16001","Microsyops scottianus","species","48557","","Microsyops scottianus","species","48557","Lostcabinian","","55.8","50.3","1749"
"173116","occ","","","16005","Microsyops scottianus","species","48557","","Microsyops scottianus","species","48557","Lostcabinian","","55.8","50.3","1749"
"173117","occ","","","16005","cf. Elwynella oreas","species","46071","","Elwynella oreas","species","46071","Lostcabinian","","55.8","50.3","1749"
"173118","occ","","","16005","Loveina wapitiensis","species","47777","","Loveina wapitiensis","species","47777","Lostcabinian","","55.8","50.3","1749"
"173128","occ","","","16007","Ignacius graybullianus","species","47354","","Ignacius graybullianus","species","47354","Wasatchian","","55.8","50.3","2927"
"173146","occ","2418","","16015","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","6294"
"173151","occ","2421","","16016","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"173156","occ","2425","","16017","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","6294"
"173157","occ","2426","","16017","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"173159","occ","2427","","16018","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","6294"
"173160","occ","2428","","16018","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"173174","occ","2436","","16020","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","6294"
"173178","occ","2438","","16021","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"173179","occ","2439","","16021","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","6294"
"173194","occ","2447","","16024","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"173204","occ","2452","","16027","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","6294"
"173205","occ","2453","","16027","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"173217","occ","2459","","16029","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"173227","occ","2462","","16032","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"173234","occ","","","16035","Phenacolemur simonsi","species","50333","","Phenacolemur simonsi","species","50333","Wasatchian","","55.8","50.3","2927"
"173236","occ","","","16035","Cantius torresi","species","44901","","Cantius torresi","species","44901","Wasatchian","","55.8","50.3","2929"
"173240","occ","","","16037","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","2336"
"173244","occ","","","16039","Tinimomys graybulliensis","species","52321","","Tinimomys graybulliensis","species","52321","Wasatchian","","55.8","50.3","2926"
"173253","occ","","","16043","Cantius ralstoni","species","44899","","Cantius ralstoni","species","50088","Wasatchian","","55.8","50.3","2929"
"173255","occ","","","16044","Pulverflumen magnificum","species","51264","","Pulverflumen magnificum","species","51264","Wasatchian","","55.8","50.3","2927"
"173256","occ","","","16044","Cantius ralstoni","species","44899","","Cantius ralstoni","species","50088","Wasatchian","","55.8","50.3","2929"
"173279","occ","","","16055","Ignacius graybullianus","species","47354","","Ignacius graybullianus","species","47354","Wasatchian","","55.8","50.3","2927"
"173281","occ","2474","","16055","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","Wasatchian","","55.8","50.3","6294"
"173282","occ","","","16055","Tinimomys graybulliensis","species","52321","","Tinimomys graybulliensis","species","52321","Wasatchian","","55.8","50.3","2926"
"173283","occ","2475","","16055","Cantius mckennai","species","44897","","Cantius mckennai","species","50085","Wasatchian","","55.8","50.3","1675"
"173324","occ","","","16068","Loveina zephyri","species","47778","","Loveina zephyri","species","47778","Lostcabinian","","55.8","50.3","3329"
"173330","occ","2490","","16070","Notharctus venticolus","species","49204","","Notharctus venticolus","species","49204","Wasatchian","","55.8","50.3","6294"
"173331","occ","","","16071","Copelemur praetutus","species","45238","","Copelemur praetutus","species","50087","Wasatchian","","55.8","50.3","2336"
"173339","occ","","","16073","Microsyops cf. scottianus","species","48557","","Microsyops scottianus","species","48557","Lostcabinian","","55.8","50.3","3329"
"173340","occ","","","16073","Uintasorex cf. parvulus","species","52572","","Uintasorex parvulus","species","52572","Lostcabinian","","55.8","50.3","3329"
"173341","occ","","","16073","Loveina zephyri","species","47778","","Loveina zephyri","species","47778","Lostcabinian","","55.8","50.3","3329"
"173342","occ","","","16073","Notharctus cf. venticolus","species","49204","","Notharctus venticolus","species","49204","Lostcabinian","","55.8","50.3","3329"
"173365","occ","2498","","16074","cf. Cantius nunienus","species","44898","","Cantius nunienus","species","50086","Wasatchian","","55.8","50.3","6294"
"173374","occ","","","16076","Microsyops cf. scottianus","species","48557","","Microsyops scottianus","species","48557","Lostcabinian","","55.8","50.3","3329"
"173375","occ","10091","","16076","Artimonius witteri","species","44327","","Artimonius witteri","species","43694","Lostcabinian","","55.8","50.3","6294"
"173376","occ","","","16076","Notharctus cf. venticolus","species","49204","","Notharctus venticolus","species","49204","Lostcabinian","","55.8","50.3","3329"
"173384","occ","","","16078","Microsyops cf. scottianus","species","48557","","Microsyops scottianus","species","48557","Lostcabinian","","55.8","50.3","3329"
"173385","occ","","","16078","Shoshonius cooperi","species","51543","","Shoshonius cooperi","species","51543","Lostcabinian","","55.8","50.3","3329"
"173409","occ","","","16079","Smilodectes gracilis","species","51609","","Smilodectes gracilis","species","47166","Bridgerian","","50.3","46.2","3596"
"173410","occ","","","16079","Microsyops elegans","species","48550","","Microsyops elegans","species","47707","Bridgerian","","50.3","46.2","3596"
"173418","occ","","","16081","Microsyops cf. elegans","species","48550","","Microsyops elegans","species","47707","Bridgerian","","50.3","46.2","1404"
"173424","occ","","","16083","Smilodectes gracilis","species","51609","","Smilodectes gracilis","species","47166","Bridgerian","","50.3","46.2","3596"
"173447","occ","","","16090","Notharctus robinsoni","species","49198","","Notharctus robinsoni","species","49198","Bridgerian","","50.3","46.2","1737"
"173448","occ","","","16090","Smilodectes mcgrewi","species","51610","","Smilodectes mcgrewi","species","51610","Bridgerian","","50.3","46.2","1737"
"173449","occ","","","16090","Washakius insignis","species","52699","","Washakius insignis","species","52699","Bridgerian","","50.3","46.2","1737"
"173450","occ","","","16090","Omomys carteri","species","49314","","Omomys carteri","species","49314","Bridgerian","","50.3","46.2","1737"
"173455","occ","","","16091","Notharctus robinsoni","species","49198","","Notharctus robinsoni","species","49198","Bridgerian","","50.3","46.2","1737"
"173456","occ","","","16091","cf. Gazinius amplus","species","46584","","Gazinius amplus","species","46584","Bridgerian","","50.3","46.2","1737"
"173457","occ","","","16091","Omomys carteri","species","49314","","Omomys carteri","species","49314","Bridgerian","","50.3","46.2","1737"
"173462","occ","","","16092","Omomys carteri","species","49314","","Omomys carteri","species","49314","Bridgerian","","50.3","46.2","1737"
"173468","occ","","","16093","Smilodectes mcgrewi","species","51610","","Smilodectes mcgrewi","species","51610","Bridgerian","","50.3","46.2","1737"
"173475","occ","","","16095","Microsyops cf. elegans","species","48550","","Microsyops elegans","species","47707","Bridgerian","","50.3","46.2","1737"
"173482","occ","","","16096","Washakius insignis","species","52699","","Washakius insignis","species","52699","Bridgerian","","50.3","46.2","1737"
"173483","occ","","","16096","Omomys carteri","species","49314","","Omomys carteri","species","49314","Bridgerian","","50.3","46.2","1737"
"173490","occ","","","16097","Smilodectes mcgrewi","species","51610","","Smilodectes mcgrewi","species","51610","Bridgerian","","50.3","46.2","1737"
"173491","occ","","","16097","Anaptomorphus westi","species","44026","","Anaptomorphus westi","species","44026","Bridgerian","","50.3","46.2","1737"
"173492","occ","","","16097","Omomys carteri","species","49314","","Omomys carteri","species","49314","Bridgerian","","50.3","46.2","1737"
"173504","occ","","","16098","Microsyops cf. elegans","species","48550","","Microsyops elegans","species","47707","Bridgerian","","50.3","46.2","1737"
"173505","occ","","","16098","Notharctus robinsoni","species","49198","","Notharctus robinsoni","species","49198","Bridgerian","","50.3","46.2","1737"
